Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:58:03] 	0.100	-	-	90	0.095	0.100	112	0.100	0.100
[09:59:55] 	0.095	-0.005	-5.0	104	0.090	0.100	112	0.100	0.095
[10:04:56] 	0.095	-0.005	-5.0	114	0.090	0.100	112	0.100	0.095
[10:12:00] 	0.095	-0.005	-5.0	226	0.090	0.100	132	0.100	0.095
[10:25:03] 	0.095	-0.005	-5.0	226	0.090	0.100	152	0.100	0.095
[10:28:14] 	0.095	-0.005	-5.0	246	0.090	0.100	152	0.100	0.095
[10:29:06] 	0.095	-0.005	-5.0	100	0.095	0.100	152	0.100	0.095
[10:33:25] 	0.100	-	-	100	0.095	0.100	52	0.100	0.095
[10:35:09] 	0.100	-	-	50	0.095	0.100	52	0.100	0.095
[10:36:12] 	0.100	-	-	100	0.095	0.100	52	0.100	0.095
[10:42:32] 	0.095	-0.005	-5.0	246	0.090	0.100	102	0.100	0.095
[10:44:08] 	0.095	-0.005	-5.0	246	0.090	0.100	161	0.100	0.095
[10:49:50] 	0.095	-0.005	-5.0	110	0.095	0.100	161	0.100	0.095
[11:01:10] 	0.095	-0.005	-5.0	10	0.095	0.100	161	0.100	0.095
[11:06:58] 	0.095	-0.005	-5.0	10	0.095	0.100	211	0.100	0.095
[11:19:00] 	0.095	-0.005	-5.0	246	0.090	0.100	201	0.100	0.095
[11:23:54] 	0.095	-0.005	-5.0	11	0.095	0.100	201	0.100	0.095
[11:31:58] 	0.095	-0.005	-5.0	2	0.095	0.100	152	0.100	0.095
[12:05:46] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:06:33] 	0.095	-0.005	-5.0	2	0.095	0.100	152	0.100	0.095
[12:20:20] 	0.095	-0.005	-5.0	22	0.095	0.100	152	0.100	0.095
[12:34:08] 	0.095	-0.005	-5.0	27	0.095	0.100	152	0.100	0.095
[12:52:57] 	0.095	-0.005	-5.0	57	0.095	0.100	152	0.100	0.095
[14:41:48] 	0.095	-0.005	-5.0	37	0.095	0.100	152	0.100	0.095
[14:55:21] 	0.095	-0.005	-5.0	269	0.090	0.095	33	0.100	0.095
[15:47:20] 	0.095	-0.005	-5.0	279	0.090	0.095	33	0.100	0.095
[16:13:13] 	0.095	-0.005	-5.0	319	0.090	0.095	33	0.100	0.095
[16:16:56] 	0.095	-0.005	-5.0	336	0.090	0.095	33	0.100	0.095
[16:56:38] 	0.095	-0.005	-5.0	336	0.090	0.095	3	0.100	0.095
[17:02:55] 	0.095	-0.005	-5.0	333	0.090	0.095	3	0.100	0.095
[17:47:23] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[17:48:09] 	0.095	-0.005	-5.0	333	0.090	0.095	3	0.100	0.095
[18:06:46] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[18:07:30] 	0.095	-0.005	-5.0	333	0.090	0.095	3	0.100	0.095
[18:09:54] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[18:10:25] 	0.095	-0.005	-5.0	333	0.090	0.095	3	0.100	0.095
