Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:27:06] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:27:36] 	-	-	-	142	0.130	0.145	39	-	-
[09:28:07] 	-	-	-	142	0.130	0.145	39	-	-
[09:28:37] 	-	-	-	142	0.130	0.145	39	-	-
[09:29:07] 	-	-	-	142	0.130	0.145	39	-	-
[09:29:38] 	-	-	-	142	0.130	0.145	39	-	-
[09:30:08] 	-	-	-	142	0.130	0.145	39	-	-
[09:30:38] 	-	-	-	142	0.130	0.145	49	-	-
[09:31:09] 	-	-	-	142	0.130	0.145	49	-	-
[09:31:39] 	-	-	-	142	0.130	0.145	49	-	-
[09:32:09] 	-	-	-	142	0.130	0.145	49	-	-
[09:32:40] 	-	-	-	142	0.130	0.145	49	-	-
[09:33:10] 	-	-	-	142	0.130	0.145	49	-	-
[09:33:41] 	-	-	-	142	0.130	0.145	49	-	-
[09:34:11] 	-	-	-	142	0.130	0.145	49	-	-
[09:34:42] 	-	-	-	142	0.130	0.145	49	-	-
[09:35:12] 	-	-	-	142	0.130	0.145	49	-	-
[09:35:43] 	-	-	-	142	0.130	0.145	49	-	-
[09:36:13] 	-	-	-	142	0.130	0.145	49	-	-
[09:36:43] 	-	-	-	142	0.130	0.145	49	-	-
[09:37:14] 	-	-	-	142	0.130	0.145	49	-	-
[09:37:44] 	-	-	-	142	0.130	0.145	49	-	-
[09:38:15] 	-	-	-	142	0.130	0.145	49	-	-
[09:38:45] 	-	-	-	142	0.130	0.145	49	-	-
[09:39:15] 	-	-	-	142	0.130	0.145	49	-	-
[09:39:46] 	-	-	-	142	0.130	0.145	49	-	-
[09:40:16] 	-	-	-	142	0.130	0.145	49	-	-
[09:40:47] 	-	-	-	142	0.130	0.145	49	-	-
[09:41:17] 	-	-	-	142	0.130	0.145	49	-	-
[09:41:47] 	-	-	-	142	0.130	0.145	49	-	-
[09:42:17] 	-	-	-	142	0.130	0.145	49	-	-
[09:42:48] 	-	-	-	142	0.130	0.145	49	-	-
[09:43:18] 	-	-	-	142	0.130	0.145	49	-	-
[09:43:49] 	-	-	-	142	0.130	0.145	49	-	-
[09:44:19] 	-	-	-	142	0.130	0.145	49	-	-
[09:44:49] 	-	-	-	142	0.130	0.145	49	-	-
[09:45:20] 	-	-	-	142	0.130	0.145	49	-	-
[09:45:50] 	-	-	-	142	0.130	0.145	49	-	-
