Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:35:39] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:36:09] 	-	-	-	10	0.140	0.145	60	-	-
[09:40:42] 	-	-	-	10	0.140	0.145	110	-	-
[09:45:53] 	-	-	-	10	0.140	0.145	110	-	-
[14:06:51] 	-	-	-	10	0.140	0.145	100	-	-
[14:17:36] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[14:39:22] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[14:40:38] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[14:41:54] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[14:43:10] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[14:44:26] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[14:45:41] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[14:46:57] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[14:48:13] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[14:49:29] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[14:50:42] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[14:59:05] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[15:25:39] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[15:26:42] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[15:31:27] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[15:33:07] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[15:34:59] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[15:35:19] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[15:36:08] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[15:54:00] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[15:54:18] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
[15:56:06] 	0.140	-	-	3	0.140	0.145	100	0.140	0.140
