Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:49:29] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:50:34] 	2.430	+0.020	+0.8	624	2.430	2.440	428	2.440	2.400
[09:51:36] 	2.430	+0.020	+0.8	625	2.430	2.450	864	2.440	2.400
[09:52:49] 	2.440	+0.030	+1.2	314	2.440	2.450	866	2.450	2.400
[09:53:52] 	2.450	+0.040	+1.7	378	2.440	2.450	711	2.450	2.400
[09:55:00] 	2.450	+0.040	+1.7	688	2.440	2.450	628	2.450	2.400
[09:56:02] 	2.440	+0.030	+1.2	678	2.440	2.450	688	2.450	2.400
[09:57:05] 	2.440	+0.030	+1.2	706	2.440	2.450	692	2.450	2.400
[09:58:12] 	2.450	+0.040	+1.7	306	2.450	2.460	1,119	2.460	2.400
[09:59:20] 	2.460	+0.050	+2.1	383	2.450	2.460	1,090	2.460	2.400
[10:00:23] 	2.460	+0.050	+2.1	389	2.450	2.460	1,089	2.460	2.400
[10:01:25] 	2.460	+0.050	+2.1	423	2.450	2.460	1,099	2.460	2.400
[10:02:27] 	2.450	+0.040	+1.7	439	2.450	2.460	1,101	2.460	2.400
[10:03:35] 	2.460	+0.050	+2.1	483	2.450	2.460	1,081	2.460	2.400
[10:04:44] 	2.460	+0.050	+2.1	590	2.450	2.460	1,078	2.460	2.400
[10:05:51] 	2.460	+0.050	+2.1	586	2.450	2.460	1,056	2.460	2.400
[10:06:53] 	2.450	+0.040	+1.7	566	2.450	2.460	1,121	2.460	2.400
[10:07:56] 	2.460	+0.050	+2.1	33	2.450	2.460	1,139	2.460	2.400
[10:10:06] 	2.450	+0.040	+1.7	386	2.450	2.460	1,110	2.460	2.400
[10:11:21] 	2.450	+0.040	+1.7	367	2.450	2.460	1,125	2.460	2.400
[10:12:28] 	2.450	+0.040	+1.7	364	2.450	2.460	1,135	2.460	2.400
[10:13:31] 	2.450	+0.040	+1.7	369	2.450	2.460	1,135	2.460	2.400
[10:15:51] 	2.460	+0.050	+2.1	349	2.450	2.460	1,126	2.460	2.400
[10:17:03] 	2.440	+0.030	+1.2	462	2.440	2.450	696	2.460	2.400
[10:18:06] 	2.440	+0.030	+1.2	851	2.440	2.450	625	2.460	2.400
[10:19:08] 	2.440	+0.030	+1.2	882	2.440	2.450	627	2.460	2.400
[10:20:16] 	2.450	+0.040	+1.7	1,150	2.440	2.450	539	2.460	2.400
[10:21:20] 	2.450	+0.040	+1.7	463	2.440	2.450	615	2.460	2.400
[10:22:27] 	2.440	+0.030	+1.2	453	2.440	2.450	631	2.460	2.400
[10:23:30] 	2.440	+0.030	+1.2	749	2.440	2.450	639	2.460	2.400
[10:24:34] 	2.450	+0.040	+1.7	756	2.440	2.450	638	2.460	2.400
[10:25:37] 	2.450	+0.040	+1.7	725	2.440	2.450	607	2.460	2.400
