Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:56:07] 	2.540	-0.010	-0.4	313	2.530	2.540	144	2.560	2.530
[09:57:16] 	2.540	-0.010	-0.4	314	2.530	2.540	128	2.560	2.530
[09:58:22] 	2.540	-0.010	-0.4	313	2.530	2.540	51	2.560	2.530
[09:59:45] 	2.540	-0.010	-0.4	305	2.530	2.540	110	2.560	2.530
[10:01:54] 	2.550	-	-	107	2.540	2.550	325	2.560	2.530
[10:02:57] 	2.550	-	-	127	2.540	2.550	265	2.560	2.530
[10:04:00] 	2.550	-	-	147	2.540	2.550	265	2.560	2.530
[10:05:09] 	2.550	-	-	147	2.540	2.550	240	2.560	2.530
[10:06:24] 	2.540	-0.010	-0.4	310	2.530	2.540	52	2.560	2.530
[10:07:30] 	2.550	-	-	71	2.540	2.550	242	2.560	2.530
[10:09:12] 	2.550	-	-	101	2.540	2.550	283	2.560	2.530
[10:10:31] 	2.550	-	-	212	2.540	2.550	278	2.560	2.530
[10:11:41] 	2.550	-	-	223	2.540	2.550	237	2.560	2.530
[10:14:08] 	2.550	-	-	223	2.540	2.550	264	2.560	2.530
[10:15:13] 	2.550	-	-	185	2.540	2.550	243	2.560	2.530
[10:16:56] 	2.540	-0.010	-0.4	305	2.530	2.540	126	2.560	2.530
[10:18:06] 	2.540	-0.010	-0.4	305	2.530	2.540	113	2.560	2.530
[10:19:18] 	2.540	-0.010	-0.4	305	2.530	2.540	63	2.560	2.530
[10:20:24] 	2.540	-0.010	-0.4	305	2.530	2.540	68	2.560	2.530
[10:21:29] 	2.540	-0.010	-0.4	286	2.530	2.540	156	2.560	2.530
[10:22:40] 	2.540	-0.010	-0.4	276	2.530	2.540	187	2.560	2.530
[10:24:05] 	2.540	-0.010	-0.4	204	2.530	2.540	177	2.560	2.530
[10:25:23] 	2.540	-0.010	-0.4	208	2.530	2.540	213	2.560	2.530
[10:26:28] 	2.540	-0.010	-0.4	234	2.530	2.540	327	2.560	2.530
[10:27:28] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:28:32] 	2.540	-0.010	-0.4	223	2.530	2.540	355	2.560	2.530
[10:29:44] 	2.540	-0.010	-0.4	227	2.530	2.540	355	2.560	2.530
[10:31:03] 	2.540	-0.010	-0.4	233	2.530	2.540	356	2.560	2.530
[10:32:13] 	2.540	-0.010	-0.4	242	2.530	2.540	205	2.560	2.530
[10:33:29] 	2.540	-0.010	-0.4	320	2.530	2.540	192	2.560	2.530
[10:34:40] 	2.550	-	-	98	2.540	2.550	200	2.560	2.530
[10:35:45] 	2.550	-	-	80	2.540	2.550	260	2.560	2.530
[10:36:29] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:39:01] 	2.550	-	-	150	2.540	2.550	288	2.560	2.530
[10:40:08] 	2.550	-	-	155	2.540	2.550	212	2.560	2.530
[10:41:11] 	2.540	-0.010	-0.4	176	2.540	2.550	202	2.560	2.530
[10:43:02] 	2.540	-0.010	-0.4	176	2.540	2.550	262	2.560	2.530
[10:45:30] 	2.550	-	-	188	2.540	2.550	243	2.560	2.530
[10:47:13] 	2.540	-0.010	-0.4	221	2.540	2.550	224	2.560	2.530
[10:48:24] 	2.550	-	-	221	2.540	2.550	204	2.560	2.530
[10:49:33] 	2.540	-0.010	-0.4	221	2.540	2.550	204	2.560	2.530
[10:50:36] 	2.550	-	-	226	2.540	2.550	199	2.560	2.530
[10:51:40] 	2.540	-0.010	-0.4	246	2.540	2.550	215	2.560	2.530
[10:53:07] 	2.540	-0.010	-0.4	243	2.540	2.550	332	2.560	2.530
[10:54:11] 	2.540	-0.010	-0.4	219	2.540	2.550	227	2.560	2.530
[10:57:17] 	2.560	+0.010	+0.4	69	2.560	2.570	216	2.560	2.530
[10:58:25] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:59:23] 	2.560	+0.010	+0.4	99	2.550	2.560	126	2.570	2.530
[10:59:34] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:00:58] 	2.550	-	-	92	2.550	2.560	164	2.570	2.530
[11:02:03] 	2.550	-	-	58	2.550	2.560	211	2.570	2.530
[11:03:34] 	2.550	-	-	73	2.550	2.560	152	2.570	2.530
[11:04:38] 	2.550	-	-	75	2.550	2.560	196	2.570	2.530
[11:05:42] 	2.550	-	-	80	2.550	2.560	127	2.570	2.530
[11:07:16] 	2.550	-	-	120	2.550	2.560	128	2.570	2.530
[11:08:31] 	2.550	-	-	119	2.550	2.560	253	2.570	2.530
[11:09:56] 	2.550	-	-	33	2.550	2.560	205	2.570	2.530
[11:11:19] 	2.550	-	-	220	2.540	2.550	4	2.570	2.530
[11:12:26] 	2.550	-	-	120	2.550	2.560	144	2.570	2.530
[11:13:36] 	2.550	-	-	132	2.550	2.560	145	2.570	2.530
[11:15:05] 	2.550	-	-	33	2.550	2.560	145	2.570	2.530
[11:17:07] 	2.550	-	-	35	2.550	2.560	202	2.570	2.530
[11:18:06] 	2.550	-	-	59	2.550	2.560	202	2.570	2.530
[11:19:15] 	2.560	+0.010	+0.4	71	2.550	2.560	201	2.570	2.530
[11:20:40] 	2.550	-	-	142	2.550	2.560	201	2.570	2.530
[11:21:44] 	2.560	+0.010	+0.4	152	2.550	2.560	181	2.570	2.530
[11:22:54] 	2.550	-	-	156	2.550	2.560	181	2.570	2.530
[11:24:03] 	2.560	+0.010	+0.4	171	2.560	2.570	267	2.570	2.530
[11:25:18] 	2.560	+0.010	+0.4	188	2.560	2.570	227	2.570	2.530
[11:28:05] 	2.560	+0.010	+0.4	94	2.560	2.570	218	2.570	2.530
[11:29:36] 	2.560	+0.010	+0.4	79	2.560	2.570	218	2.570	2.530
[11:29:53] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:30:50] 	2.570	+0.020	+0.8	80	2.560	2.570	207	2.570	2.530
[11:32:04] 	2.570	+0.020	+0.8	115	2.560	2.570	189	2.570	2.530
[11:33:10] 	2.570	+0.020	+0.8	129	2.560	2.570	191	2.570	2.530
[11:34:27] 	2.570	+0.020	+0.8	124	2.560	2.570	47	2.570	2.530
[11:35:36] 	2.570	+0.020	+0.8	147	2.560	2.570	176	2.570	2.530
[11:36:56] 	2.560	+0.010	+0.4	126	2.560	2.570	177	2.570	2.530
[11:39:24] 	2.570	+0.020	+0.8	135	2.560	2.570	177	2.570	2.530
[11:40:41] 	2.570	+0.020	+0.8	149	2.560	2.570	177	2.570	2.530
[11:41:48] 	2.570	+0.020	+0.8	200	2.560	2.570	157	2.570	2.530
[11:42:53] 	2.570	+0.020	+0.8	200	2.560	2.570	158	2.570	2.530
[11:44:00] 	2.570	+0.020	+0.8	29	2.570	2.580	244	2.570	2.530
[11:45:16] 	2.570	+0.020	+0.8	43	2.570	2.580	246	2.570	2.530
[11:46:29] 	2.580	+0.030	+1.2	68	2.570	2.580	161	2.580	2.530
[11:47:43] 	2.580	+0.030	+1.2	68	2.570	2.580	160	2.580	2.530
[11:48:40] 	2.580	+0.030	+1.2	108	2.570	2.580	160	2.580	2.530
[11:49:40] 	2.580	+0.030	+1.2	130	2.570	2.580	157	2.580	2.530
[11:50:28] 	2.580	+0.030	+1.2	112	2.570	2.580	149	2.580	2.530
[11:52:46] 	2.580	+0.030	+1.2	108	2.570	2.580	137	2.580	2.530
[11:53:57] 	2.580	+0.030	+1.2	112	2.570	2.580	142	2.580	2.530
[11:55:01] 	2.580	+0.030	+1.2	124	2.570	2.580	139	2.580	2.530
[11:56:05] 	2.580	+0.030	+1.2	117	2.570	2.580	105	2.580	2.530
[11:57:11] 	2.580	+0.030	+1.2	117	2.570	2.580	103	2.580	2.530
[11:58:22] 	2.580	+0.030	+1.2	115	2.570	2.580	103	2.580	2.530
[11:59:27] 	2.580	+0.030	+1.2	114	2.570	2.580	101	2.580	2.530
[12:00:31] 	2.570	+0.020	+0.8	20	2.570	2.580	109	2.580	2.530
[12:01:40] 	2.580	+0.030	+1.2	28	2.570	2.580	88	2.580	2.530
[12:02:54] 	2.560	+0.010	+0.4	170	2.560	2.570	63	2.580	2.530
[12:03:58] 	2.560	+0.010	+0.4	169	2.560	2.570	73	2.580	2.530
[12:05:03] 	2.570	+0.020	+0.8	173	2.560	2.570	28	2.580	2.530
[12:06:24] 	2.570	+0.020	+0.8	211	2.560	2.570	61	2.580	2.530
[12:06:34] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:08:00] 	2.570	+0.020	+0.8	193	2.560	2.570	56	2.580	2.530
[12:09:01] 	2.560	+0.010	+0.4	204	2.560	2.570	57	2.580	2.530
[12:10:10] 	2.560	+0.010	+0.4	204	2.560	2.570	35	2.580	2.530
[12:11:25] 	2.560	+0.010	+0.4	203	2.560	2.570	35	2.580	2.530
[12:12:50] 	2.570	+0.020	+0.8	203	2.560	2.570	26	2.580	2.530
[12:13:54] 	2.570	+0.020	+0.8	193	2.560	2.570	30	2.580	2.530
[12:15:46] 	2.570	+0.020	+0.8	15	2.570	2.580	140	2.580	2.530
[12:17:06] 	2.570	+0.020	+0.8	14	2.570	2.580	140	2.580	2.530
[12:20:32] 	2.570	+0.020	+0.8	127	2.560	2.570	31	2.580	2.530
[12:22:27] 	2.560	+0.010	+0.4	112	2.560	2.570	41	2.580	2.530
[12:23:48] 	2.560	+0.010	+0.4	102	2.560	2.570	51	2.580	2.530
[12:25:08] 	2.560	+0.010	+0.4	92	2.560	2.570	95	2.580	2.530
[12:26:11] 	2.560	+0.010	+0.4	82	2.560	2.570	100	2.580	2.530
[12:26:55] 	2.560	+0.010	+0.4	29	2.560	2.570	101	2.580	2.530
[12:30:50] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:32:51] 	2.550	-	-	1	3.500	2.300	400	2.580	2.530
[12:33:10] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:33:59] 	2.550	-	-	1	3.500	2.300	400	2.580	2.530
[12:35:02] 	2.550	-	-	59	3.500	2.300	400	2.580	2.530
[12:36:09] 	2.540	-0.010	-0.4	195	2.540	2.550	25	2.580	2.530
[13:24:28] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:25:05] 	2.540	-0.010	-0.4	195	2.540	2.550	25	2.580	2.530
[13:42:18] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:44:22] 	2.540	-0.010	-0.4	195	2.540	2.550	25	2.580	2.530
[23:39:22] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[23:40:59] 	2.540	-0.010	-0.4	195	2.540	2.550	25	2.580	2.530
[23:42:22] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
