Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:03:14] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:05:23] 	2.430	-0.020	-0.8	1,161	2.420	2.430	576	2.460	2.420
[10:06:22] 	2.430	-0.020	-0.8	1,148	2.420	2.430	571	2.460	2.420
[10:06:46] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:08:14] 	2.430	-0.020	-0.8	1,161	2.420	2.430	571	2.460	2.420
[10:09:36] 	2.430	-0.020	-0.8	1,187	2.420	2.430	431	2.460	2.420
[10:10:39] 	2.430	-0.020	-0.8	1,272	2.420	2.430	503	2.460	2.420
[10:11:46] 	2.430	-0.020	-0.8	1,272	2.420	2.430	248	2.460	2.420
[10:13:04] 	2.430	-0.020	-0.8	1,288	2.420	2.430	488	2.460	2.420
[10:14:16] 	2.430	-0.020	-0.8	1,308	2.420	2.430	770	2.460	2.420
[10:15:19] 	2.430	-0.020	-0.8	1,309	2.420	2.430	748	2.460	2.420
[10:16:21] 	2.430	-0.020	-0.8	1,309	2.420	2.430	736	2.460	2.420
[10:17:44] 	2.420	-0.030	-1.2	1,292	2.420	2.430	721	2.460	2.420
[10:18:46] 	2.430	-0.020	-0.8	1,310	2.420	2.430	710	2.460	2.420
[10:19:50] 	2.430	-0.020	-0.8	1,311	2.420	2.430	717	2.460	2.420
[10:20:52] 	2.430	-0.020	-0.8	1,312	2.420	2.430	704	2.460	2.420
[10:21:44] 	2.430	-0.020	-0.8	1,319	2.420	2.430	764	2.460	2.420
[10:22:46] 	2.430	-0.020	-0.8	1,316	2.420	2.430	774	2.460	2.420
[10:23:17] 	2.420	-0.030	-1.2	1,318	2.420	2.430	776	2.460	2.420
[10:24:19] 	2.430	-0.020	-0.8	1,465	2.420	2.430	775	2.460	2.420
[10:25:22] 	2.430	-0.020	-0.8	1,441	2.420	2.430	775	2.460	2.420
[10:26:29] 	2.430	-0.020	-0.8	1,371	2.420	2.430	760	2.460	2.420
[10:28:11] 	2.430	-0.020	-0.8	1,368	2.420	2.430	1,237	2.460	2.420
[10:29:13] 	2.430	-0.020	-0.8	1,371	2.420	2.430	1,228	2.460	2.420
[10:30:31] 	2.430	-0.020	-0.8	1,395	2.420	2.430	1,236	2.460	2.420
[10:31:33] 	2.430	-0.020	-0.8	1,401	2.420	2.430	1,051	2.460	2.420
[10:34:48] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:36:06] 	2.430	-0.020	-0.8	978	2.420	2.430	1,093	2.460	2.420
[10:37:33] 	2.420	-0.030	-1.2	952	2.420	2.430	1,324	2.460	2.420
