Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[00:00:05] 	2.610	-0.060	-2.2	169	2.600	2.610	398	2.690	2.570
[00:35:54] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[00:37:02] 	2.610	-0.060	-2.2	169	2.600	2.610	398	2.690	2.570
[01:14:49] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[01:16:14] 	2.610	-0.060	-2.2	169	2.600	2.610	398	2.690	2.570
[01:46:54] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[01:48:08] 	2.610	-0.060	-2.2	169	2.600	2.610	398	2.690	2.570
[02:58:50] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[02:59:49] 	2.610	-0.060	-2.2	169	2.600	2.610	398	2.690	2.570
[03:39:55] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[03:41:10] 	2.610	-0.060	-2.2	169	2.600	2.610	398	2.690	2.570
[03:55:56] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[03:56:59] 	2.610	-0.060	-2.2	169	2.600	2.610	398	2.690	2.570
[04:03:51] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[04:05:11] 	2.610	-0.060	-2.2	169	2.600	2.610	398	2.690	2.570
[04:17:53] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[04:18:31] 	2.610	-0.060	-2.2	169	2.600	2.610	398	2.690	2.570
[05:47:25] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[05:49:40] 	2.610	-0.060	-2.2	169	2.600	2.610	398	2.690	2.570
[06:18:52] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[06:20:22] 	2.610	-0.060	-2.2	169	2.600	2.610	398	2.690	2.570
[07:23:08] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[07:24:43] 	2.610	-0.060	-2.2	169	2.600	2.610	398	2.690	2.570
[08:29:45] 	-	-	-	16	2.640	2.610	100	-	-
[08:31:00] 	-	-	-	2	2.710	2.540	1	-	-
[08:32:09] 	-	-	-	70	2.900	2.540	7	-	-
[08:33:23] 	-	-	-	27	3.110	2.110	11	-	-
[08:46:24] 	-	-	-	4	3.120	2.110	11	-	-
[08:57:49] 	-	-	-	19	3.120	2.110	11	-	-
[08:58:57] 	-	-	-	30	2.620	2.630	83	-	-
[09:00:26] 	2.620	+0.010	+0.4	145	2.610	2.620	17	2.630	2.620
[09:01:33] 	2.630	+0.020	+0.8	46	2.620	2.630	200	2.630	2.620
[09:02:48] 	2.620	+0.010	+0.4	87	2.620	2.630	179	2.630	2.620
[09:03:00] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:04:45] 	2.620	+0.010	+0.4	120	2.620	2.630	239	2.630	2.620
[09:05:57] 	2.630	+0.020	+0.8	138	2.620	2.630	233	2.630	2.620
[09:07:12] 	2.620	+0.010	+0.4	220	2.620	2.630	270	2.630	2.620
[09:08:18] 	2.620	+0.010	+0.4	15	2.620	2.630	242	2.630	2.620
[09:09:26] 	2.630	+0.020	+0.8	123	2.620	2.630	212	2.630	2.620
[09:10:32] 	2.620	+0.010	+0.4	48	2.620	2.630	212	2.630	2.620
[09:11:45] 	2.620	+0.010	+0.4	191	2.620	2.630	213	2.630	2.620
[09:12:52] 	2.630	+0.020	+0.8	130	2.620	2.630	204	2.630	2.620
[09:14:02] 	2.610	-	-	242	2.610	2.620	38	2.630	2.610
[09:15:07] 	2.610	-	-	249	2.610	2.620	140	2.630	2.610
[09:16:32] 	2.600	-0.010	-0.4	337	2.600	2.610	249	2.630	2.600
[09:17:45] 	2.600	-0.010	-0.4	326	2.600	2.610	259	2.630	2.600
[09:18:49] 	2.600	-0.010	-0.4	326	2.600	2.610	234	2.630	2.600
[09:20:03] 	2.610	-	-	165	2.610	2.620	189	2.630	2.600
[09:21:08] 	2.620	+0.010	+0.4	161	2.610	2.620	165	2.630	2.600
[09:22:36] 	2.620	+0.010	+0.4	177	2.610	2.620	160	2.630	2.600
[09:23:40] 	2.620	+0.010	+0.4	303	2.610	2.620	136	2.630	2.600
[09:24:44] 	2.620	+0.010	+0.4	262	2.610	2.620	72	2.630	2.600
