Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:07:28] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:08:57] 	2.600	+0.030	+1.2	1,301	2.590	2.600	33	2.620	2.570
[10:09:35] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:12:50] 	2.600	+0.030	+1.2	509	2.600	2.610	2,009	2.620	2.570
[10:14:14] 	2.600	+0.030	+1.2	714	2.600	2.610	2,015	2.620	2.570
[10:15:33] 	2.610	+0.040	+1.6	719	2.600	2.610	2,047	2.620	2.570
[10:17:15] 	2.600	+0.030	+1.2	1,455	2.600	2.610	2,101	2.620	2.570
[10:18:37] 	2.600	+0.030	+1.2	1,532	2.600	2.610	1,657	2.620	2.570
[10:19:48] 	2.600	+0.030	+1.2	1,427	2.600	2.610	1,662	2.620	2.570
[10:21:13] 	2.600	+0.030	+1.2	1,447	2.600	2.610	1,662	2.620	2.570
[10:22:39] 	2.610	+0.040	+1.6	1,456	2.600	2.610	1,664	2.620	2.570
[10:24:00] 	2.610	+0.040	+1.6	1,460	2.600	2.610	1,667	2.620	2.570
[10:25:15] 	2.610	+0.040	+1.6	1,649	2.600	2.610	1,664	2.620	2.570
[10:26:35] 	2.610	+0.040	+1.6	1,632	2.600	2.610	1,630	2.620	2.570
[10:28:01] 	2.600	+0.030	+1.2	1,571	2.600	2.610	1,548	2.620	2.570
[10:29:18] 	2.610	+0.040	+1.6	1,591	2.600	2.610	1,619	2.620	2.570
[10:30:40] 	2.610	+0.040	+1.6	1,593	2.600	2.610	2,125	2.620	2.570
[10:32:14] 	2.610	+0.040	+1.6	1,597	2.600	2.610	2,123	2.620	2.570
[10:33:50] 	2.620	+0.050	+1.9	1,656	2.610	2.620	1,209	2.620	2.570
[10:35:10] 	2.620	+0.050	+1.9	1,425	2.610	2.620	1,272	2.620	2.570
[10:36:35] 	2.620	+0.050	+1.9	1,643	2.610	2.620	1,351	2.620	2.570
[10:38:01] 	2.620	+0.050	+1.9	1,667	2.610	2.620	1,321	2.620	2.570
[10:39:48] 	2.620	+0.050	+1.9	1,792	2.610	2.620	1,074	2.620	2.570
[10:41:12] 	2.620	+0.050	+1.9	1,618	2.610	2.620	1,010	2.620	2.570
[10:42:38] 	2.620	+0.050	+1.9	1,873	2.610	2.620	984	2.620	2.570
[10:43:58] 	2.610	+0.040	+1.6	1,818	2.610	2.620	976	2.620	2.570
[10:45:15] 	2.610	+0.040	+1.6	1,999	2.600	2.610	650	2.620	2.570
[10:46:29] 	2.610	+0.040	+1.6	1,296	2.610	2.620	1,512	2.620	2.570
[10:47:45] 	2.610	+0.040	+1.6	1,421	2.610	2.620	1,527	2.620	2.570
[10:49:16] 	2.610	+0.040	+1.6	1,420	2.610	2.620	1,531	2.620	2.570
[10:49:44] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:50:45] 	2.620	+0.050	+1.9	1,477	2.610	2.620	1,982	2.620	2.570
[10:52:03] 	2.620	+0.050	+1.9	1,581	2.610	2.620	2,015	2.620	2.570
[10:54:05] 	2.630	+0.060	+2.3	1,614	2.620	2.630	2,252	2.630	2.570
[10:55:42] 	2.630	+0.060	+2.3	2,397	2.620	2.630	2,122	2.630	2.570
[10:57:08] 	2.620	+0.050	+1.9	2,411	2.620	2.630	2,124	2.630	2.570
[10:58:51] 	2.630	+0.060	+2.3	2,421	2.620	2.630	1,566	2.630	2.570
[11:00:30] 	2.620	+0.050	+1.9	1,758	2.610	2.620	24	2.630	2.570
[11:01:37] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:05:49] 	2.620	+0.050	+1.9	1,677	2.610	2.620	130	2.630	2.570
[11:07:34] 	2.620	+0.050	+1.9	1,701	2.610	2.620	231	2.630	2.570
[11:09:20] 	2.620	+0.050	+1.9	2,076	2.610	2.620	252	2.630	2.570
[11:10:59] 	2.620	+0.050	+1.9	107	2.620	2.630	2,527	2.630	2.570
[11:12:31] 	2.630	+0.060	+2.3	794	2.620	2.630	2,463	2.630	2.570
[11:14:16] 	2.620	+0.050	+1.9	852	2.620	2.630	2,016	2.630	2.570
[11:16:01] 	2.630	+0.060	+2.3	975	2.620	2.630	1,969	2.630	2.570
[11:17:43] 	2.620	+0.050	+1.9	746	2.620	2.630	2,035	2.630	2.570
[11:19:24] 	2.620	+0.050	+1.9	1,379	2.620	2.630	1,998	2.630	2.570
[11:21:20] 	2.630	+0.060	+2.3	1,271	2.620	2.630	1,981	2.630	2.570
[11:23:00] 	2.630	+0.060	+2.3	1,388	2.620	2.630	2,012	2.630	2.570
[11:24:23] 	2.630	+0.060	+2.3	1,081	2.620	2.630	2,014	2.630	2.570
[11:25:30] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:27:32] 	2.630	+0.060	+2.3	1,123	2.620	2.630	2,003	2.630	2.570
[11:29:05] 	2.620	+0.050	+1.9	1,395	2.620	2.630	1,979	2.630	2.570
[11:30:36] 	2.640	+0.070	+2.7	2,394	2.630	2.640	267	2.640	2.570
[11:32:05] 	2.640	+0.070	+2.7	2,395	2.630	2.640	1,196	2.640	2.570
[11:33:27] 	2.630	+0.060	+2.3	2,371	2.630	2.640	615	2.640	2.570
[11:35:13] 	2.630	+0.060	+2.3	2,494	2.630	2.640	628	2.640	2.570
[11:36:36] 	2.640	+0.070	+2.7	2,043	2.630	2.640	1,159	2.640	2.570
[11:38:14] 	2.640	+0.070	+2.7	2,142	2.630	2.640	1,702	2.640	2.570
[11:39:49] 	2.640	+0.070	+2.7	1,966	2.630	2.640	1,286	2.640	2.570
[11:41:29] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:42:23] 	2.640	+0.070	+2.7	1,878	2.630	2.640	1,421	2.640	2.570
[11:43:40] 	2.640	+0.070	+2.7	1,872	2.630	2.640	1,461	2.640	2.570
[11:45:08] 	2.640	+0.070	+2.7	1,860	2.630	2.640	1,447	2.640	2.570
[11:46:26] 	2.640	+0.070	+2.7	1,874	2.630	2.640	1,463	2.640	2.570
[11:47:45] 	2.630	+0.060	+2.3	1,865	2.630	2.640	1,548	2.640	2.570
[11:48:29] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:51:43] 	2.630	+0.060	+2.3	1,879	2.630	2.640	1,020	2.640	2.570
[11:53:19] 	2.650	+0.080	+3.1	2,009	2.640	2.650	1,855	2.650	2.570
[11:54:53] 	2.650	+0.080	+3.1	2,316	2.640	2.650	1,098	2.650	2.570
[11:56:19] 	2.670	+0.100	+3.9	864	2.660	2.670	445	2.670	2.570
[11:57:29] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:00:11] 	2.660	+0.090	+3.5	875	2.650	2.660	401	2.670	2.570
[12:00:49] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:02:31] 	2.650	+0.080	+3.1	140	2.640	2.650	272	2.670	2.570
[12:04:07] 	2.640	+0.070	+2.7	205	2.640	2.650	354	2.670	2.570
[12:05:28] 	2.640	+0.070	+2.7	397	2.640	2.650	639	2.670	2.570
[12:06:46] 	2.650	+0.080	+3.1	412	2.640	2.650	542	2.670	2.570
[12:07:06] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:08:55] 	2.640	+0.070	+2.7	389	2.640	2.650	643	2.670	2.570
[12:10:10] 	2.640	+0.070	+2.7	390	2.640	2.650	643	2.670	2.570
[12:11:25] 	2.640	+0.070	+2.7	72	2.640	2.650	1,512	2.670	2.570
[12:12:40] 	2.630	+0.060	+2.3	1,173	2.630	2.640	457	2.670	2.570
[12:13:56] 	2.630	+0.060	+2.3	1,032	2.630	2.640	517	2.670	2.570
