Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[14:01:17] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:02:40] 	2.580	+0.060	+2.4	95	2.580	2.590	243	2.600	2.510
[14:04:05] 	2.580	+0.060	+2.4	206	2.580	2.590	195	2.600	2.510
[14:05:09] 	2.580	+0.060	+2.4	204	2.580	2.590	222	2.600	2.510
[14:06:16] 	2.580	+0.060	+2.4	207	2.580	2.590	223	2.600	2.510
[14:07:48] 	2.580	+0.060	+2.4	203	2.580	2.590	228	2.600	2.510
[14:08:56] 	2.580	+0.060	+2.4	220	2.580	2.590	280	2.600	2.510
[14:10:04] 	2.580	+0.060	+2.4	244	2.580	2.590	280	2.600	2.510
[14:12:10] 	2.580	+0.060	+2.4	234	2.580	2.590	294	2.600	2.510
[14:13:18] 	2.580	+0.060	+2.4	343	2.580	2.590	298	2.600	2.510
[14:14:21] 	2.580	+0.060	+2.4	343	2.580	2.590	389	2.600	2.510
[14:15:23] 	2.580	+0.060	+2.4	411	2.580	2.590	400	2.600	2.510
[14:16:51] 	2.580	+0.060	+2.4	400	2.580	2.590	340	2.600	2.510
[14:18:09] 	2.590	+0.070	+2.8	405	2.580	2.590	348	2.600	2.510
[14:19:17] 	2.580	+0.060	+2.4	135	2.580	2.590	343	2.600	2.510
[14:20:25] 	2.590	+0.070	+2.8	325	2.580	2.590	155	2.600	2.510
[14:21:37] 	2.590	+0.070	+2.8	429	2.590	2.600	940	2.600	2.510
[14:22:46] 	2.600	+0.080	+3.2	21	2.600	2.610	554	2.600	2.510
[14:23:54] 	2.600	+0.080	+3.2	338	2.600	2.610	554	2.610	2.510
[14:25:16] 	2.610	+0.090	+3.6	445	2.600	2.610	395	2.610	2.510
[14:26:24] 	2.600	+0.080	+3.2	450	2.600	2.610	430	2.610	2.510
[14:26:55] 	2.600	+0.080	+3.2	470	2.600	2.610	436	2.610	2.510
[14:27:58] 	2.610	+0.090	+3.6	466	2.600	2.610	470	2.610	2.510
[14:29:01] 	2.600	+0.080	+3.2	318	2.600	2.610	497	2.610	2.510
[14:30:02] 	2.600	+0.080	+3.2	241	2.600	2.610	473	2.610	2.510
[14:31:04] 	2.600	+0.080	+3.2	129	2.600	2.610	471	2.610	2.510
[14:32:06] 	2.600	+0.080	+3.2	86	2.600	2.610	395	2.610	2.510
[14:33:09] 	2.600	+0.080	+3.2	76	2.600	2.610	390	2.610	2.510
[14:34:36] 	2.600	+0.080	+3.2	46	2.600	2.610	473	2.610	2.510
[14:35:38] 	2.600	+0.080	+3.2	13	2.600	2.610	473	2.610	2.510
[14:36:42] 	2.600	+0.080	+3.2	265	2.590	2.600	97	2.610	2.510
[14:37:45] 	2.600	+0.080	+3.2	259	2.590	2.600	72	2.610	2.510
[14:38:51] 	2.600	+0.080	+3.2	330	2.600	2.610	487	2.610	2.510
[14:39:59] 	2.600	+0.080	+3.2	169	2.600	2.610	497	2.610	2.510
[14:41:32] 	2.600	+0.080	+3.2	251	2.590	2.600	28	2.610	2.510
[14:42:44] 	2.600	+0.080	+3.2	241	2.590	2.600	166	2.610	2.510
[14:43:46] 	2.600	+0.080	+3.2	241	2.590	2.600	173	2.610	2.510
[14:44:59] 	2.590	+0.070	+2.8	184	2.590	2.600	201	2.610	2.510
[14:46:01] 	2.590	+0.070	+2.8	131	2.590	2.600	217	2.610	2.510
[14:47:09] 	2.590	+0.070	+2.8	68	2.590	2.600	227	2.610	2.510
[14:48:12] 	2.590	+0.070	+2.8	67	2.590	2.600	226	2.610	2.510
[14:49:20] 	2.600	+0.080	+3.2	114	2.590	2.600	222	2.610	2.510
[14:50:53] 	2.590	+0.070	+2.8	111	2.590	2.600	195	2.610	2.510
[14:51:40] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:52:42] 	2.600	+0.080	+3.2	90	2.590	2.600	176	2.610	2.510
[14:53:30] 	2.600	+0.080	+3.2	90	2.590	2.600	179	2.610	2.510
[14:54:32] 	2.590	+0.070	+2.8	75	2.590	2.600	263	2.610	2.510
[14:55:19] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:57:03] 	2.590	+0.070	+2.8	70	2.590	2.600	326	2.610	2.510
[15:02:14] 	2.590	+0.070	+2.8	105	2.590	2.600	376	2.610	2.510
[15:03:21] 	2.590	+0.070	+2.8	106	2.590	2.600	376	2.610	2.510
[15:04:23] 	2.600	+0.080	+3.2	106	2.590	2.600	391	2.610	2.510
[15:05:57] 	2.590	+0.070	+2.8	321	2.580	2.600	405	2.610	2.510
[15:07:00] 	2.590	+0.070	+2.8	316	2.580	2.590	263	2.610	2.510
[15:08:13] 	2.580	+0.060	+2.4	286	2.580	2.590	304	2.610	2.510
[15:09:37] 	2.590	+0.070	+2.8	281	2.580	2.590	339	2.610	2.510
[15:10:43] 	2.590	+0.070	+2.8	281	2.580	2.590	301	2.610	2.510
[15:11:35] 	2.590	+0.070	+2.8	295	2.580	2.590	301	2.610	2.510
[15:12:53] 	2.580	+0.060	+2.4	309	2.580	2.590	300	2.610	2.510
[15:14:07] 	2.590	+0.070	+2.8	314	2.580	2.590	287	2.610	2.510
[15:14:28] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:15:04] 	2.590	+0.070	+2.8	248	2.590	2.600	457	2.610	2.510
[15:15:15] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:15:56] 	2.590	+0.070	+2.8	263	2.590	2.600	473	2.610	2.510
[15:17:00] 	2.590	+0.070	+2.8	335	2.590	2.600	473	2.610	2.510
[15:18:03] 	2.590	+0.070	+2.8	340	2.590	2.600	502	2.610	2.510
[15:19:05] 	2.590	+0.070	+2.8	339	2.590	2.600	493	2.610	2.510
[15:20:08] 	2.590	+0.070	+2.8	339	2.590	2.600	495	2.610	2.510
[15:20:50] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:22:18] 	2.600	+0.080	+3.2	368	2.590	2.600	492	2.610	2.510
[15:23:31] 	2.600	+0.080	+3.2	363	2.590	2.600	497	2.610	2.510
