Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:27:41] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:28:49] 	2.600	+0.070	+2.8	1,308	2.590	2.600	926	2.600	2.570
[10:29:53] 	2.590	+0.060	+2.4	1,082	2.590	2.600	959	2.600	2.570
[10:31:06] 	2.590	+0.060	+2.4	1,092	2.590	2.600	949	2.600	2.570
[10:32:19] 	2.600	+0.070	+2.8	1,087	2.590	2.600	961	2.600	2.570
[10:33:02] 	2.590	+0.060	+2.4	1,089	2.590	2.600	956	2.600	2.570
[10:33:33] 	2.600	+0.070	+2.8	1,101	2.590	2.600	953	2.600	2.570
[10:34:35] 	2.600	+0.070	+2.8	1,131	2.590	2.600	569	2.600	2.570
[10:35:38] 	2.600	+0.070	+2.8	1,116	2.590	2.600	542	2.600	2.570
[10:36:40] 	2.600	+0.070	+2.8	1,110	2.590	2.600	520	2.600	2.570
[10:37:43] 	2.600	+0.070	+2.8	1,110	2.590	2.600	564	2.600	2.570
[10:38:45] 	2.600	+0.070	+2.8	1,140	2.590	2.600	501	2.600	2.570
[10:39:48] 	2.600	+0.070	+2.8	1,141	2.590	2.600	501	2.600	2.570
[10:40:50] 	2.590	+0.060	+2.4	1,061	2.590	2.600	378	2.600	2.570
[10:42:02] 	2.600	+0.070	+2.8	1,052	2.590	2.600	350	2.600	2.570
[10:43:05] 	2.590	+0.060	+2.4	1,082	2.590	2.600	331	2.600	2.570
[10:44:13] 	2.600	+0.070	+2.8	1,054	2.590	2.600	311	2.600	2.570
[10:45:16] 	2.600	+0.070	+2.8	1,062	2.590	2.600	240	2.600	2.570
[10:46:30] 	2.600	+0.070	+2.8	1,078	2.590	2.600	256	2.600	2.570
[10:47:53] 	2.600	+0.070	+2.8	1,063	2.590	2.600	241	2.600	2.570
[10:48:56] 	2.600	+0.070	+2.8	1,065	2.590	2.600	241	2.600	2.570
[10:49:58] 	2.600	+0.070	+2.8	1,085	2.590	2.600	537	2.600	2.570
[10:50:52] 	2.600	+0.070	+2.8	1,093	2.590	2.600	563	2.600	2.570
[10:51:54] 	2.600	+0.070	+2.8	1,103	2.590	2.600	562	2.600	2.570
[10:53:08] 	2.600	+0.070	+2.8	1,102	2.590	2.600	531	2.600	2.570
[10:54:27] 	2.600	+0.070	+2.8	1,251	2.590	2.600	533	2.600	2.570
[10:56:02] 	2.590	+0.060	+2.4	1,178	2.590	2.600	188	2.600	2.570
[10:57:11] 	2.600	+0.070	+2.8	1,162	2.590	2.600	141	2.600	2.570
[10:58:18] 	2.600	+0.070	+2.8	378	2.600	2.610	951	2.600	2.570
[10:59:29] 	2.610	+0.080	+3.2	649	2.600	2.610	945	2.610	2.570
[11:00:34] 	2.600	+0.070	+2.8	650	2.600	2.610	1,020	2.610	2.570
[11:01:38] 	2.600	+0.070	+2.8	650	2.600	2.610	1,053	2.610	2.570
[11:02:48] 	2.600	+0.070	+2.8	638	2.600	2.610	1,053	2.610	2.570
[11:03:53] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
