Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:50:38] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:52:22] 	2.470	+0.020	+0.8	477	2.470	2.480	576	2.490	2.470
[09:53:39] 	2.470	+0.020	+0.8	458	2.470	2.480	522	2.490	2.470
[09:54:51] 	2.460	+0.010	+0.4	305	2.460	2.470	1,172	2.490	2.460
[09:57:18] 	2.460	+0.010	+0.4	152	2.460	2.470	709	2.490	2.460
[09:58:39] 	2.480	+0.030	+1.2	279	2.470	2.480	639	2.490	2.460
[10:00:07] 	2.480	+0.030	+1.2	389	2.470	2.480	624	2.490	2.460
[10:40:25] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:41:46] 	2.500	+0.050	+2.0	379	2.490	2.500	961	2.500	2.460
[10:42:54] 	2.490	+0.040	+1.6	432	2.490	2.500	970	2.500	2.460
[10:44:04] 	2.490	+0.040	+1.6	419	2.490	2.500	971	2.500	2.460
[10:45:10] 	2.500	+0.050	+2.0	477	2.490	2.500	973	2.500	2.460
[10:46:35] 	2.490	+0.040	+1.6	475	2.490	2.500	973	2.500	2.460
[10:47:40] 	2.500	+0.050	+2.0	477	2.490	2.500	743	2.500	2.460
[10:49:04] 	2.500	+0.050	+2.0	301	2.500	2.510	1,038	2.500	2.460
[10:50:24] 	2.500	+0.050	+2.0	427	2.490	2.500	147	2.500	2.460
[10:51:31] 	2.500	+0.050	+2.0	419	2.490	2.500	249	2.500	2.460
[10:52:45] 	2.500	+0.050	+2.0	162	2.500	2.510	917	2.500	2.460
[10:54:21] 	2.500	+0.050	+2.0	42	2.500	2.510	922	2.500	2.460
[10:55:26] 	2.500	+0.050	+2.0	37	2.500	2.510	816	2.500	2.460
[10:56:36] 	2.500	+0.050	+2.0	87	2.500	2.510	922	2.500	2.460
[10:57:41] 	2.500	+0.050	+2.0	53	2.500	2.510	817	2.500	2.460
[10:58:56] 	2.500	+0.050	+2.0	47	2.500	2.510	821	2.500	2.460
[11:00:02] 	2.500	+0.050	+2.0	32	2.500	2.510	900	2.500	2.460
[11:01:06] 	2.500	+0.050	+2.0	35	2.500	2.510	902	2.500	2.460
[11:02:21] 	2.500	+0.050	+2.0	12	2.500	2.510	839	2.510	2.460
[11:03:50] 	2.500	+0.050	+2.0	10	2.500	2.510	839	2.510	2.460
[11:04:56] 	2.500	+0.050	+2.0	13	2.500	2.510	929	2.510	2.460
[11:06:11] 	2.510	+0.060	+2.4	281	2.500	2.510	942	2.510	2.460
[11:07:16] 	2.510	+0.060	+2.4	284	2.500	2.510	957	2.510	2.460
[11:08:27] 	2.510	+0.060	+2.4	331	2.500	2.510	968	2.510	2.460
[11:09:36] 	2.510	+0.060	+2.4	331	2.500	2.510	974	2.510	2.460
[11:10:42] 	2.500	+0.050	+2.0	406	2.490	2.500	272	2.510	2.460
[11:11:57] 	2.490	+0.040	+1.6	353	2.490	2.500	286	2.510	2.460
[11:13:06] 	2.500	+0.050	+2.0	350	2.490	2.500	262	2.510	2.460
[11:14:13] 	2.500	+0.050	+2.0	323	2.490	2.500	157	2.510	2.460
[11:15:27] 	2.500	+0.050	+2.0	327	2.490	2.500	244	2.510	2.460
[11:16:33] 	2.500	+0.050	+2.0	327	2.490	2.500	261	2.510	2.460
[11:17:28] 	2.490	+0.040	+1.6	325	2.490	2.500	240	2.510	2.460
[11:18:38] 	2.490	+0.040	+1.6	329	2.490	2.500	182	2.510	2.460
[11:19:43] 	2.490	+0.040	+1.6	329	2.490	2.500	252	2.510	2.460
[11:21:05] 	2.500	+0.050	+2.0	324	2.490	2.500	256	2.510	2.460
[11:22:19] 	2.490	+0.040	+1.6	328	2.490	2.500	201	2.510	2.460
[11:23:23] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:24:13] 	2.490	+0.040	+1.6	324	2.490	2.500	201	2.510	2.460
[11:25:14] 	2.490	+0.040	+1.6	329	2.490	2.500	208	2.510	2.460
[11:26:41] 	2.500	+0.050	+2.0	326	2.490	2.500	198	2.510	2.460
