Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:02:31] 	1.860	+0.020	+1.1	270	1.850	1.860	189	1.870	1.850
[10:07:32] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:09:51] 	1.860	+0.020	+1.1	363	1.850	1.860	196	1.870	1.850
[10:10:35] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:16:40] 	1.860	+0.020	+1.1	373	1.850	1.860	248	1.870	1.850
[10:18:49] 	1.850	+0.010	+0.5	376	1.850	1.860	248	1.870	1.850
[10:20:52] 	1.860	+0.020	+1.1	376	1.850	1.860	238	1.870	1.850
[10:22:35] 	1.860	+0.020	+1.1	400	1.850	1.860	235	1.870	1.850
[10:24:31] 	1.850	+0.010	+0.5	399	1.850	1.860	235	1.870	1.850
[10:26:29] 	1.860	+0.020	+1.1	374	1.850	1.860	228	1.870	1.850
[10:28:17] 	1.860	+0.020	+1.1	385	1.850	1.860	228	1.870	1.850
[10:30:00] 	1.860	+0.020	+1.1	383	1.850	1.860	249	1.870	1.850
[10:31:31] 	1.850	+0.010	+0.5	372	1.850	1.860	254	1.870	1.850
[10:33:07] 	1.850	+0.010	+0.5	377	1.850	1.860	254	1.870	1.850
[10:34:32] 	1.850	+0.010	+0.5	386	1.850	1.860	254	1.870	1.850
[10:37:19] 	1.850	+0.010	+0.5	385	1.850	1.860	254	1.870	1.850
[10:38:46] 	1.850	+0.010	+0.5	389	1.850	1.860	258	1.870	1.850
[10:40:31] 	1.860	+0.020	+1.1	404	1.850	1.860	259	1.870	1.850
[10:41:57] 	1.860	+0.020	+1.1	402	1.850	1.860	259	1.870	1.850
[10:43:16] 	1.850	+0.010	+0.5	400	1.850	1.860	279	1.870	1.850
[10:44:29] 	1.850	+0.010	+0.5	409	1.850	1.860	279	1.870	1.850
[10:45:16] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:46:55] 	1.850	+0.010	+0.5	406	1.850	1.860	297	1.870	1.850
[10:49:33] 	1.860	+0.020	+1.1	412	1.850	1.860	287	1.870	1.850
[10:50:47] 	1.850	+0.010	+0.5	412	1.850	1.860	301	1.870	1.850
[10:52:32] 	1.850	+0.010	+0.5	392	1.850	1.860	292	1.870	1.850
[10:54:06] 	1.860	+0.020	+1.1	392	1.850	1.860	290	1.870	1.850
[10:56:15] 	1.850	+0.010	+0.5	387	1.850	1.860	289	1.870	1.850
[10:57:32] 	1.850	+0.010	+0.5	393	1.850	1.860	293	1.870	1.850
