Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:43:43] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:45:45] 	2.790	-0.010	-0.4	1	2.790	2.800	48	2.790	2.750
[09:47:30] 	2.790	-0.010	-0.4	27	2.780	2.790	3	2.790	2.750
[09:51:37] 	2.790	-0.010	-0.4	27	2.780	2.790	7	2.790	2.750
[09:53:00] 	2.790	-0.010	-0.4	27	2.780	2.790	7	2.790	2.750
[09:54:51] 	2.790	-0.010	-0.4	27	2.780	2.790	7	2.790	2.750
[09:57:28] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:57:59] 	2.790	-0.010	-0.4	27	2.780	2.790	7	2.790	2.750
[09:59:34] 	2.790	-0.010	-0.4	3	2.790	2.800	50	2.790	2.750
[10:00:31] 	2.790	-0.010	-0.4	27	2.780	2.800	50	2.790	2.750
[10:05:26] 	2.790	-0.010	-0.4	17	2.780	2.790	5	2.790	2.750
[10:08:28] 	2.790	-0.010	-0.4	17	2.780	2.800	69	2.790	2.750
[10:09:39] 	2.790	-0.010	-0.4	22	2.780	2.790	5	2.790	2.750
[10:10:33] 	2.790	-0.010	-0.4	22	2.780	2.800	73	2.790	2.750
[10:11:47] 	2.790	-0.010	-0.4	22	2.780	2.800	69	2.790	2.750
[10:12:24] 	2.790	-0.010	-0.4	22	2.780	2.800	73	2.790	2.750
[10:13:27] 	2.790	-0.010	-0.4	22	2.780	2.790	8	2.790	2.750
[10:14:27] 	2.790	-0.010	-0.4	22	2.780	2.790	9	2.790	2.750
[10:17:28] 	2.790	-0.010	-0.4	22	2.780	2.790	16	2.790	2.750
[10:19:39] 	2.790	-0.010	-0.4	22	2.780	2.800	58	2.790	2.750
[10:20:31] 	2.790	-0.010	-0.4	22	2.780	2.800	62	2.790	2.750
[10:23:30] 	2.790	-0.010	-0.4	22	2.780	2.800	61	2.790	2.750
[10:28:37] 	2.790	-0.010	-0.4	22	2.780	2.790	10	2.790	2.750
[10:29:31] 	2.790	-0.010	-0.4	22	2.780	2.800	62	2.790	2.750
[10:31:22] 	2.780	-0.020	-0.7	5	2.780	2.800	91	2.790	2.750
[10:32:36] 	2.780	-0.020	-0.7	15	2.780	2.800	91	2.790	2.750
[10:33:31] 	2.780	-0.020	-0.7	20	2.780	2.800	92	2.790	2.750
[10:34:26] 	2.780	-0.020	-0.7	22	2.780	2.800	92	2.790	2.750
[10:36:28] 	2.780	-0.020	-0.7	23	2.780	2.800	92	2.790	2.750
[10:40:31] 	2.780	-0.020	-0.7	28	2.780	2.790	11	2.790	2.750
[10:47:41] 	2.790	-0.010	-0.4	28	2.780	2.800	91	2.790	2.750
[10:58:38] 	2.780	-0.020	-0.7	28	2.780	2.790	5	2.790	2.750
[11:01:33] 	2.790	-0.010	-0.4	28	2.780	2.800	91	2.790	2.750
