Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:47:39] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:49:14] 	2.040	+0.020	+1.0	1	2.040	2.050	23	2.040	2.000
[09:50:24] 	2.040	+0.020	+1.0	44	2.030	2.040	6	2.040	2.000
[09:53:14] 	2.040	+0.020	+1.0	13	2.040	2.050	21	2.040	2.000
[09:55:43] 	2.040	+0.020	+1.0	13	2.040	2.050	28	2.040	2.000
[10:02:13] 	2.040	+0.020	+1.0	4	2.040	2.050	28	2.040	2.000
[10:03:55] 	2.040	+0.020	+1.0	5	2.040	2.050	28	2.040	2.000
[10:09:46] 	2.040	+0.020	+1.0	57	2.030	2.050	28	2.040	2.000
[10:10:56] 	2.040	+0.020	+1.0	12	2.040	2.050	31	2.040	2.000
[10:12:01] 	2.040	+0.020	+1.0	9	2.040	2.050	31	2.040	2.000
[10:12:34] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:13:48] 	2.040	+0.020	+1.0	57	2.030	2.050	31	2.040	2.000
[10:14:57] 	2.040	+0.020	+1.0	57	2.030	2.040	8	2.040	2.000
[10:16:07] 	2.040	+0.020	+1.0	59	2.030	2.040	12	2.040	2.000
[10:18:26] 	2.040	+0.020	+1.0	59	2.030	2.040	22	2.040	2.000
[10:19:32] 	2.040	+0.020	+1.0	59	2.030	2.040	28	2.040	2.000
[10:20:39] 	2.040	+0.020	+1.0	56	2.030	2.040	28	2.040	2.000
[10:21:39] 	2.040	+0.020	+1.0	56	2.030	2.040	38	2.040	2.000
[10:25:19] 	2.030	+0.010	+0.5	51	2.030	2.040	38	2.040	2.000
[10:26:24] 	2.040	+0.020	+1.0	4	2.040	2.050	31	2.040	2.000
[10:27:24] 	2.040	+0.020	+1.0	54	2.030	2.050	44	2.040	2.000
[10:28:28] 	2.040	+0.020	+1.0	55	2.030	2.040	8	2.040	2.000
[10:30:11] 	2.040	+0.020	+1.0	55	2.030	2.040	10	2.040	2.000
[10:30:51] 	2.040	+0.020	+1.0	40	2.040	2.050	37	2.040	2.000
[10:31:56] 	2.040	+0.020	+1.0	54	2.040	2.050	44	2.040	2.000
