Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:33:17] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:34:22] 	2.080	-0.010	-0.5	26	2.050	2.080	2	2.120	2.080
[09:36:44] 	2.080	-0.010	-0.5	26	2.050	2.080	6	2.120	2.080
[09:38:07] 	2.080	-0.010	-0.5	24	2.050	2.080	7	2.120	2.080
[09:40:57] 	2.080	-0.010	-0.5	24	2.050	2.080	8	2.120	2.080
[09:41:53] 	2.080	-0.010	-0.5	24	2.050	2.080	10	2.120	2.080
[09:43:42] 	2.080	-0.010	-0.5	24	2.050	2.080	11	2.120	2.080
[09:46:10] 	2.080	-0.010	-0.5	2	2.070	2.080	11	2.120	2.080
[09:57:02] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:58:06] 	2.080	-0.010	-0.5	2	2.070	2.080	11	2.120	2.080
[10:00:36] 	2.080	-0.010	-0.5	1	2.070	2.080	11	2.120	2.080
[10:07:22] 	2.080	-0.010	-0.5	1	2.070	2.080	13	2.120	2.080
[10:09:30] 	2.080	-0.010	-0.5	2	2.070	2.080	13	2.120	2.080
[10:14:48] 	2.080	-0.010	-0.5	7	2.070	2.080	13	2.120	2.080
[10:15:47] 	2.080	-0.010	-0.5	7	2.070	2.080	18	2.120	2.080
[10:16:50] 	2.080	-0.010	-0.5	8	2.070	2.080	18	2.120	2.080
[10:18:59] 	2.080	-0.010	-0.5	8	2.070	2.080	25	2.120	2.080
[10:20:42] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:21:03] 	2.080	-0.010	-0.5	9	2.070	2.080	28	2.120	2.080
[10:21:23] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:22:05] 	2.080	-0.010	-0.5	9	2.070	2.080	28	2.120	2.080
[10:22:36] 	2.080	-0.010	-0.5	9	2.070	2.080	39	2.120	2.080
[10:24:10] 	2.070	-0.020	-1.0	1	2.060	2.070	2	2.120	2.070
[10:25:24] 	2.070	-0.020	-1.0	1	2.060	2.070	5	2.120	2.070
[10:28:41] 	2.060	-0.030	-1.4	31	2.050	2.070	6	2.120	2.060
[10:32:51] 	2.070	-0.020	-1.0	7	2.060	2.070	5	2.120	2.060
[10:36:53] 	2.070	-0.020	-1.0	9	2.060	2.070	5	2.120	2.060
[10:39:44] 	2.070	-0.020	-1.0	9	2.060	2.070	1	2.120	2.060
[10:40:54] 	2.070	-0.020	-1.0	9	2.060	2.070	1	2.120	2.060
[10:43:56] 	2.070	-0.020	-1.0	9	2.060	2.080	144	2.120	2.060
[10:49:06] 	2.070	-0.020	-1.0	9	2.060	2.070	1	2.120	2.060
[10:51:15] 	2.070	-0.020	-1.0	9	2.060	2.070	3	2.120	2.060
[10:52:26] 	2.070	-0.020	-1.0	9	2.060	2.080	146	2.120	2.060
