Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[14:10:56] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:11:59] 	2.010	+0.050	+2.6	12	1.990	2.000	15	2.020	1.950
[14:13:19] 	2.010	+0.050	+2.6	12	1.990	2.000	21	2.020	1.950
[14:15:24] 	1.990	+0.030	+1.5	11	1.990	2.000	32	2.020	1.950
[14:16:29] 	1.990	+0.030	+1.5	11	1.990	2.000	36	2.020	1.950
[14:19:54] 	2.000	+0.040	+2.0	10	1.990	2.000	35	2.020	1.950
[14:21:19] 	2.010	+0.050	+2.6	5	2.000	2.010	16	2.020	1.950
[14:22:50] 	2.010	+0.050	+2.6	27	1.980	2.010	22	2.020	1.950
[14:24:00] 	2.010	+0.050	+2.6	27	1.980	2.010	23	2.020	1.950
[14:25:04] 	2.010	+0.050	+2.6	27	1.980	2.000	13	2.020	1.950
[14:26:10] 	2.010	+0.050	+2.6	23	1.990	2.000	13	2.020	1.950
[14:27:49] 	2.010	+0.050	+2.6	33	1.990	2.000	13	2.020	1.950
[14:29:54] 	2.010	+0.050	+2.6	35	1.990	2.000	14	2.020	1.950
[14:32:24] 	2.010	+0.050	+2.6	11	2.000	2.010	18	2.020	1.950
[14:33:27] 	2.010	+0.050	+2.6	12	2.000	2.010	24	2.020	1.950
[14:34:48] 	2.000	+0.040	+2.0	11	2.000	2.010	28	2.020	1.950
[14:38:06] 	2.000	+0.040	+2.0	27	2.000	2.010	29	2.020	1.950
[14:38:57] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:39:38] 	2.000	+0.040	+2.0	27	2.000	2.010	31	2.020	1.950
[14:40:41] 	2.000	+0.040	+2.0	28	2.000	2.010	35	2.020	1.950
[14:43:29] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:44:06] 	2.000	+0.040	+2.0	28	2.000	2.010	35	2.020	1.950
[14:44:32] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:45:47] 	2.000	+0.040	+2.0	28	2.000	2.010	36	2.020	1.950
