Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[15:14:52] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:16:10] 	2.010	+0.030	+1.5	111	2.000	2.010	111	2.010	1.970
[15:18:24] 	2.010	+0.030	+1.5	111	2.000	2.010	90	2.010	1.970
[15:19:28] 	2.000	+0.020	+1.0	111	2.000	2.010	90	2.010	1.970
[15:21:51] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:23:03] 	2.000	+0.020	+1.0	111	2.000	2.010	91	2.010	1.970
[15:24:12] 	2.000	+0.020	+1.0	111	2.000	2.010	101	2.010	1.970
[15:25:21] 	2.000	+0.020	+1.0	87	2.000	2.010	121	2.010	1.970
[15:26:29] 	2.000	+0.020	+1.0	56	2.000	2.010	121	2.010	1.970
[15:27:32] 	2.000	+0.020	+1.0	53	2.000	2.010	101	2.010	1.970
[15:29:48] 	2.000	+0.020	+1.0	58	2.000	2.010	101	2.010	1.970
[15:32:11] 	2.000	+0.020	+1.0	57	2.000	2.010	100	2.010	1.970
[15:33:19] 	2.000	+0.020	+1.0	52	2.000	2.010	100	2.010	1.970
[15:35:43] 	2.000	+0.020	+1.0	52	2.000	2.010	105	2.010	1.970
[15:36:49] 	2.000	+0.020	+1.0	33	2.000	2.010	106	2.010	1.970
[15:40:04] 	2.000	+0.020	+1.0	35	2.000	2.010	106	2.010	1.970
[15:41:50] 	2.000	+0.020	+1.0	122	1.990	2.000	25	2.010	1.970
[15:44:32] 	2.000	+0.020	+1.0	122	1.990	2.000	24	2.010	1.970
[15:46:03] 	1.990	+0.010	+0.5	135	1.990	2.000	24	2.010	1.970
[20:34:52] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[20:40:28] 	2.000	+0.020	+1.0	88	2.000	2.010	30	2.010	1.970
