Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[00:00:37] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[00:17:20] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[00:18:22] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[00:26:30] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[00:26:51] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[00:47:56] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[00:48:37] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[01:52:21] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[01:52:52] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[01:56:21] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[01:56:47] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[02:01:09] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[02:01:42] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[02:07:21] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[02:08:14] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[04:13:23] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[04:14:51] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[04:34:15] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[04:35:17] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[05:49:24] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[05:50:06] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[05:52:46] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[05:53:25] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[06:03:35] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[06:03:55] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[07:10:12] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[07:10:27] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[07:31:34] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[07:32:47] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[07:47:52] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[07:48:54] 	1.860	+0.020	+1.1	29	1.860	1.880	59	1.880	1.830
[08:28:32] 	-	-	-	10	1.830	1.860	39	-	-
[08:29:32] 	-	-	-	13	1.880	1.860	39	-	-
[08:32:53] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[08:33:11] 	-	-	-	13	1.880	1.860	39	-	-
[08:39:21] 	-	-	-	13	1.880	1.840	8	-	-
[08:52:37] 	-	-	-	18	1.880	1.840	8	-	-
[08:55:55] 	-	-	-	18	1.880	1.840	9	-	-
[08:58:05] 	-	-	-	30	1.860	1.880	30	-	-
[08:59:12] 	1.860	-	-	32	1.860	1.880	33	1.860	1.860
[09:00:15] 	1.860	-	-	62	1.860	1.880	83	1.860	1.860
[09:02:36] 	1.870	+0.010	+0.5	62	1.860	1.870	25	1.870	1.860
[09:03:59] 	1.870	+0.010	+0.5	62	1.860	1.870	25	1.870	1.860
[09:05:05] 	1.870	+0.010	+0.5	62	1.860	1.870	57	1.870	1.860
[09:06:17] 	1.870	+0.010	+0.5	69	1.860	1.870	62	1.870	1.860
[09:07:44] 	1.870	+0.010	+0.5	90	1.860	1.870	63	1.870	1.860
[09:08:50] 	1.860	-	-	90	1.860	1.870	73	1.870	1.860
[09:12:18] 	1.860	-	-	82	1.860	1.870	73	1.870	1.860
[09:13:28] 	1.860	-	-	82	1.860	1.870	78	1.870	1.860
[09:14:32] 	1.860	-	-	81	1.860	1.870	88	1.870	1.860
[09:17:45] 	1.870	+0.010	+0.5	72	1.860	1.870	45	1.870	1.860
[09:18:50] 	1.870	+0.010	+0.5	72	1.860	1.870	70	1.870	1.860
[09:19:59] 	1.870	+0.010	+0.5	85	1.860	1.870	69	1.870	1.860
[09:21:24] 	1.870	+0.010	+0.5	112	1.860	1.870	69	1.870	1.860
[09:22:27] 	1.880	+0.020	+1.1	163	1.860	1.880	74	1.880	1.860
[09:22:59] 	1.880	+0.020	+1.1	52	1.870	1.880	60	1.880	1.860
[09:24:02] 	1.880	+0.020	+1.1	55	1.870	1.880	60	1.880	1.860
[09:26:03] 	1.880	+0.020	+1.1	55	1.870	1.880	59	1.880	1.860
[09:27:14] 	1.880	+0.020	+1.1	79	1.870	1.880	59	1.880	1.860
[09:28:17] 	1.880	+0.020	+1.1	81	1.870	1.880	66	1.880	1.860
[09:29:14] 	1.880	+0.020	+1.1	96	1.870	1.880	65	1.880	1.860
[09:31:19] 	1.880	+0.020	+1.1	97	1.870	1.880	16	1.890	1.860
[09:32:22] 	1.890	+0.030	+1.6	59	1.870	1.890	179	1.890	1.860
[09:32:53] 	1.890	+0.030	+1.6	8	1.880	1.890	173	1.890	1.860
[09:33:56] 	1.890	+0.030	+1.6	43	1.880	1.890	187	1.890	1.860
[09:34:54] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:35:20] 	1.890	+0.030	+1.6	43	1.880	1.890	187	1.890	1.860
[09:35:51] 	1.880	+0.020	+1.1	117	1.870	1.880	40	1.890	1.860
[09:36:49] 	1.880	+0.020	+1.1	111	1.870	1.880	19	1.890	1.860
[09:37:49] 	1.880	+0.020	+1.1	111	1.870	1.880	16	1.890	1.860
[09:39:44] 	1.880	+0.020	+1.1	74	1.870	1.880	18	1.890	1.860
[09:40:46] 	1.870	+0.010	+0.5	56	1.870	1.890	161	1.890	1.860
[09:41:48] 	1.870	+0.010	+0.5	86	1.870	1.880	36	1.890	1.860
[09:42:50] 	1.870	+0.010	+0.5	90	1.870	1.880	56	1.890	1.860
[09:43:43] 	1.870	+0.010	+0.5	90	1.870	1.880	55	1.890	1.860
[09:44:40] 	1.870	+0.010	+0.5	101	1.870	1.880	55	1.890	1.860
[09:45:42] 	1.870	+0.010	+0.5	105	1.870	1.880	56	1.890	1.860
[09:46:38] 	1.880	+0.020	+1.1	98	1.870	1.880	15	1.890	1.860
[09:47:40] 	1.880	+0.020	+1.1	96	1.870	1.880	12	1.890	1.860
[09:48:42] 	1.890	+0.030	+1.6	12	1.880	1.890	178	1.890	1.860
[09:49:44] 	1.880	+0.020	+1.1	100	1.870	1.880	25	1.890	1.860
[09:50:46] 	1.880	+0.020	+1.1	100	1.870	1.880	23	1.890	1.860
[09:51:58] 	1.880	+0.020	+1.1	110	1.870	1.880	36	1.890	1.860
[09:53:31] 	1.880	+0.020	+1.1	114	1.870	1.880	45	1.890	1.860
[09:54:33] 	1.880	+0.020	+1.1	113	1.870	1.880	17	1.890	1.860
[09:55:36] 	1.880	+0.020	+1.1	113	1.870	1.880	18	1.890	1.860
[09:56:39] 	1.880	+0.020	+1.1	119	1.870	1.880	18	1.890	1.860
[09:57:41] 	1.880	+0.020	+1.1	119	1.870	1.880	38	1.890	1.860
[09:58:38] 	1.870	+0.010	+0.5	118	1.870	1.880	38	1.890	1.860
[10:00:43] 	1.880	+0.020	+1.1	105	1.870	1.880	19	1.890	1.860
[10:01:45] 	1.880	+0.020	+1.1	111	1.870	1.880	32	1.890	1.860
[10:02:48] 	1.880	+0.020	+1.1	111	1.870	1.880	37	1.890	1.860
[10:03:50] 	1.880	+0.020	+1.1	111	1.870	1.880	42	1.890	1.860
[10:05:56] 	1.880	+0.020	+1.1	116	1.870	1.880	72	1.890	1.860
[10:06:58] 	1.870	+0.010	+0.5	270	1.860	1.870	13	1.890	1.860
[10:08:01] 	1.880	+0.020	+1.1	7	1.870	1.880	79	1.890	1.860
[10:10:37] 	1.870	+0.010	+0.5	20	1.870	1.880	79	1.890	1.860
[10:11:38] 	1.870	+0.010	+0.5	20	1.870	1.880	92	1.890	1.860
[10:12:38] 	1.870	+0.010	+0.5	27	1.870	1.880	92	1.890	1.860
[10:13:35] 	1.870	+0.010	+0.5	30	1.870	1.880	92	1.890	1.860
[10:14:38] 	1.870	+0.010	+0.5	52	1.870	1.880	89	1.890	1.860
[10:15:40] 	1.870	+0.010	+0.5	67	1.870	1.880	89	1.890	1.860
[10:17:45] 	1.870	+0.010	+0.5	73	1.870	1.880	89	1.890	1.860
[10:20:44] 	1.880	+0.020	+1.1	65	1.870	1.880	75	1.890	1.860
[10:21:47] 	1.880	+0.020	+1.1	75	1.870	1.880	88	1.890	1.860
[10:22:50] 	1.880	+0.020	+1.1	83	1.870	1.880	88	1.890	1.860
[10:27:39] 	1.870	+0.010	+0.5	87	1.870	1.880	97	1.890	1.860
[10:31:14] 	1.870	+0.010	+0.5	84	1.870	1.880	84	1.890	1.860
[10:32:22] 	1.870	+0.010	+0.5	91	1.870	1.880	97	1.890	1.860
[10:35:01] 	1.870	+0.010	+0.5	93	1.870	1.880	97	1.890	1.860
[10:35:32] 	1.880	+0.020	+1.1	93	1.870	1.880	96	1.890	1.860
[10:36:36] 	1.880	+0.020	+1.1	90	1.870	1.880	121	1.890	1.860
[10:37:39] 	1.880	+0.020	+1.1	90	1.870	1.880	119	1.890	1.860
[10:38:42] 	1.880	+0.020	+1.1	90	1.870	1.880	118	1.890	1.860
