Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:47:26] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:49:48] 	1.920	-0.020	-1.0	41	1.910	1.920	23	1.940	1.910
[09:50:56] 	1.910	-0.030	-1.5	41	1.910	1.920	33	1.940	1.910
[09:52:09] 	1.910	-0.030	-1.5	43	1.910	1.920	34	1.940	1.910
[09:53:22] 	1.910	-0.030	-1.5	48	1.910	1.920	35	1.940	1.910
[09:55:19] 	1.910	-0.030	-1.5	48	1.910	1.920	36	1.940	1.910
[10:03:35] 	1.910	-0.030	-1.5	53	1.910	1.920	37	1.940	1.910
[10:08:54] 	1.900	-0.040	-2.1	74	1.900	1.910	15	1.940	1.900
[10:09:59] 	1.900	-0.040	-2.1	94	1.900	1.910	16	1.940	1.900
[10:11:23] 	1.900	-0.040	-2.1	98	1.900	1.910	17	1.940	1.900
[10:12:35] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:13:11] 	1.910	-0.030	-1.5	12	1.910	1.920	15	1.940	1.900
[10:15:25] 	1.910	-0.030	-1.5	10	1.910	1.920	15	1.940	1.900
[10:15:50] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:16:29] 	1.910	-0.030	-1.5	10	1.910	1.920	15	1.940	1.900
[10:28:20] 	1.910	-0.030	-1.5	14	1.910	1.920	15	1.940	1.900
[10:30:53] 	1.910	-0.030	-1.5	26	1.910	1.920	15	1.940	1.900
[10:32:02] 	1.910	-0.030	-1.5	24	1.910	1.920	20	1.940	1.900
[10:34:10] 	1.920	-0.020	-1.0	24	1.910	1.920	5	1.940	1.900
[10:34:38] 	1.920	-0.020	-1.0	39	1.910	1.930	16	1.940	1.900
[10:35:50] 	1.920	-0.020	-1.0	5	1.920	1.930	16	1.940	1.900
[10:40:59] 	1.920	-0.020	-1.0	9	1.920	1.930	16	1.940	1.900
[10:43:11] 	1.920	-0.020	-1.0	29	1.910	1.920	11	1.940	1.900
[10:45:32] 	1.920	-0.020	-1.0	37	1.910	1.920	12	1.940	1.900
[10:46:37] 	1.920	-0.020	-1.0	37	1.910	1.920	13	1.940	1.900
[10:48:29] 	1.920	-0.020	-1.0	37	1.910	1.930	17	1.940	1.900
[10:49:32] 	1.920	-0.020	-1.0	38	1.910	1.930	17	1.940	1.900
[10:51:49] 	1.920	-0.020	-1.0	94	1.910	1.930	18	1.940	1.900
[10:52:54] 	1.920	-0.020	-1.0	95	1.910	1.930	21	1.940	1.900
[10:53:25] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:56:24] 	1.930	-0.010	-0.5	94	1.910	1.930	20	1.940	1.900
[10:59:32] 	1.930	-0.010	-0.5	95	1.910	1.930	14	1.940	1.900
[10:59:47] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:01:36] 	1.930	-0.010	-0.5	101	1.910	1.930	14	1.940	1.900
[11:02:50] 	1.930	-0.010	-0.5	5	1.920	1.930	11	1.940	1.900
[11:04:05] 	1.920	-0.020	-1.0	101	1.910	1.930	14	1.940	1.900
[11:05:13] 	1.920	-0.020	-1.0	103	1.910	1.930	14	1.940	1.900
[11:11:21] 	1.920	-0.020	-1.0	113	1.910	1.920	10	1.940	1.900
[15:31:46] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:33:17] 	1.930	-0.010	-0.5	33	1.930	1.940	39	1.940	1.900
[15:34:22] 	1.940	-	-	40	1.930	1.940	37	1.940	1.900
[15:35:42] 	1.940	-	-	52	1.930	1.940	37	1.940	1.900
[15:36:46] 	1.940	-	-	52	1.930	1.950	66	1.940	1.900
[15:37:51] 	1.940	-	-	63	1.940	1.950	65	1.940	1.900
[15:39:09] 	1.940	-	-	63	1.940	1.950	45	1.940	1.900
[15:41:21] 	1.950	+0.010	+0.5	63	1.940	1.950	41	1.950	1.900
[15:42:59] 	1.950	+0.010	+0.5	63	1.940	1.950	51	1.950	1.900
[15:44:59] 	1.950	+0.010	+0.5	63	1.940	1.950	78	1.950	1.900
[15:47:29] 	1.950	+0.010	+0.5	88	1.940	1.950	87	1.950	1.900
[15:53:54] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:55:26] 	1.950	+0.010	+0.5	88	1.940	1.950	91	1.950	1.900
[15:59:12] 	1.950	+0.010	+0.5	9	1.950	1.960	74	1.950	1.900
