Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:02:24] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:41:43] 	8.540	-0.280	-3.2	27	8.530	8.540	14	8.860	8.530
[10:42:47] 	8.530	-0.290	-3.3	32	8.520	8.530	2	8.860	8.530
[10:43:43] 	8.540	-0.280	-3.2	20	8.530	8.540	5	8.860	8.530
[10:44:52] 	8.530	-0.290	-3.3	39	8.520	8.540	9	8.860	8.530
[10:45:52] 	8.530	-0.290	-3.3	19	8.530	8.540	9	8.860	8.520
[10:46:55] 	8.510	-0.310	-3.5	322	8.500	8.520	3	8.860	8.510
[10:48:02] 	8.520	-0.300	-3.4	5	8.520	8.530	9	8.860	8.510
[10:49:27] 	8.520	-0.300	-3.4	6	8.520	8.530	10	8.860	8.510
[10:50:32] 	8.530	-0.290	-3.3	11	8.520	8.530	3	8.860	8.510
[10:51:36] 	8.520	-0.300	-3.4	10	8.510	8.520	24	8.860	8.510
[10:52:49] 	8.520	-0.300	-3.4	13	8.510	8.520	22	8.860	8.510
[10:53:57] 	8.520	-0.300	-3.4	22	8.520	8.530	15	8.860	8.510
[10:55:02] 	8.530	-0.290	-3.3	19	8.520	8.540	19	8.860	8.510
[10:56:04] 	8.540	-0.280	-3.2	12	8.530	8.540	9	8.860	8.510
[10:57:27] 	8.530	-0.290	-3.3	4	8.520	8.540	7	8.860	8.510
[10:58:30] 	8.530	-0.290	-3.3	2	8.530	8.540	3	8.860	8.510
[10:59:32] 	8.520	-0.300	-3.4	4	8.520	8.530	26	8.860	8.510
[11:00:46] 	8.520	-0.300	-3.4	17	8.510	8.530	25	8.860	8.510
[16:12:28] 	8.340	-0.480	-5.4	15	8.330	8.340	15	8.860	8.340
[16:13:31] 	8.330	-0.490	-5.6	1	8.330	8.340	1	8.860	8.330
[16:14:34] 	8.330	-0.490	-5.6	6	8.330	8.340	1	8.860	8.330
[16:15:42] 	8.300	-0.520	-5.9	13	8.300	8.310	7	8.860	8.290
[16:17:11] 	8.280	-0.540	-6.1	1	8.270	8.280	28	8.860	8.270
[16:18:15] 	8.250	-0.570	-6.5	2	8.240	8.250	5	8.860	8.230
[16:19:53] 	8.250	-0.570	-6.5	14	8.240	8.260	9	8.860	8.230
[16:20:56] 	8.250	-0.570	-6.5	28	8.230	8.250	17	8.860	8.230
[16:22:09] 	8.230	-0.590	-6.7	17	8.220	8.230	6	8.860	8.230
