Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:34:28] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:40:41] 	9.400	-0.590	-5.9	1	9.400	9.410	24	9.700	9.380
[10:41:04] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:41:35] 	9.400	-0.590	-5.9	16	9.400	9.410	25	9.700	9.380
[10:42:01] 	9.390	-0.600	-6.0	102	9.380	9.390	32	9.700	9.380
[10:43:03] 	9.390	-0.600	-6.0	117	9.380	9.390	4	9.700	9.380
[10:44:11] 	9.400	-0.590	-5.9	26	9.390	9.400	56	9.700	9.380
[10:45:01] 	9.400	-0.590	-5.9	28	9.390	9.400	72	9.700	9.380
[10:45:53] 	9.400	-0.590	-5.9	35	9.390	9.400	64	9.700	9.380
[10:46:55] 	9.400	-0.590	-5.9	39	9.390	9.400	74	9.700	9.380
[10:47:48] 	9.400	-0.590	-5.9	63	9.390	9.400	48	9.700	9.380
[10:49:10] 	9.400	-0.590	-5.9	69	9.390	9.400	13	9.700	9.380
[10:50:13] 	9.410	-0.580	-5.8	41	9.400	9.410	28	9.700	9.380
[10:50:47] 	9.410	-0.580	-5.8	43	9.410	9.420	31	9.700	9.380
[10:51:49] 	9.420	-0.570	-5.7	45	9.410	9.420	49	9.700	9.380
[10:52:50] 	9.420	-0.570	-5.7	35	9.410	9.420	35	9.700	9.380
[10:53:48] 	9.420	-0.570	-5.7	26	9.420	9.430	16	9.700	9.380
[10:55:13] 	9.430	-0.560	-5.6	30	9.420	9.430	35	9.700	9.380
[10:56:17] 	9.430	-0.560	-5.6	36	9.420	9.430	25	9.700	9.380
[10:57:23] 	9.420	-0.570	-5.7	35	9.410	9.420	50	9.700	9.380
[10:58:28] 	9.420	-0.570	-5.7	24	9.410	9.420	12	9.700	9.380
[10:59:30] 	9.420	-0.570	-5.7	4	9.410	9.420	3	9.700	9.380
[11:00:07] 	9.410	-0.580	-5.8	18	9.410	9.420	8	9.700	9.380
[11:00:48] 	9.410	-0.580	-5.8	2	9.410	9.420	15	9.700	9.380
[11:01:52] 	9.410	-0.580	-5.8	97	9.400	9.420	12	9.700	9.380
[11:03:05] 	9.420	-0.570	-5.7	29	9.410	9.420	3	9.700	9.380
[11:04:20] 	9.420	-0.570	-5.7	31	9.410	9.420	33	9.700	9.380
[11:05:17] 	9.420	-0.570	-5.7	35	9.410	9.420	33	9.700	9.380
[11:06:21] 	9.420	-0.570	-5.7	33	9.410	9.420	9	9.700	9.380
[11:07:25] 	9.420	-0.570	-5.7	41	9.410	9.430	64	9.700	9.380
[11:07:57] 	9.420	-0.570	-5.7	42	9.410	9.420	46	9.700	9.380
[11:08:59] 	9.410	-0.580	-5.8	111	9.400	9.410	7	9.700	9.380
[11:09:51] 	9.410	-0.580	-5.8	111	9.400	9.410	35	9.700	9.380
[11:11:00] 	9.410	-0.580	-5.8	124	9.400	9.410	61	9.700	9.380
[11:11:49] 	9.410	-0.580	-5.8	126	9.400	9.410	77	9.700	9.380
[11:12:52] 	9.400	-0.590	-5.9	98	9.390	9.400	57	9.700	9.380
[11:14:08] 	9.400	-0.590	-5.9	100	9.390	9.400	97	9.700	9.380
[11:15:16] 	9.400	-0.590	-5.9	25	9.390	9.400	30	9.700	9.380
[11:15:51] 	9.400	-0.590	-5.9	26	9.390	9.400	37	9.700	9.380
[11:16:44] 	9.400	-0.590	-5.9	31	9.390	9.400	55	9.700	9.380
[11:17:49] 	9.400	-0.590	-5.9	31	9.390	9.400	77	9.700	9.380
[11:19:07] 	9.400	-0.590	-5.9	43	9.390	9.400	72	9.700	9.380
[11:20:12] 	9.400	-0.590	-5.9	27	9.390	9.400	76	9.700	9.380
[11:21:28] 	9.400	-0.590	-5.9	29	9.390	9.400	78	9.700	9.380
[11:23:18] 	9.390	-0.600	-6.0	153	9.380	9.390	30	9.700	9.380
[11:24:31] 	9.390	-0.600	-6.0	19	9.390	9.400	96	9.700	9.380
[11:25:38] 	9.390	-0.600	-6.0	34	9.390	9.400	97	9.700	9.380
[11:26:43] 	9.380	-0.610	-6.1	149	9.380	9.390	25	9.700	9.380
[11:27:56] 	9.380	-0.610	-6.1	120	9.380	9.390	91	9.700	9.380
[11:29:02] 	9.390	-0.600	-6.0	130	9.380	9.390	83	9.700	9.380
[11:30:17] 	9.390	-0.600	-6.0	142	9.380	9.390	92	9.700	9.380
[11:31:20] 	9.370	-0.620	-6.2	56	9.360	9.370	16	9.700	9.360
[11:32:22] 	9.370	-0.620	-6.2	55	9.360	9.370	29	9.700	9.360
[11:33:26] 	9.370	-0.620	-6.2	17	9.370	9.380	10	9.700	9.360
[11:34:28] 	9.380	-0.610	-6.1	17	9.370	9.380	28	9.700	9.360
[11:35:36] 	9.370	-0.620	-6.2	48	9.360	9.370	19	9.700	9.360
