Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:42:01] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:43:19] 	-	-	-	40	2.170	2.180	40	-	-
[09:45:40] 	-	-	-	46	2.160	2.170	40	-	-
[09:57:17] 	2.170	+0.010	+0.5	46	2.160	2.170	24	2.170	2.170
[09:58:22] 	2.170	+0.010	+0.5	46	2.160	2.170	19	2.170	2.170
[10:07:21] 	2.170	+0.010	+0.5	46	2.160	2.170	3	2.170	2.170
[10:10:38] 	2.170	+0.010	+0.5	40	2.170	2.180	40	2.170	2.170
[10:19:56] 	2.170	+0.010	+0.5	46	2.160	2.180	40	2.170	2.170
[10:21:00] 	2.170	+0.010	+0.5	46	2.160	2.170	40	2.170	2.170
[10:52:49] 	2.170	+0.010	+0.5	45	2.170	2.180	40	2.170	2.170
[10:54:28] 	2.170	+0.010	+0.5	48	2.170	2.180	40	2.170	2.170
[11:22:07] 	2.170	+0.010	+0.5	53	2.170	2.180	40	2.170	2.170
[11:35:32] 	2.170	+0.010	+0.5	55	2.170	2.180	40	2.170	2.170
[12:34:30] 	2.170	+0.010	+0.5	50	2.170	2.180	40	2.170	2.170
[12:58:08] 	2.170	+0.010	+0.5	48	2.170	2.180	40	2.170	2.170
[13:51:04] 	2.170	+0.010	+0.5	8	2.170	-	-	2.170	2.170
[14:01:59] 	2.170	+0.010	+0.5	48	2.170	2.180	40	2.170	2.170
[15:01:12] 	2.170	+0.010	+0.5	46	2.160	2.170	32	2.170	2.170
[15:02:11] 	2.170	+0.010	+0.5	40	2.170	2.180	40	2.170	2.170
[15:03:15] 	2.170	+0.010	+0.5	46	2.160	2.180	40	2.170	2.170
[15:04:33] 	2.170	+0.010	+0.5	46	2.160	2.170	40	2.170	2.170
[15:06:23] 	2.170	+0.010	+0.5	46	2.160	2.180	40	2.170	2.170
[15:07:28] 	2.170	+0.010	+0.5	46	2.160	2.170	40	2.170	2.170
[15:08:12] 	2.170	+0.010	+0.5	46	2.160	2.170	37	2.170	2.170
[16:04:06] 	2.170	+0.010	+0.5	46	2.160	2.170	25	2.170	2.170
[16:06:33] 	2.170	+0.010	+0.5	46	2.160	2.170	40	2.170	2.170
[16:26:43] 	2.160	-	-	40	2.150	2.160	35	2.170	2.160
[16:28:08] 	2.160	-	-	40	2.160	2.170	40	2.170	2.160
[16:56:05] 	2.160	-	-	12	2.160	2.170	12	2.170	2.160
[17:00:22] 	2.160	-	-	2	2.130	-	-	2.170	2.160
