Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:32:34] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:36:00] 	4.450	+0.070	+1.6	1	4.450	4.460	300	4.450	4.450
[10:29:15] 	4.450	+0.070	+1.6	450	4.410	4.450	299	4.450	4.450
[01:50:33] 	4.450	+0.070	+1.6	1	4.350	4.470	3	4.450	4.450
[01:53:19] 	4.450	+0.070	+1.6	1	4.380	4.470	3	4.450	4.450
[02:03:41] 	4.450	+0.070	+1.6	450	4.420	4.460	300	4.450	4.450
[02:08:31] 	4.450	+0.070	+1.6	450	4.410	4.450	300	4.450	4.450
[02:30:38] 	4.410	+0.030	+0.7	447	4.400	4.450	300	4.450	4.410
[02:31:20] 	4.410	+0.030	+0.7	447	4.410	4.450	300	4.450	4.410
[02:32:42] 	4.410	+0.030	+0.7	450	4.400	4.440	300	4.450	4.410
[02:33:24] 	4.410	+0.030	+0.7	450	4.400	4.450	300	4.450	4.410
[02:34:47] 	4.410	+0.030	+0.7	450	4.410	4.450	300	4.450	4.410
[03:23:52] 	4.410	+0.030	+0.7	450	4.420	4.460	300	4.450	4.410
[03:24:34] 	4.410	+0.030	+0.7	450	4.410	4.460	300	4.450	4.410
[03:25:16] 	4.410	+0.030	+0.7	450	4.420	4.460	300	4.450	4.410
[04:03:51] 	4.410	+0.030	+0.7	450	4.420	4.470	303	4.450	4.410
[04:04:34] 	4.410	+0.030	+0.7	450	4.430	4.470	303	4.450	4.410
[04:08:45] 	4.410	+0.030	+0.7	450	4.420	4.470	303	4.450	4.410
[04:09:27] 	4.410	+0.030	+0.7	450	4.420	4.460	300	4.450	4.410
[04:16:26] 	4.410	+0.030	+0.7	450	4.420	4.470	303	4.450	4.410
[04:17:50] 	4.410	+0.030	+0.7	450	4.420	4.460	300	4.450	4.410
[04:18:32] 	4.410	+0.030	+0.7	450	4.430	4.470	303	4.450	4.410
[04:43:35] 	4.410	+0.030	+0.7	450	4.420	4.460	300	4.450	4.410
[04:53:16] 	4.410	+0.030	+0.7	450	4.430	4.470	303	4.450	4.410
[04:55:20] 	4.410	+0.030	+0.7	135	4.430	4.470	93	4.450	4.410
[04:57:25] 	4.410	+0.030	+0.7	135	4.420	4.470	93	4.450	4.410
[04:59:32] 	4.410	+0.030	+0.7	135	4.420	4.460	90	4.450	4.410
[05:00:13] 	4.410	+0.030	+0.7	1	4.380	4.470	3	4.450	4.410
[06:00:48] 	4.410	+0.030	+0.7	1	4.380	4.470	3	4.450	4.410
