Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:14:59] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:18:16] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:18:47] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[17:03:07] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[17:09:04] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[17:11:17] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[17:26:10] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[17:36:51] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[17:38:28] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[17:38:48] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[17:39:07] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[18:01:34] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[18:04:22] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[18:07:02] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[18:19:52] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[18:20:06] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[18:26:32] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[18:27:37] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[18:28:36] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[18:30:11] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[18:31:45] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[18:33:34] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[18:43:52] 	2.38	0.02	0.847	10.91	2.37	2.4	1	2.39	2.37
[10:41:44] 	2.32	-0.06	-2.52	70	2.31	2.32	70	2.36	2.32
