Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:01:42] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:41:41] 	1.160	-0.030	-2.5	249	1.150	1.160	18	1.200	1.150
[10:42:28] 	1.160	-0.030	-2.5	242	1.150	1.160	21	1.200	1.150
[10:43:42] 	1.160	-0.030	-2.5	242	1.150	1.160	21	1.200	1.150
[10:44:27] 	1.160	-0.030	-2.5	242	1.150	1.160	41	1.200	1.150
[10:46:14] 	1.160	-0.030	-2.5	248	1.150	1.160	58	1.200	1.150
[10:46:46] 	1.160	-0.030	-2.5	250	1.150	1.160	51	1.200	1.150
[10:47:49] 	1.160	-0.030	-2.5	250	1.150	1.160	64	1.200	1.150
[10:49:11] 	1.150	-0.040	-3.4	30	1.150	1.160	64	1.200	1.150
[10:50:16] 	1.150	-0.040	-3.4	13	1.150	1.160	79	1.200	1.150
[10:51:21] 	1.150	-0.040	-3.4	120	1.140	1.150	50	1.200	1.150
[10:52:34] 	1.150	-0.040	-3.4	117	1.140	1.150	52	1.200	1.150
[10:53:42] 	1.150	-0.040	-3.4	10	1.150	1.160	47	1.200	1.150
[10:54:44] 	1.150	-0.040	-3.4	142	1.140	1.160	47	1.200	1.150
[10:55:49] 	1.150	-0.040	-3.4	15	1.150	1.160	50	1.200	1.150
[10:57:11] 	1.160	-0.030	-2.5	25	1.150	1.160	49	1.200	1.150
[10:58:14] 	1.160	-0.030	-2.5	36	1.150	1.160	49	1.200	1.150
[10:59:17] 	1.150	-0.040	-3.4	26	1.150	1.160	52	1.200	1.150
[11:00:30] 	1.150	-0.040	-3.4	6	1.150	1.160	35	1.200	1.140
[16:12:18] 	1.160	-0.030	-2.5	30	1.150	1.160	103	1.200	1.140
[16:13:21] 	1.150	-0.040	-3.4	284	1.140	1.150	22	1.200	1.140
[16:14:24] 	1.150	-0.040	-3.4	284	1.140	1.150	27	1.200	1.140
[16:15:32] 	1.150	-0.040	-3.4	284	1.140	1.150	19	1.200	1.140
[16:17:01] 	1.150	-0.040	-3.4	289	1.140	1.150	19	1.200	1.140
[16:18:04] 	1.150	-0.040	-3.4	289	1.140	1.150	49	1.200	1.140
[16:19:43] 	1.150	-0.040	-3.4	289	1.140	1.150	59	1.200	1.140
[16:20:46] 	1.150	-0.040	-3.4	289	1.140	1.150	69	1.200	1.140
[16:21:59] 	1.150	-0.040	-3.4	292	1.140	1.150	61	1.200	1.140
