Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:33:46] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:40:57] 	1.260	-0.040	-3.1	11	1.260	1.270	120	1.290	1.250
[10:41:56] 	1.260	-0.040	-3.1	34	1.260	1.270	120	1.290	1.250
[10:43:29] 	1.260	-0.040	-3.1	11	1.260	1.270	220	1.290	1.250
[10:44:06] 	1.260	-0.040	-3.1	10	1.260	1.270	220	1.290	1.250
[10:44:37] 	1.260	-0.040	-3.1	5	1.260	1.270	240	1.290	1.250
[10:46:50] 	1.260	-0.040	-3.1	13	1.260	1.270	240	1.290	1.250
[10:47:42] 	1.260	-0.040	-3.1	387	1.250	1.270	247	1.290	1.250
[10:48:35] 	1.260	-0.040	-3.1	387	1.250	1.270	225	1.290	1.250
[10:49:37] 	1.260	-0.040	-3.1	438	1.250	1.270	226	1.290	1.250
[10:53:43] 	1.260	-0.040	-3.1	451	1.250	1.270	233	1.290	1.250
[10:54:37] 	1.260	-0.040	-3.1	10	1.260	1.270	233	1.290	1.250
[10:56:07] 	1.260	-0.040	-3.1	5	1.260	1.270	233	1.290	1.250
[10:57:13] 	1.260	-0.040	-3.1	17	1.260	1.270	233	1.290	1.250
[10:58:18] 	1.260	-0.040	-3.1	8	1.260	1.270	233	1.290	1.250
[10:59:20] 	1.260	-0.040	-3.1	13	1.260	1.270	226	1.290	1.250
[11:01:42] 	1.260	-0.040	-3.1	457	1.250	1.260	3	1.290	1.250
[11:02:54] 	1.260	-0.040	-3.1	5	1.260	1.270	226	1.290	1.250
[11:05:07] 	1.260	-0.040	-3.1	5	1.260	1.270	225	1.290	1.250
[11:07:15] 	1.260	-0.040	-3.1	5	1.260	1.270	232	1.290	1.250
[11:07:51] 	1.260	-0.040	-3.1	4	1.260	1.270	232	1.290	1.250
[11:12:47] 	1.260	-0.040	-3.1	13	1.260	1.270	232	1.290	1.250
[11:14:34] 	1.260	-0.040	-3.1	16	1.260	1.270	225	1.290	1.250
[11:15:38] 	1.260	-0.040	-3.1	13	1.260	1.270	225	1.290	1.250
[11:17:37] 	1.260	-0.040	-3.1	58	1.260	1.270	235	1.290	1.250
[11:18:56] 	1.260	-0.040	-3.1	439	1.250	1.260	3	1.290	1.250
[11:20:02] 	1.260	-0.040	-3.1	439	1.250	1.260	2	1.290	1.250
[11:23:01] 	1.260	-0.040	-3.1	439	1.250	1.270	236	1.290	1.250
[11:24:20] 	1.260	-0.040	-3.1	5	1.260	1.270	236	1.290	1.250
[11:25:27] 	1.260	-0.040	-3.1	11	1.260	1.270	236	1.290	1.250
[11:26:31] 	1.260	-0.040	-3.1	1	1.260	1.270	236	1.290	1.250
[11:27:46] 	1.260	-0.040	-3.1	6	1.260	1.270	236	1.290	1.250
[11:30:07] 	1.260	-0.040	-3.1	6	1.260	1.270	237	1.290	1.250
[11:31:10] 	1.260	-0.040	-3.1	10	1.260	1.270	237	1.290	1.250
[11:32:12] 	1.260	-0.040	-3.1	439	1.250	1.270	237	1.290	1.250
[11:35:25] 	1.260	-0.040	-3.1	439	1.250	1.270	242	1.290	1.250
[11:37:30] 	1.260	-0.040	-3.1	7	1.260	1.270	242	1.290	1.250
[11:38:52] 	1.260	-0.040	-3.1	7	1.260	1.270	142	1.290	1.250
[11:41:18] 	1.250	-0.050	-3.8	449	1.250	1.260	3	1.290	1.250
[11:42:46] 	1.250	-0.050	-3.8	453	1.250	1.260	7	1.290	1.250
[11:44:55] 	1.260	-0.040	-3.1	7	1.260	1.270	141	1.290	1.250
[11:46:05] 	1.260	-0.040	-3.1	2	1.260	1.270	141	1.290	1.250
[11:47:59] 	1.260	-0.040	-3.1	459	1.250	1.260	1	1.290	1.250
[11:49:16] 	1.260	-0.040	-3.1	459	1.250	1.270	151	1.290	1.250
[11:50:24] 	1.260	-0.040	-3.1	467	1.250	1.270	141	1.290	1.250
[11:51:37] 	1.270	-0.030	-2.3	58	1.260	1.270	121	1.290	1.250
[11:52:39] 	1.270	-0.030	-2.3	58	1.260	1.270	141	1.290	1.250
[11:53:42] 	1.270	-0.030	-2.3	73	1.260	1.270	21	1.290	1.250
[11:55:00] 	1.270	-0.030	-2.3	73	1.260	1.270	16	1.290	1.250
[11:57:27] 	1.270	-0.030	-2.3	153	1.260	1.270	13	1.290	1.250
[11:58:48] 	1.270	-0.030	-2.3	75	1.260	1.270	19	1.290	1.250
[11:59:53] 	1.270	-0.030	-2.3	85	1.260	1.270	79	1.290	1.250
[12:03:00] 	1.270	-0.030	-2.3	85	1.260	1.270	77	1.290	1.250
[12:03:39] 	1.270	-0.030	-2.3	90	1.260	1.270	77	1.290	1.250
[12:06:12] 	1.270	-0.030	-2.3	90	1.260	1.270	78	1.290	1.250
[12:07:24] 	1.270	-0.030	-2.3	96	1.260	1.270	78	1.290	1.250
[12:08:37] 	1.270	-0.030	-2.3	96	1.260	1.270	71	1.290	1.250
[12:09:37] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:10:08] 	1.270	-0.030	-2.3	96	1.260	1.270	71	1.290	1.250
[12:11:00] 	1.270	-0.030	-2.3	96	1.260	1.270	76	1.290	1.250
[12:14:50] 	1.270	-0.030	-2.3	102	1.260	1.270	76	1.290	1.250
[12:15:24] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:16:02] 	1.270	-0.030	-2.3	102	1.260	1.270	76	1.290	1.250
[12:17:52] 	1.270	-0.030	-2.3	102	1.260	1.270	86	1.290	1.250
[12:18:34] 	1.270	-0.030	-2.3	102	1.260	1.270	89	1.290	1.250
[12:27:46] 	1.270	-0.030	-2.3	102	1.260	1.270	86	1.290	1.250
[12:28:49] 	1.270	-0.030	-2.3	102	1.260	1.270	106	1.290	1.250
[12:32:06] 	1.270	-0.030	-2.3	102	1.260	1.260	3	1.290	1.250
[12:56:32] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:56:58] 	1.270	-0.030	-2.3	102	1.260	1.260	3	1.290	1.250
[13:30:01] 	1.270	-0.030	-2.3	102	1.260	1.240	1	1.290	1.250
[13:32:56] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:33:38] 	1.270	-0.030	-2.3	102	1.260	1.240	1	1.290	1.250
[13:37:04] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:37:58] 	1.270	-0.030	-2.3	102	1.260	1.240	1	1.290	1.250
[13:39:01] 	1.270	-0.030	-2.3	105	1.260	1.240	1	1.290	1.250
[13:47:37] 	1.270	-0.030	-2.3	95	1.260	1.240	1	1.290	1.250
