Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[00:00:59] 	1.360	-0.070	-4.9	13	1.360	1.370	212	1.430	1.340
[00:24:25] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[00:24:36] 	1.360	-0.070	-4.9	13	1.360	1.370	212	1.430	1.340
[00:31:59] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[00:32:14] 	1.360	-0.070	-4.9	13	1.360	1.370	212	1.430	1.340
[00:42:18] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[00:42:34] 	1.360	-0.070	-4.9	13	1.360	1.370	212	1.430	1.340
[00:44:17] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[00:44:31] 	1.360	-0.070	-4.9	13	1.360	1.370	212	1.430	1.340
[00:49:21] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[00:49:39] 	1.360	-0.070	-4.9	13	1.360	1.370	212	1.430	1.340
[00:49:39] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[00:50:08] 	1.360	-0.070	-4.9	13	1.360	1.370	212	1.430	1.340
[00:56:41] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[00:57:13] 	1.360	-0.070	-4.9	13	1.360	1.370	212	1.430	1.340
[02:52:22] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[02:53:03] 	1.360	-0.070	-4.9	13	1.360	1.370	212	1.430	1.340
[03:06:19] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[03:08:04] 	1.360	-0.070	-4.9	13	1.360	1.370	212	1.430	1.340
[03:47:22] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[03:47:34] 	1.360	-0.070	-4.9	13	1.360	1.370	212	1.430	1.340
[04:18:16] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[04:18:46] 	1.360	-0.070	-4.9	13	1.360	1.370	212	1.430	1.340
[08:30:42] 	-	-	-	-	-	8.300	39	-	-
[08:31:46] 	-	-	-	20	1.400	1.290	1	-	-
[08:41:46] 	-	-	-	20	1.400	1.260	24	-	-
[08:42:07] 	-	-	-	1	1.370	1.260	24	-	-
[08:53:53] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
