Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:02:45] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:41:46] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:42:01] 	6.700	-0.200	-2.9	47	6.690	6.700	95	6.900	6.690
[10:42:17] 	6.700	-0.200	-2.9	30	6.690	6.700	106	6.900	6.690
[10:43:06] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:43:27] 	6.690	-0.210	-3.0	16	6.690	6.700	113	6.900	6.690
[10:44:36] 	6.700	-0.200	-2.9	23	6.690	6.700	110	6.900	6.690
[10:45:21] 	6.690	-0.210	-3.0	72	6.680	6.690	3	6.900	6.690
[10:46:29] 	6.690	-0.210	-3.0	6	6.690	6.700	116	6.900	6.690
[10:47:31] 	6.700	-0.200	-2.9	76	6.690	6.700	70	6.900	6.690
[10:48:38] 	6.690	-0.210	-3.0	75	6.690	6.700	61	6.900	6.690
[10:49:37] 	6.700	-0.200	-2.9	75	6.690	6.700	30	6.900	6.690
[10:50:42] 	6.700	-0.200	-2.9	85	6.690	6.700	75	6.900	6.690
[10:51:47] 	6.700	-0.200	-2.9	90	6.690	6.700	71	6.900	6.690
[10:52:59] 	6.700	-0.200	-2.9	4	6.700	6.710	26	6.900	6.690
[10:54:07] 	6.700	-0.200	-2.9	98	6.690	6.710	29	6.900	6.690
[10:55:12] 	6.710	-0.190	-2.8	23	6.700	6.710	30	6.900	6.690
[10:56:15] 	6.720	-0.180	-2.6	13	6.710	6.720	26	6.900	6.690
[10:57:37] 	6.730	-0.170	-2.5	20	6.720	6.730	107	6.900	6.690
[10:58:40] 	6.720	-0.180	-2.6	10	6.720	6.730	102	6.900	6.690
[10:59:43] 	6.720	-0.180	-2.6	16	6.720	6.730	108	6.900	6.690
[11:00:51] 	6.720	-0.180	-2.6	16	6.720	6.730	108	6.900	6.690
[16:12:39] 	6.570	-0.330	-4.8	11	6.560	6.570	2	6.900	6.570
[16:13:42] 	6.530	-0.370	-5.4	29	6.510	6.530	118	6.900	6.520
[16:14:44] 	6.540	-0.360	-5.2	3	6.540	6.550	37	6.900	6.520
[16:15:52] 	6.540	-0.360	-5.2	55	6.540	6.550	21	6.900	6.520
[16:17:21] 	6.540	-0.360	-5.2	1	6.540	6.550	29	6.900	6.520
[16:18:25] 	6.540	-0.360	-5.2	17	6.540	6.550	30	6.900	6.520
[16:20:04] 	6.550	-0.350	-5.1	17	6.540	6.550	36	6.900	6.520
[16:21:07] 	6.530	-0.370	-5.4	89	6.520	6.530	5	6.900	6.520
