Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:38:26] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:39:51] 	18.700	-0.140	-0.7	15	18.680	18.700	32	18.820	18.640
[09:40:57] 	18.680	-0.160	-0.8	17	18.680	18.700	38	18.820	18.640
[09:42:04] 	18.700	-0.140	-0.7	10	18.680	18.700	15	18.820	18.640
[09:43:18] 	18.680	-0.160	-0.8	2	18.680	18.700	15	18.820	18.640
[09:45:50] 	18.680	-0.160	-0.8	1	18.680	18.700	16	18.820	18.640
[09:46:56] 	18.680	-0.160	-0.8	22	18.660	18.700	11	18.820	18.640
[09:49:40] 	18.680	-0.160	-0.8	22	18.660	18.700	12	18.820	18.640
[09:51:03] 	18.700	-0.140	-0.7	22	18.660	18.700	3	18.820	18.640
[09:52:06] 	18.700	-0.140	-0.7	7	18.680	18.700	3	18.820	18.640
[09:55:47] 	18.700	-0.140	-0.7	7	18.680	18.700	198	18.820	18.640
[09:56:50] 	18.680	-0.160	-0.8	18	18.660	18.680	4	18.820	18.640
[09:57:57] 	18.680	-0.160	-0.8	19	18.660	18.680	4	18.820	18.640
[09:59:04] 	18.660	-0.180	-1.0	16	18.660	18.680	6	18.820	18.640
[10:00:23] 	18.660	-0.180	-1.0	15	18.660	18.680	6	18.820	18.640
[10:01:26] 	18.660	-0.180	-1.0	19	18.660	18.680	6	18.820	18.640
[10:02:29] 	18.660	-0.180	-1.0	18	18.660	18.680	6	18.820	18.640
[10:04:41] 	18.660	-0.180	-1.0	15	18.660	18.680	5	18.820	18.640
[10:05:53] 	18.680	-0.160	-0.8	9	18.680	18.700	198	18.820	18.640
[10:06:56] 	18.680	-0.160	-0.8	11	18.680	18.700	198	18.820	18.640
[10:08:02] 	18.680	-0.160	-0.8	6	18.680	18.700	198	18.820	18.640
[10:09:08] 	18.680	-0.160	-0.8	2	18.680	18.700	198	18.820	18.640
[10:10:11] 	18.680	-0.160	-0.8	30	18.660	18.700	198	18.820	18.640
[10:11:14] 	18.680	-0.160	-0.8	29	18.660	18.680	20	18.820	18.640
[10:12:38] 	18.660	-0.180	-1.0	46	18.640	18.660	12	18.820	18.640
[10:14:59] 	18.660	-0.180	-1.0	24	18.640	18.660	16	18.820	18.640
[10:16:02] 	18.620	-0.220	-1.2	1	18.620	18.640	29	18.820	18.620
[10:17:12] 	18.620	-0.220	-1.2	38	18.600	18.640	29	18.820	18.620
[10:18:15] 	18.620	-0.220	-1.2	3	18.620	18.640	28	18.820	18.620
[10:19:29] 	18.640	-0.200	-1.1	15	18.640	18.660	5	18.820	18.620
[10:20:34] 	18.640	-0.200	-1.1	14	18.640	18.660	5	18.820	18.620
[10:21:40] 	18.640	-0.200	-1.1	18	18.620	18.640	5	18.820	18.620
[10:23:58] 	18.620	-0.220	-1.2	17	18.620	18.640	5	18.820	18.620
[10:25:22] 	18.640	-0.200	-1.1	1	18.640	18.660	7	18.820	18.620
[10:26:30] 	18.640	-0.200	-1.1	17	18.620	18.640	9	18.820	18.620
[10:28:04] 	18.640	-0.200	-1.1	32	18.620	18.660	8	18.820	18.620
