Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:55:53] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:56:40] 	8.220	-0.070	-0.8	20	8.200	8.220	31	8.280	8.170
[09:57:57] 	8.210	-0.080	-1.0	28	8.200	8.210	17	8.280	8.170
[09:58:56] 	8.210	-0.080	-1.0	28	8.200	8.210	19	8.280	8.170
[10:00:13] 	8.210	-0.080	-1.0	53	8.200	8.210	6	8.280	8.170
[10:01:16] 	8.210	-0.080	-1.0	42	8.200	8.210	6	8.280	8.170
[10:02:28] 	8.210	-0.080	-1.0	42	8.200	8.210	4	8.280	8.170
[10:04:34] 	8.200	-0.090	-1.1	3	8.200	8.210	23	8.280	8.170
[10:05:36] 	8.200	-0.090	-1.1	5	8.200	8.210	22	8.280	8.170
[10:07:01] 	8.190	-0.100	-1.2	48	8.180	8.190	27	8.280	8.170
[10:08:17] 	8.190	-0.100	-1.2	46	8.180	8.190	22	8.280	8.170
[10:09:50] 	8.200	-0.090	-1.1	22	8.190	8.210	13	8.280	8.170
[10:11:06] 	8.210	-0.080	-1.0	28	8.190	8.210	18	8.280	8.170
[10:11:55] 	8.210	-0.080	-1.0	31	8.190	8.210	17	8.280	8.170
[10:13:14] 	8.210	-0.080	-1.0	31	8.190	8.210	18	8.280	8.170
[10:14:15] 	8.210	-0.080	-1.0	53	8.190	8.210	17	8.280	8.170
[10:15:20] 	8.210	-0.080	-1.0	57	8.190	8.210	16	8.280	8.170
[10:16:26] 	8.190	-0.100	-1.2	1	8.200	8.210	12	8.280	8.170
[10:17:32] 	8.200	-0.090	-1.1	37	8.190	8.200	10	8.280	8.170
[10:18:41] 	8.200	-0.090	-1.1	2	8.200	8.210	20	8.280	8.170
[10:19:45] 	8.200	-0.090	-1.1	4	8.200	8.210	10	8.280	8.170
[10:20:43] 	8.210	-0.080	-1.0	11	8.210	8.220	25	8.280	8.170
[10:21:47] 	8.220	-0.070	-0.8	11	8.210	8.220	25	8.280	8.170
[10:22:53] 	8.210	-0.080	-1.0	22	8.210	8.220	22	8.280	8.170
[10:24:16] 	8.220	-0.070	-0.8	22	8.210	8.220	24	8.280	8.170
[10:25:20] 	8.220	-0.070	-0.8	25	8.210	8.220	29	8.280	8.170
[10:26:59] 	8.190	-0.100	-1.2	47	8.190	8.200	70	8.280	8.170
[10:28:10] 	8.190	-0.100	-1.2	44	8.190	8.200	12	8.280	8.170
[10:29:15] 	8.190	-0.100	-1.2	47	8.190	8.210	43	8.280	8.170
[10:31:08] 	8.200	-0.090	-1.1	48	8.190	8.210	42	8.280	8.170
[10:32:22] 	8.210	-0.080	-1.0	32	8.200	8.210	41	8.280	8.170
