Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[07:11:23] 	5.290	+0.280	+5.6	15	5.290	5.300	71	5.340	5.060
[14:04:01] 	5.330	+0.040	+0.8	4	5.320	5.330	4	5.460	5.310
[14:05:01] 	5.330	+0.040	+0.8	7	5.320	5.340	3	5.460	5.310
[14:05:54] 	5.330	+0.040	+0.8	9	5.320	5.340	4	5.460	5.310
[14:07:37] 	5.330	+0.040	+0.8	10	5.330	5.340	4	5.460	5.310
[14:08:14] 	5.340	+0.050	+0.9	11	5.330	5.340	3	5.460	5.310
[14:09:10] 	5.330	+0.040	+0.8	8	5.330	5.340	4	5.460	5.310
[14:10:17] 	5.330	+0.040	+0.8	6	5.320	5.340	4	5.460	5.310
[14:11:24] 	5.330	+0.040	+0.8	2	5.330	5.340	4	5.460	5.310
[14:13:22] 	5.330	+0.040	+0.8	2	5.330	5.340	7	5.460	5.310
[14:14:05] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:14:39] 	5.330	+0.040	+0.8	10	5.320	5.330	8	5.460	5.310
[14:15:27] 	5.320	+0.030	+0.6	3	5.310	5.330	8	5.460	5.310
[14:16:10] 	5.320	+0.030	+0.6	5	5.310	5.330	8	5.460	5.310
[14:16:51] 	5.330	+0.040	+0.8	6	5.310	5.330	5	5.460	5.310
[14:17:54] 	5.320	+0.030	+0.6	11	5.320	5.330	5	5.460	5.310
[14:18:58] 	5.330	+0.040	+0.8	9	5.320	5.340	6	5.460	5.310
[14:20:01] 	5.330	+0.040	+0.8	10	5.320	5.330	5	5.460	5.310
[14:21:04] 	5.330	+0.040	+0.8	11	5.320	5.330	6	5.460	5.310
[14:22:07] 	5.330	+0.040	+0.8	15	5.320	5.330	6	5.460	5.310
[14:23:04] 	5.320	+0.030	+0.6	9	5.310	5.330	6	5.460	5.310
[14:24:39] 	5.310	+0.020	+0.4	8	5.310	5.330	6	5.460	5.310
[14:26:19] 	5.310	+0.020	+0.4	3	5.310	5.320	3	5.460	5.310
[14:26:51] 	5.310	+0.020	+0.4	6	5.300	5.320	5	5.460	5.310
[14:27:54] 	5.300	+0.010	+0.2	1	5.300	5.320	4	5.460	5.300
[14:29:01] 	5.300	+0.010	+0.2	21	5.290	5.310	6	5.460	5.300
[14:30:26] 	5.300	+0.010	+0.2	23	5.290	5.310	6	5.460	5.300
[14:34:55] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:36:26] 	5.300	+0.010	+0.2	9	5.290	5.310	3	5.460	5.290
[14:36:29] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:38:53] 	5.300	+0.010	+0.2	5	5.290	5.300	19	5.460	5.290
[14:38:58] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:22:26] 	5.300	+0.010	+0.2	12	5.300	5.310	22	5.460	5.280
[15:23:36] 	5.300	+0.010	+0.2	20	5.290	5.300	7	5.460	5.280
[15:24:41] 	5.300	+0.010	+0.2	21	5.290	5.300	1	5.460	5.280
[15:25:53] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:26:25] 	5.310	+0.020	+0.4	9	5.300	5.310	8	5.460	5.280
[15:26:57] 	5.310	+0.020	+0.4	12	5.310	5.320	28	5.460	5.280
[15:28:00] 	5.310	+0.020	+0.4	10	5.300	5.310	8	5.460	5.280
[15:29:16] 	5.310	+0.020	+0.4	10	5.300	5.320	27	5.460	5.280
[15:30:23] 	5.310	+0.020	+0.4	4	5.310	5.320	27	5.460	5.280
[15:31:31] 	5.310	+0.020	+0.4	14	5.300	5.310	9	5.460	5.280
[15:32:40] 	5.310	+0.020	+0.4	6	5.310	5.320	29	5.460	5.280
[15:33:46] 	5.310	+0.020	+0.4	5	5.310	5.320	24	5.460	5.280
[15:34:49] 	5.320	+0.030	+0.6	9	5.310	5.320	23	5.460	5.280
[15:36:11] 	5.320	+0.030	+0.6	9	5.310	5.320	24	5.460	5.280
[15:37:15] 	5.310	+0.020	+0.4	9	5.300	5.310	12	5.460	5.280
[15:38:28] 	5.300	+0.010	+0.2	12	5.290	5.300	6	5.460	5.280
[15:39:36] 	5.300	+0.010	+0.2	12	5.290	5.300	4	5.460	5.280
[15:40:41] 	5.310	+0.020	+0.4	5	5.300	5.310	21	5.460	5.280
[15:43:18] 	5.310	+0.020	+0.4	22	5.300	5.310	19	5.460	5.280
[15:45:54] 	5.310	+0.020	+0.4	23	5.300	5.310	18	5.460	5.280
[15:46:55] 	5.300	+0.010	+0.2	20	5.300	5.310	18	5.460	5.280
[16:12:54] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[16:43:57] 	5.330	+0.040	+0.8	59	5.320	5.330	37	5.460	5.280
[16:45:10] 	5.330	+0.040	+0.8	93	5.320	5.330	46	5.460	5.280
[16:46:32] 	5.330	+0.040	+0.8	93	5.320	5.330	49	5.460	5.280
[16:47:42] 	5.330	+0.040	+0.8	94	5.320	5.330	50	5.460	5.280
[16:48:46] 	5.320	+0.030	+0.6	25	5.310	5.320	26	5.460	5.280
[16:49:58] 	5.310	+0.020	+0.4	10	5.300	5.320	32	5.460	5.280
[16:51:13] 	5.300	+0.010	+0.2	10	5.310	5.320	32	5.460	5.280
[16:53:03] 	5.310	+0.020	+0.4	24	5.290	5.310	24	5.460	5.280
[16:54:22] 	5.310	+0.020	+0.4	9	5.300	5.310	20	5.460	5.280
[16:55:26] 	5.290	-	-	46	5.290	5.300	39	5.460	5.280
[16:56:30] 	5.300	+0.010	+0.2	43	5.290	5.300	36	5.460	5.280
[16:57:39] 	5.290	-	-	47	5.290	5.300	58	5.460	5.280
[16:58:45] 	5.300	+0.010	+0.2	35	5.290	5.300	56	5.460	5.280
[16:59:51] 	5.300	+0.010	+0.2	8	5.360	4.800	12	5.460	5.280
[17:00:54] 	5.300	+0.010	+0.2	18	5.360	4.000	12	5.460	5.280
[17:04:47] 	5.300	+0.010	+0.2	8	5.360	4.000	12	5.460	5.280
[17:05:55] 	5.310	+0.020	+0.4	2	5.310	5.320	17	5.460	5.280
[17:18:19] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[17:18:19] 	5.310	+0.020	+0.4	2	5.310	5.320	17	5.460	5.280
[17:43:52] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[17:44:17] 	5.310	+0.020	+0.4	2	5.310	5.320	17	5.460	5.280
