Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:00:41] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:41:36] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:41:51] 	4.100	-0.160	-3.8	7	4.090	4.100	6	4.240	4.080
[10:42:24] 	4.100	-0.160	-3.8	9	4.090	4.100	5	4.240	4.080
[10:44:21] 	4.100	-0.160	-3.8	10	4.090	4.100	5	4.240	4.080
[10:45:32] 	4.100	-0.160	-3.8	4	4.090	4.100	5	4.240	4.080
[10:46:40] 	4.100	-0.160	-3.8	4	4.090	4.100	6	4.240	4.080
[10:47:44] 	4.100	-0.160	-3.8	12	4.090	4.100	6	4.240	4.080
[10:48:19] 	4.090	-0.170	-4.0	3	4.090	4.100	6	4.240	4.080
[10:50:06] 	4.100	-0.160	-3.8	3	4.090	4.100	7	4.240	4.080
[10:51:08] 	4.090	-0.170	-4.0	10	4.090	4.100	7	4.240	4.080
[10:52:23] 	4.100	-0.160	-3.8	18	4.100	4.110	28	4.240	4.080
[10:53:31] 	4.100	-0.160	-3.8	20	4.100	4.110	28	4.240	4.080
[10:54:34] 	4.110	-0.150	-3.5	20	4.100	4.110	20	4.240	4.080
[10:55:39] 	4.110	-0.150	-3.5	11	4.110	4.120	15	4.240	4.080
[10:57:01] 	4.110	-0.150	-3.5	1	4.110	4.120	14	4.240	4.080
[10:58:04] 	4.110	-0.150	-3.5	9	4.100	4.120	12	4.240	4.080
[10:59:06] 	4.110	-0.150	-3.5	14	4.100	4.120	14	4.240	4.080
[11:00:19] 	4.110	-0.150	-3.5	28	4.100	4.110	15	4.240	4.080
[16:12:07] 	4.060	-0.200	-4.7	90	4.060	4.070	108	4.240	4.060
[16:13:11] 	4.060	-0.200	-4.7	90	4.060	4.070	111	4.240	4.060
[16:14:13] 	4.060	-0.200	-4.7	88	4.060	4.070	114	4.240	4.060
[16:15:21] 	4.060	-0.200	-4.7	72	4.060	4.070	135	4.240	4.060
[16:16:50] 	4.060	-0.200	-4.7	66	4.060	4.070	134	4.240	4.060
[16:17:53] 	4.060	-0.200	-4.7	50	4.060	4.070	144	4.240	4.060
[16:19:33] 	4.060	-0.200	-4.7	111	4.050	4.060	11	4.240	4.050
[16:20:35] 	4.060	-0.200	-4.7	102	4.050	4.060	7	4.240	4.050
[16:21:49] 	4.060	-0.200	-4.7	102	4.050	4.060	8	4.240	4.050
