Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:15:08] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:18:19] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:18:35] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:18:56] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[16:55:41] 	7.76	-0.04	-0.512	12	7.75	7.76	14	7.92	7.63
[16:56:13] 	7.76	-0.04	-0.512	13	7.75	7.76	14	7.92	7.63
[16:56:50] 	7.76	-0.04	-0.512	12	7.75	7.76	1	7.92	7.63
[16:57:23] 	7.76	-0.04	-0.512	7	7.76	7.77	9	7.92	7.63
[16:58:17] 	7.77	-0.03	-0.384	1	7.76	7.77	9	7.92	7.63
[16:58:51] 	7.77	-0.03	-0.384	29	8.01	7.75	2	7.92	7.63
[16:59:24] 	7.77	-0.03	-0.384	4	8.08	7.7	65	7.92	7.63
[17:01:42] 	7.77	-0.03	-0.384	4	8.08	7	3	7.92	7.63
[17:03:08] 	7.77	-0.03	-0.384	4	8.08	7.67	1	7.92	7.63
[17:05:36] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[17:09:05] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[17:11:18] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[17:26:10] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[17:36:52] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[17:38:28] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[17:38:48] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[17:39:07] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[18:01:34] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[18:04:22] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[18:07:02] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[18:19:52] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[18:20:07] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[18:26:32] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[18:27:38] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[18:28:37] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[18:30:11] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[18:31:45] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[18:33:35] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[18:43:53] 	7.77	-0.03	-0.384	1	7.76	7.77	12	7.92	7.63
[10:41:44] 	7.57	-0.2	-2.57	10	7.57	7.58	12	7.6	7.5
