Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:03:20] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:04:02] 	4.960	-0.050	-1.0	39	4.960	4.970	26	4.970	4.940
[10:04:02] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:05:03] 	4.960	-0.050	-1.0	42	4.960	4.970	27	4.970	4.940
[10:06:41] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:07:27] 	4.960	-0.050	-1.0	43	4.960	4.970	22	4.970	4.940
[10:08:24] 	4.960	-0.050	-1.0	38	4.960	4.970	29	4.970	4.940
[10:09:47] 	4.960	-0.050	-1.0	37	4.960	4.970	30	4.970	4.940
[10:10:49] 	4.960	-0.050	-1.0	46	4.960	4.970	18	4.970	4.940
[10:11:56] 	4.960	-0.050	-1.0	46	4.960	4.970	17	4.970	4.940
[10:13:14] 	4.960	-0.050	-1.0	57	4.960	4.970	11	4.970	4.940
[10:14:27] 	4.960	-0.050	-1.0	70	4.960	4.970	12	4.970	4.940
[10:15:29] 	4.960	-0.050	-1.0	69	4.960	4.970	12	4.970	4.940
[10:16:31] 	4.960	-0.050	-1.0	68	4.960	4.970	13	4.970	4.940
[10:17:54] 	4.960	-0.050	-1.0	67	4.960	4.970	13	4.970	4.940
[10:18:57] 	4.970	-0.040	-0.8	67	4.960	4.970	14	4.970	4.940
[10:20:00] 	4.970	-0.040	-0.8	69	4.960	4.970	12	4.970	4.940
[10:21:02] 	4.970	-0.040	-0.8	69	4.960	4.970	23	4.970	4.940
[10:22:15] 	4.970	-0.040	-0.8	69	4.960	4.970	22	4.970	4.940
[10:23:22] 	4.960	-0.050	-1.0	60	4.960	4.970	24	4.970	4.940
[10:24:25] 	4.960	-0.050	-1.0	64	4.960	4.970	24	4.970	4.940
[10:25:27] 	4.960	-0.050	-1.0	69	4.960	4.970	24	4.970	4.940
[10:26:34] 	4.960	-0.050	-1.0	50	4.960	4.970	16	4.970	4.940
[10:27:19] 	4.960	-0.050	-1.0	49	4.960	4.970	15	4.970	4.940
[10:28:21] 	4.960	-0.050	-1.0	49	4.960	4.970	19	4.970	4.940
[10:29:24] 	4.970	-0.040	-0.8	46	4.960	4.970	17	4.970	4.940
[10:30:42] 	4.970	-0.040	-0.8	65	4.960	4.970	19	4.970	4.940
[10:31:39] 	4.960	-0.050	-1.0	75	4.960	4.970	19	4.970	4.940
[10:35:09] 	4.960	-0.050	-1.0	72	4.960	4.970	43	4.970	4.940
[10:36:26] 	4.960	-0.050	-1.0	61	4.960	4.970	43	4.970	4.940
[10:37:43] 	4.970	-0.040	-0.8	88	4.960	4.970	74	4.970	4.940
