Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:47:54] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:48:32] 	5.230	-0.070	-1.3	17	5.220	5.230	4	5.260	5.170
[09:49:43] 	5.230	-0.070	-1.3	7	5.230	5.240	5	5.260	5.170
[09:51:25] 	5.240	-0.060	-1.1	11	5.230	5.240	13	5.260	5.170
[09:52:33] 	5.230	-0.070	-1.3	11	5.230	5.240	14	5.260	5.170
[09:53:43] 	5.230	-0.070	-1.3	14	5.230	5.240	14	5.260	5.170
[09:55:02] 	5.230	-0.070	-1.3	14	5.230	5.240	16	5.260	5.170
[09:56:12] 	5.230	-0.070	-1.3	14	5.230	5.240	17	5.260	5.170
[09:57:21] 	5.230	-0.070	-1.3	15	5.230	5.240	15	5.260	5.170
[09:58:58] 	5.230	-0.070	-1.3	11	5.220	5.230	13	5.260	5.170
[10:01:31] 	5.230	-0.070	-1.3	11	5.220	5.230	3	5.260	5.170
[10:03:13] 	5.240	-0.060	-1.1	16	5.220	5.240	14	5.260	5.170
[10:04:27] 	5.230	-0.070	-1.3	4	5.230	5.240	11	5.260	5.170
[10:06:42] 	5.230	-0.070	-1.3	7	5.230	5.240	11	5.260	5.170
[10:07:54] 	5.230	-0.070	-1.3	18	5.220	5.240	11	5.260	5.170
[10:09:04] 	5.230	-0.070	-1.3	2	5.230	5.240	11	5.260	5.170
[10:10:15] 	5.230	-0.070	-1.3	22	5.220	5.230	9	5.260	5.170
[10:11:19] 	5.240	-0.060	-1.1	6	5.230	5.240	5	5.260	5.170
[10:12:24] 	5.240	-0.060	-1.1	6	5.230	5.240	4	5.260	5.170
[10:13:06] 	5.250	-0.050	-0.9	2	5.240	5.250	15	5.260	5.170
[10:14:16] 	5.250	-0.050	-0.9	6	5.240	5.250	15	5.260	5.170
[10:15:26] 	5.240	-0.060	-1.1	10	5.230	5.240	6	5.260	5.170
[10:16:35] 	5.230	-0.070	-1.3	2	5.230	5.240	12	5.260	5.170
[10:17:45] 	5.240	-0.060	-1.1	3	5.230	5.240	11	5.260	5.170
[10:20:09] 	5.240	-0.060	-1.1	6	5.230	5.240	10	5.260	5.170
[10:21:03] 	5.240	-0.060	-1.1	2	5.230	5.240	9	5.260	5.170
[10:22:02] 	5.240	-0.060	-1.1	1	5.230	5.240	3	5.260	5.170
[10:23:22] 	5.240	-0.060	-1.1	1	5.230	5.240	17	5.260	5.170
[10:24:38] 	5.240	-0.060	-1.1	6	5.230	5.240	13	5.260	5.170
[10:25:43] 	5.240	-0.060	-1.1	8	5.230	5.240	14	5.260	5.170
[10:26:48] 	5.240	-0.060	-1.1	12	5.230	5.240	11	5.260	5.170
[10:27:47] 	5.240	-0.060	-1.1	6	5.230	5.240	9	5.260	5.170
[10:29:30] 	5.240	-0.060	-1.1	5	5.230	5.240	15	5.260	5.170
[10:30:30] 	5.230	-0.070	-1.3	3	5.230	5.240	15	5.260	5.170
[10:31:14] 	5.230	-0.070	-1.3	23	5.220	5.230	13	5.260	5.170
