Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:51:03] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:52:01] 	-	-	-	17	1.570	1.590	39	-	-
[09:53:18] 	-	-	-	17	1.570	1.580	5	-	-
[09:54:28] 	-	-	-	17	1.570	1.580	7	-	-
[10:41:19] 	1.560	-0.010	-0.6	19	1.550	1.560	8	1.570	1.560
[10:46:09] 	1.560	-0.010	-0.6	20	1.550	1.560	8	1.570	1.560
[10:48:32] 	1.560	-0.010	-0.6	20	1.550	1.570	9	1.570	1.560
[10:49:58] 	1.560	-0.010	-0.6	20	1.550	1.560	10	1.570	1.560
[10:52:19] 	1.560	-0.010	-0.6	20	1.550	1.560	15	1.570	1.560
[10:53:53] 	1.560	-0.010	-0.6	22	1.550	1.560	19	1.570	1.560
[10:55:01] 	1.560	-0.010	-0.6	23	1.550	1.560	19	1.570	1.560
[10:56:10] 	1.560	-0.010	-0.6	38	1.550	1.560	19	1.570	1.560
[11:08:01] 	1.560	-0.010	-0.6	55	1.550	1.560	19	1.570	1.560
[11:13:47] 	1.560	-0.010	-0.6	56	1.550	1.560	29	1.570	1.560
[11:15:06] 	1.560	-0.010	-0.6	56	1.550	1.560	34	1.570	1.560
[11:24:02] 	1.560	-0.010	-0.6	56	1.550	1.560	37	1.570	1.560
[11:27:39] 	1.560	-0.010	-0.6	54	1.550	1.560	34	1.570	1.560
[11:30:25] 	1.560	-0.010	-0.6	56	1.550	1.560	34	1.570	1.560
[11:49:41] 	1.560	-0.010	-0.6	57	1.550	1.560	34	1.570	1.560
[11:53:09] 	1.560	-0.010	-0.6	57	1.550	1.560	24	1.570	1.560
[12:07:21] 	1.560	-0.010	-0.6	58	1.550	1.560	24	1.570	1.560
[12:15:23] 	1.560	-0.010	-0.6	60	1.550	1.560	24	1.570	1.560
[12:17:06] 	1.560	-0.010	-0.6	57	1.550	1.560	21	1.570	1.560
[12:20:28] 	1.560	-0.010	-0.6	57	1.550	1.560	35	1.570	1.560
[12:25:08] 	1.560	-0.010	-0.6	56	1.550	1.560	35	1.570	1.560
[12:30:52] 	1.560	-0.010	-0.6	54	1.550	1.560	35	1.570	1.560
[14:00:04] 	1.560	-0.010	-0.6	56	1.550	1.560	35	1.570	1.560
[14:10:29] 	1.560	-0.010	-0.6	57	1.550	1.560	35	1.570	1.560
[14:25:59] 	1.560	-0.010	-0.6	58	1.550	1.560	35	1.570	1.560
[14:35:21] 	1.560	-0.010	-0.6	55	1.550	1.560	32	1.570	1.560
[14:36:29] 	1.560	-0.010	-0.6	55	1.550	1.560	35	1.570	1.560
[14:37:35] 	1.560	-0.010	-0.6	55	1.550	1.560	45	1.570	1.560
[14:39:52] 	1.560	-0.010	-0.6	56	1.550	1.560	45	1.570	1.560
[14:40:58] 	1.560	-0.010	-0.6	56	1.550	1.560	50	1.570	1.560
[14:42:11] 	1.550	-0.020	-1.3	5	1.540	1.550	11	1.570	1.550
[14:57:13] 	1.540	-0.030	-1.9	6	1.540	1.550	11	1.570	1.540
[14:59:37] 	1.540	-0.030	-1.9	5	1.530	1.550	11	1.570	1.540
[15:00:40] 	1.540	-0.030	-1.9	6	1.530	1.540	5	1.570	1.540
[15:04:09] 	1.540	-0.030	-1.9	8	1.530	1.540	8	1.570	1.540
[15:10:17] 	1.530	-0.040	-2.5	7	1.520	1.540	8	1.570	1.530
[15:11:26] 	1.530	-0.040	-2.5	10	1.530	1.540	8	1.570	1.530
[15:12:32] 	1.530	-0.040	-2.5	14	1.520	1.540	8	1.570	1.530
[15:14:53] 	1.530	-0.040	-2.5	2	1.530	1.540	8	1.570	1.530
[15:15:41] 	1.530	-0.040	-2.5	34	1.520	1.540	8	1.570	1.530
[15:20:04] 	1.530	-0.040	-2.5	34	1.520	1.540	8	1.570	1.530
[15:21:11] 	1.530	-0.040	-2.5	34	1.520	1.550	17	1.570	1.530
[15:23:21] 	1.530	-0.040	-2.5	5	1.530	1.550	17	1.570	1.530
[15:26:52] 	1.530	-0.040	-2.5	5	1.530	1.550	27	1.570	1.530
[15:31:16] 	1.530	-0.040	-2.5	10	1.530	1.550	27	1.570	1.530
[15:32:26] 	1.530	-0.040	-2.5	11	1.530	1.550	27	1.570	1.530
[15:36:07] 	1.530	-0.040	-2.5	34	1.520	1.550	34	1.570	1.530
[15:37:15] 	1.530	-0.040	-2.5	38	1.520	1.550	34	1.570	1.530
[15:38:19] 	1.530	-0.040	-2.5	39	1.520	1.550	34	1.570	1.530
[15:40:29] 	1.530	-0.040	-2.5	47	1.520	1.550	34	1.570	1.530
[15:41:38] 	1.530	-0.040	-2.5	11	1.530	1.550	34	1.570	1.530
[15:42:52] 	1.530	-0.040	-2.5	12	1.530	1.550	34	1.570	1.530
[15:47:13] 	1.550	-0.020	-1.3	1	1.540	1.550	33	1.570	1.530
[15:48:18] 	1.550	-0.020	-1.3	2	1.540	1.550	33	1.570	1.530
[15:49:22] 	1.550	-0.020	-1.3	2	1.540	1.550	32	1.570	1.530
