Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:02:03] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:41:42] 	1.510	+0.030	+2.0	45	1.500	1.520	26	1.510	1.480
[10:43:42] 	1.510	+0.030	+2.0	20	1.510	1.520	26	1.510	1.480
[10:45:47] 	1.520	+0.040	+2.7	5	1.520	1.530	33	1.520	1.480
[10:46:50] 	1.520	+0.040	+2.7	10	1.520	1.530	33	1.520	1.480
[10:51:26] 	1.520	+0.040	+2.7	30	1.510	1.530	35	1.520	1.480
[10:52:39] 	1.520	+0.040	+2.7	23	1.510	1.520	5	1.520	1.480
[10:55:54] 	1.520	+0.040	+2.7	23	1.510	1.520	9	1.520	1.480
[10:58:19] 	1.510	+0.030	+2.0	28	1.510	1.520	17	1.520	1.480
[16:12:23] 	1.490	+0.010	+0.7	39	1.490	1.500	74	1.520	1.480
[16:14:29] 	1.490	+0.010	+0.7	49	1.490	1.500	74	1.520	1.480
[16:19:48] 	1.490	+0.010	+0.7	49	1.490	1.500	94	1.520	1.480
