Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[07:15:12] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[07:15:28] 	10.350	+0.520	+5.3	20	10.270	10.350	21	10.350	10.050
[09:06:11] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:53:03] 	10.320	-0.030	-0.3	60	10.370	10.400	80	10.610	10.310
[14:53:12] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:54:06] 	10.320	-0.030	-0.3	30	10.390	10.410	30	10.610	10.310
[14:55:29] 	10.320	-0.030	-0.3	60	10.380	10.410	80	10.610	10.310
[14:56:03] 	10.320	-0.030	-0.3	30	10.400	10.420	30	10.610	10.310
[14:57:07] 	10.320	-0.030	-0.3	30	10.390	10.410	30	10.610	10.310
[14:58:23] 	10.320	-0.030	-0.3	30	10.380	10.410	80	10.610	10.310
[14:59:48] 	10.320	-0.030	-0.3	60	10.390	10.420	80	10.610	10.310
[15:01:23] 	10.400	+0.050	+0.5	30	10.400	10.420	30	10.610	10.310
[15:02:55] 	10.400	+0.050	+0.5	30	10.390	10.420	80	10.610	10.310
[15:04:04] 	10.400	+0.050	+0.5	30	10.400	10.420	30	10.610	10.310
[15:06:25] 	10.400	+0.050	+0.5	60	10.390	10.420	80	10.610	10.310
[15:07:44] 	10.400	+0.050	+0.5	30	10.380	10.400	30	10.610	10.310
[15:09:16] 	10.400	+0.050	+0.5	30	10.410	10.430	30	10.610	10.310
[15:10:24] 	10.400	+0.050	+0.5	60	10.390	10.420	80	10.610	10.310
[15:12:45] 	10.400	+0.050	+0.5	60	10.380	10.410	80	10.610	10.310
[15:13:47] 	10.400	+0.050	+0.5	30	10.390	10.420	80	10.610	10.310
[15:15:16] 	10.400	+0.050	+0.5	30	10.400	10.420	30	10.610	10.310
[15:16:22] 	10.400	+0.050	+0.5	30	10.400	10.430	80	10.610	10.310
[15:18:50] 	10.400	+0.050	+0.5	30	10.410	10.430	30	10.610	10.310
[15:19:48] 	10.400	+0.050	+0.5	60	10.430	10.450	-	10.610	10.310
[15:20:19] 	10.450	+0.100	+1.0	30	10.450	10.480	50	10.610	10.310
[15:21:31] 	10.450	+0.100	+1.0	30	10.440	10.470	50	10.610	10.310
[15:22:05] 	10.450	+0.100	+1.0	30	10.450	10.480	50	10.610	10.310
[15:22:17] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:22:35] 	10.450	+0.100	+1.0	30	10.450	10.480	50	10.610	10.310
[15:23:18] 	10.450	+0.100	+1.0	30	10.460	10.490	50	10.610	10.310
[15:24:16] 	10.450	+0.100	+1.0	30	10.470	10.500	50	10.610	10.310
[15:25:22] 	10.450	+0.100	+1.0	30	10.460	10.470	1	10.610	10.310
[15:26:31] 	10.460	+0.110	+1.1	30	10.460	10.490	50	10.610	10.310
[15:27:04] 	10.460	+0.110	+1.1	30	10.480	10.510	50	10.610	10.310
[15:29:47] 	10.460	+0.110	+1.1	30	10.490	10.510	-	10.610	10.310
[15:30:58] 	10.460	+0.110	+1.1	30	10.500	10.510	-	10.610	10.310
[15:32:09] 	10.530	+0.180	+1.7	30	10.520	10.550	50	10.610	10.310
[15:33:30] 	10.530	+0.180	+1.7	30	10.510	10.540	50	10.610	10.310
[15:34:22] 	10.530	+0.180	+1.7	30	10.500	10.530	50	10.610	10.310
[15:39:07] 	10.530	+0.180	+1.7	30	10.470	10.570	2	10.610	10.310
[15:40:12] 	10.530	+0.180	+1.7	30	10.460	10.570	2	10.610	10.310
[15:41:17] 	10.530	+0.180	+1.7	30	10.480	10.510	50	10.610	10.310
[15:44:46] 	10.530	+0.180	+1.7	30	10.470	10.500	50	10.610	10.310
[15:46:04] 	10.530	+0.180	+1.7	30	10.490	10.540	120	10.610	10.310
[15:47:21] 	10.530	+0.180	+1.7	30	10.510	10.540	50	10.610	10.310
[15:48:27] 	10.530	+0.180	+1.7	30	10.520	10.550	50	10.610	10.310
[15:49:34] 	10.530	+0.180	+1.7	30	10.500	10.530	50	10.610	10.310
[15:50:39] 	10.530	+0.180	+1.7	100	10.490	10.530	-	10.610	10.310
[15:51:48] 	10.530	+0.180	+1.7	30	10.520	10.550	50	10.610	10.310
[15:53:09] 	10.530	+0.180	+1.7	30	10.490	10.520	50	10.610	10.310
[15:54:15] 	10.530	+0.180	+1.7	30	10.480	10.510	50	10.610	10.310
[15:55:35] 	10.530	+0.180	+1.7	30	10.460	10.490	50	10.610	10.310
[15:56:38] 	10.530	+0.180	+1.7	30	10.480	10.510	50	10.610	10.310
[15:57:46] 	10.480	+0.130	+1.3	30	10.480	10.510	50	10.610	10.310
[15:58:59] 	10.480	+0.130	+1.3	30	10.460	10.490	50	10.610	10.310
[16:00:03] 	10.480	+0.130	+1.3	30	10.450	10.480	50	10.610	10.310
[16:01:26] 	10.480	+0.130	+1.3	30	10.440	10.470	50	10.610	10.310
[16:02:55] 	10.480	+0.130	+1.3	30	10.410	-	-	10.610	10.310
[16:04:01] 	10.480	+0.130	+1.3	30	10.410	10.440	50	10.610	10.310
[16:05:04] 	10.480	+0.130	+1.3	30	10.420	10.450	50	10.610	10.310
[16:06:07] 	10.480	+0.130	+1.3	30	10.410	10.440	50	10.610	10.310
[16:09:42] 	10.480	+0.130	+1.3	30	10.400	10.430	50	10.610	10.310
[16:10:16] 	10.480	+0.130	+1.3	30	10.420	10.450	50	10.610	10.310
[16:11:19] 	10.480	+0.130	+1.3	30	10.420	10.430	-	10.610	10.310
[16:12:03] 	10.480	+0.130	+1.3	30	10.410	10.440	50	10.610	10.310
[16:14:15] 	10.480	+0.130	+1.3	30	10.420	10.450	50	10.610	10.310
[16:29:08] 	10.480	+0.130	+1.3	20	10.400	10.480	20	10.610	10.310
[16:34:35] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[16:35:24] 	10.480	+0.130	+1.3	20	10.400	10.480	20	10.610	10.310
[16:48:23] 	10.400	+0.050	+0.5	20	10.400	10.480	20	10.610	10.310
[16:54:48] 	10.400	+0.050	+0.5	22	10.400	10.480	20	10.610	10.310
