Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:00:52] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:01:23] 	9.850	+0.100	+1.0	30	9.910	9.930	80	9.850	9.850
[10:02:31] 	9.850	+0.100	+1.0	30	9.940	9.960	80	9.850	9.850
[10:03:35] 	9.940	+0.190	+1.9	29	9.940	9.960	80	9.940	9.850
[10:05:15] 	9.940	+0.190	+1.9	30	9.970	9.990	80	9.940	9.850
[10:06:33] 	9.940	+0.190	+1.9	30	9.940	9.960	30	9.940	9.850
[10:07:36] 	9.940	+0.190	+1.9	60	9.940	9.960	80	9.940	9.850
[10:08:38] 	9.940	+0.190	+1.9	30	9.950	9.970	80	9.940	9.850
[10:10:12] 	9.940	+0.190	+1.9	30	9.940	9.960	80	9.940	9.850
[10:11:40] 	9.940	+0.190	+1.9	30	9.930	9.950	155	9.940	9.850
[10:12:42] 	9.940	+0.190	+1.9	30	9.930	9.950	80	9.940	9.850
[10:13:59] 	9.940	+0.190	+1.9	30	9.940	9.960	80	9.940	9.850
[10:17:09] 	9.940	+0.190	+1.9	30	9.930	9.950	50	9.940	9.850
[10:18:16] 	9.940	+0.190	+1.9	60	9.980	10.010	30	9.940	9.850
[10:19:19] 	9.940	+0.190	+1.9	30	9.990	10.010	80	9.940	9.850
[10:21:24] 	9.940	+0.190	+1.9	30	9.980	10.000	80	9.940	9.850
[10:22:26] 	9.940	+0.190	+1.9	30	9.990	10.010	80	9.940	9.850
[10:23:19] 	9.940	+0.190	+1.9	30	10.000	10.020	80	9.940	9.850
[10:27:03] 	9.940	+0.190	+1.9	30	10.030	10.050	80	9.940	9.850
[10:28:08] 	9.940	+0.190	+1.9	30	10.020	10.040	80	9.940	9.850
[10:29:16] 	9.940	+0.190	+1.9	30	10.000	10.020	80	9.940	9.850
[10:30:14] 	9.940	+0.190	+1.9	60	9.970	9.990	30	9.940	9.850
[10:31:37] 	9.940	+0.190	+1.9	30	9.980	10.000	80	9.940	9.850
[10:34:40] 	9.940	+0.190	+1.9	30	9.970	9.990	50	9.940	9.850
[10:35:36] 	9.940	+0.190	+1.9	30	9.980	10.000	80	9.940	9.850
[10:36:39] 	9.940	+0.190	+1.9	30	9.990	10.010	80	9.940	9.850
[10:37:41] 	9.940	+0.190	+1.9	60	9.980	-	-	9.940	9.850
[10:38:44] 	9.940	+0.190	+1.9	30	9.990	10.010	80	9.940	9.850
[10:39:53] 	9.940	+0.190	+1.9	1	9.970	9.980	80	9.940	9.850
[10:41:01] 	9.970	+0.220	+2.3	30	9.950	9.970	50	9.970	9.850
[10:42:09] 	9.970	+0.220	+2.3	30	9.950	9.970	80	9.970	9.850
[10:44:34] 	9.970	+0.220	+2.3	60	9.960	9.990	30	9.970	9.850
[10:45:37] 	9.970	+0.220	+2.3	30	9.960	9.980	80	9.970	9.850
[10:47:47] 	9.970	+0.220	+2.3	30	9.970	9.990	80	9.970	9.850
