Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:06:13] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:06:37] 	10.400	-	-	60	10.410	10.460	75	10.400	10.380
[10:08:11] 	10.400	-	-	60	10.430	10.480	75	10.400	10.380
[10:09:11] 	10.400	-	-	60	10.420	10.470	75	10.400	10.380
[10:10:16] 	10.400	-	-	60	10.430	10.480	75	10.400	10.380
[10:11:17] 	10.400	-	-	60	10.450	10.500	75	10.400	10.380
[10:12:19] 	10.400	-	-	60	10.440	10.490	75	10.400	10.380
[10:13:01] 	10.400	-	-	60	10.430	10.480	75	10.400	10.380
[10:14:09] 	10.400	-	-	60	10.390	10.440	75	10.400	10.380
[10:17:12] 	10.400	-	-	30	10.390	10.420	50	10.400	10.380
[10:18:14] 	10.400	-	-	30	10.400	10.430	50	10.400	10.380
[10:18:40] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:19:07] 	10.400	-	-	30	10.400	10.430	50	10.400	10.380
[10:20:12] 	10.400	-	-	30	10.390	10.420	50	10.400	10.380
[10:21:12] 	10.400	-	-	30	10.380	10.410	50	10.400	10.380
[10:22:05] 	10.400	-	-	30	10.380	10.420	50	10.400	10.380
[10:23:20] 	10.400	-	-	30	10.400	10.430	50	10.400	10.380
[10:25:03] 	10.400	-	-	30	10.420	10.450	50	10.400	10.380
[10:27:14] 	10.400	-	-	30	10.410	10.440	50	10.400	10.380
[10:28:19] 	10.400	-	-	-	-	10.460	50	10.400	10.380
[10:29:16] 	10.400	-	-	30	10.460	10.490	50	10.400	10.380
[10:30:24] 	10.400	-	-	30	10.440	10.470	50	10.400	10.380
[10:31:43] 	10.400	-	-	30	10.450	10.480	50	10.400	10.380
[10:33:08] 	10.400	-	-	30	10.470	10.500	50	10.400	10.380
[10:34:10] 	10.400	-	-	30	10.460	10.490	50	10.400	10.380
[10:35:13] 	10.400	-	-	30	10.470	10.500	50	10.400	10.380
[10:36:15] 	10.400	-	-	-	-	10.490	50	10.400	10.380
[10:37:31] 	10.400	-	-	30	10.460	10.490	50	10.400	10.380
[10:39:49] 	10.400	-	-	30	10.480	10.510	50	10.400	10.380
[10:40:57] 	10.400	-	-	30	10.470	10.500	50	10.400	10.380
[10:41:59] 	10.400	-	-	30	10.470	10.510	50	10.400	10.380
[10:43:19] 	10.400	-	-	30	10.480	10.510	50	10.400	10.380
[10:44:49] 	10.400	-	-	30	10.470	10.500	50	10.400	10.380
[10:48:13] 	10.400	-	-	60	10.460	10.500	50	10.400	10.380
[10:49:16] 	10.400	-	-	30	10.500	10.530	50	10.400	10.380
[10:50:32] 	10.400	-	-	30	10.510	10.540	50	10.400	10.380
[10:51:48] 	10.400	-	-	30	10.520	10.550	50	10.400	10.380
[10:53:03] 	10.530	+0.130	+1.3	30	10.500	10.530	50	10.530	10.380
[10:54:30] 	10.530	+0.130	+1.3	30	10.510	10.540	50	10.530	10.380
[10:56:41] 	10.530	+0.130	+1.3	30	10.520	10.550	50	10.530	10.380
[10:59:26] 	10.530	+0.130	+1.3	30	10.510	10.540	50	10.530	10.380
[11:00:29] 	10.530	+0.130	+1.3	30	10.520	10.550	50	10.530	10.380
[11:01:37] 	10.530	+0.130	+1.3	30	10.530	10.560	50	10.530	10.380
[11:05:05] 	10.550	+0.150	+1.4	30	10.560	10.590	50	10.550	10.380
[11:08:34] 	10.550	+0.150	+1.4	30	10.540	10.570	50	10.550	10.380
[11:09:49] 	10.550	+0.150	+1.4	-	-	10.580	50	10.550	10.380
[11:10:57] 	10.550	+0.150	+1.4	30	10.550	10.580	50	10.550	10.380
[11:12:08] 	10.550	+0.150	+1.4	30	10.570	10.580	1	10.550	10.380
[11:13:10] 	10.550	+0.150	+1.4	30	10.560	10.580	1	10.550	10.380
[11:14:23] 	10.550	+0.150	+1.4	30	10.570	10.580	1	10.550	10.380
[11:15:26] 	10.550	+0.150	+1.4	30	10.560	10.580	1	10.550	10.380
[11:16:38] 	10.550	+0.150	+1.4	30	10.550	10.580	51	10.550	10.380
[11:17:47] 	10.550	+0.150	+1.4	30	10.540	10.570	50	10.550	10.380
[11:18:55] 	10.550	+0.150	+1.4	30	10.530	10.560	50	10.550	10.380
