Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:33:25] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:40:36] 	7.950	-	-	1	7.800	7.950	1	7.950	7.950
[10:41:51] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:42:22] 	7.950	-	-	1	7.800	7.950	1	7.950	7.950
[11:07:09] 	7.950	-	-	1	7.950	8.050	1	7.950	7.950
[11:08:53] 	7.950	-	-	1	7.880	8.050	1	7.950	7.950
[11:26:25] 	7.950	-	-	2	7.880	8.050	1	7.950	7.950
[11:42:41] 	7.950	-	-	3	7.920	8.050	1	7.950	7.950
[11:58:43] 	7.920	-0.030	-0.4	1	7.950	8.050	1	7.950	7.920
[12:21:30] 	7.920	-0.030	-0.4	3	7.950	8.050	3	7.950	7.920
[14:21:23] 	7.920	-0.030	-0.4	4	7.950	8.050	3	7.950	7.920
[14:51:45] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:52:10] 	7.920	-0.030	-0.4	4	7.950	8.050	3	7.950	7.920
[14:54:49] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:55:14] 	7.920	-0.030	-0.4	4	7.950	8.050	3	7.950	7.920
[15:07:51] 	7.920	-0.030	-0.4	4	7.950	8.040	1	7.950	7.920
[15:13:33] 	7.950	-	-	3	7.950	8.040	1	7.950	7.920
[15:22:13] 	7.950	-	-	4	7.950	8.040	1	7.950	7.920
[15:35:54] 	7.950	-	-	2	7.920	7.950	1	7.950	7.920
[15:38:51] 	7.950	-	-	4	7.940	8.040	1	7.950	7.920
[15:48:32] 	7.950	-	-	2	7.950	8.040	1	7.950	7.920
[16:01:38] 	7.950	-	-	4	7.940	8.040	1	7.950	7.920
[16:11:19] 	7.940	-0.010	-0.1	3	7.940	7.950	1	7.950	7.920
[16:12:27] 	7.940	-0.010	-0.1	1	7.940	8.040	1	7.950	7.920
[16:25:29] 	7.940	-0.010	-0.1	2	7.920	8.040	1	7.950	7.920
[16:30:36] 	7.940	-0.010	-0.1	4	7.920	8.040	1	7.950	7.920
[16:34:04] 	7.940	-0.010	-0.1	3	7.940	8.040	1	7.950	7.920
[16:36:10] 	7.940	-0.010	-0.1	3	7.940	8.030	1	7.950	7.920
[16:45:49] 	7.940	-0.010	-0.1	6	7.940	8.030	1	7.950	7.920
[16:47:55] 	7.940	-0.010	-0.1	3	7.940	8.030	1	7.950	7.920
[16:49:13] 	7.940	-0.010	-0.1	2	7.940	8.030	1	7.950	7.920
[16:51:30] 	7.940	-0.010	-0.1	5	7.940	8.030	1	7.950	7.920
[16:57:51] 	7.940	-0.010	-0.1	5	7.940	8.020	1	7.950	7.920
[16:58:42] 	7.940	-0.010	-0.1	4	7.940	8.020	1	7.950	7.920
[17:00:57] 	7.940	-0.010	-0.1	2	8.250	8.020	1	7.950	7.920
[17:03:07] 	7.940	-0.010	-0.1	2	8.250	7.940	1	7.950	7.920
[17:04:56] 	7.940	-0.010	-0.1	2	7.940	8.020	1	7.950	7.920
[17:05:56] 	8.010	+0.060	+0.8	2	7.940	8.020	1	8.010	7.920
