Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:15:09] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:18:36] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:18:57] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[16:55:41] 	10.04	0.52	5.462	2	9.85	10	18	10.2	9.6
[17:02:17] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[17:03:08] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[17:09:05] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[17:11:18] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[17:26:10] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[17:36:52] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[17:38:28] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[17:38:48] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[17:39:07] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[18:01:34] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[18:04:22] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[18:07:02] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[18:19:52] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[18:20:07] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[18:26:32] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[18:27:38] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[18:28:37] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[18:30:11] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[18:31:45] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[18:33:35] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[18:43:53] 	10.04	0.52	5.462	10	9.9	10	18	10.2	9.6
[10:41:44] 	9.8	-0.24	-2.39	1	9.76	9.86	5	9.94	9.8
