Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:44:09] 	-	-	-	1	15.500	15.800	1	-	-
[10:31:51] 	-	-	-	1	15.520	15.800	1	-	-
[11:29:55] 	15.520	-0.180	-1.1	1	15.500	15.800	1	15.520	15.520
[15:50:47] 	15.520	-0.180	-1.1	2	15.500	15.800	1	15.520	15.520
[16:05:54] 	15.520	-0.180	-1.1	4	15.500	15.800	1	15.520	15.520
[16:27:50] 	15.520	-0.180	-1.1	2	15.600	15.800	1	15.520	15.520
[16:45:55] 	15.600	-0.100	-0.6	4	15.500	15.800	1	15.600	15.520
[16:46:59] 	15.600	-0.100	-0.6	4	15.500	15.780	1	15.600	15.520
[16:51:56] 	15.600	-0.100	-0.6	4	15.500	15.760	1	15.600	15.520
[16:55:58] 	15.760	+0.060	+0.4	4	15.500	15.780	1	15.760	15.520
[09:36:48] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:37:41] 	-	-	-	2	11.000	15.800	1	-	-
[09:42:55] 	-	-	-	3	11.000	15.800	1	-	-
[09:46:52] 	-	-	-	2	11.100	15.800	1	-	-
