Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[15:33:53] 	8.100	-0.020	-0.2	1	7.950	8.050	3	8.120	8.100
[15:37:29] 	8.100	-0.020	-0.2	1	8.000	8.050	3	8.120	8.100
[15:54:23] 	8.100	-0.020	-0.2	2	8.000	8.050	3	8.120	8.100
[16:13:52] 	8.050	-0.070	-0.9	2	8.000	8.050	2	8.120	8.050
[16:18:37] 	8.050	-0.070	-0.9	8	8.050	8.100	3	8.120	8.050
[16:28:26] 	8.050	-0.070	-0.9	5	8.050	8.100	3	8.120	8.050
[16:31:48] 	8.050	-0.070	-0.9	2	8.050	8.100	3	8.120	8.050
[16:36:19] 	8.050	-0.070	-0.9	3	8.050	8.100	3	8.120	8.050
[16:47:39] 	8.050	-0.070	-0.9	3	8.050	8.100	1	8.120	8.050
[16:49:02] 	8.050	-0.070	-0.9	1	8.010	8.050	7	8.120	8.050
[16:52:30] 	8.050	-0.070	-0.9	3	8.050	8.100	1	8.120	8.050
[16:53:11] 	8.050	-0.070	-0.9	1	8.010	8.050	1	8.120	8.050
[17:02:38] 	8.050	-0.070	-0.9	1	8.010	8.010	1	8.120	8.050
[17:03:48] 	8.050	-0.070	-0.9	1	8.010	8.100	1	8.120	8.050
[17:04:59] 	8.020	-0.100	-1.2	1	8.010	8.100	1	8.120	8.020
[17:32:16] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[17:33:14] 	8.020	-0.100	-1.2	1	8.010	8.100	1	8.120	8.020
[17:40:01] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[17:40:49] 	8.020	-0.100	-1.2	1	8.010	8.100	1	8.120	8.020
