Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:27:24] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:28:37] 	0.585	-0.010	-1.7	722	0.585	0.590	296	0.590	0.585
[10:29:47] 	0.585	-0.010	-1.7	708	0.585	0.590	285	0.590	0.585
[10:30:54] 	0.585	-0.010	-1.7	714	0.585	0.590	288	0.590	0.585
[10:31:58] 	0.585	-0.010	-1.7	714	0.585	0.590	290	0.590	0.585
[10:33:01] 	0.585	-0.010	-1.7	714	0.585	0.590	292	0.590	0.585
[10:34:20] 	0.585	-0.010	-1.7	700	0.585	0.590	281	0.590	0.585
[10:35:30] 	0.585	-0.010	-1.7	700	0.585	0.590	283	0.590	0.585
[10:36:34] 	0.590	-0.005	-0.8	700	0.585	0.590	284	0.590	0.585
[10:37:48] 	0.585	-0.010	-1.7	712	0.585	0.590	282	0.590	0.585
[10:38:21] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:40:01] 	0.585	-0.010	-1.7	713	0.585	0.590	282	0.590	0.585
[10:41:06] 	0.585	-0.010	-1.7	693	0.585	0.590	275	0.590	0.585
[10:42:10] 	0.585	-0.010	-1.7	693	0.585	0.590	277	0.590	0.585
[10:43:13] 	0.585	-0.010	-1.7	808	0.585	0.590	377	0.590	0.585
[10:44:23] 	0.590	-0.005	-0.8	813	0.585	0.590	377	0.590	0.585
[10:45:32] 	0.590	-0.005	-0.8	814	0.585	0.590	377	0.590	0.585
[10:46:36] 	0.585	-0.010	-1.7	823	0.585	0.590	376	0.590	0.585
[10:47:47] 	0.585	-0.010	-1.7	823	0.585	0.590	379	0.590	0.585
[10:48:56] 	0.590	-0.005	-0.8	823	0.585	0.590	378	0.590	0.585
[10:50:05] 	0.585	-0.010	-1.7	817	0.585	0.590	367	0.590	0.585
[10:51:27] 	0.585	-0.010	-1.7	816	0.585	0.590	369	0.590	0.585
[10:52:41] 	0.585	-0.010	-1.7	830	0.585	0.590	369	0.590	0.585
[10:53:51] 	0.585	-0.010	-1.7	831	0.585	0.590	371	0.590	0.585
[10:55:12] 	0.590	-0.005	-0.8	824	0.585	0.590	358	0.590	0.585
[10:56:16] 	0.590	-0.005	-0.8	824	0.585	0.590	360	0.590	0.585
[10:57:29] 	0.590	-0.005	-0.8	836	0.585	0.590	360	0.590	0.585
