Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:49:29] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:50:34] 	0.555	-0.005	-0.9	103	0.555	0.560	105	0.560	0.550
[09:51:36] 	0.560	-	-	108	0.555	0.560	101	0.560	0.550
[09:52:49] 	0.555	-0.005	-0.9	107	0.555	0.560	101	0.560	0.550
[09:53:52] 	0.565	+0.005	+0.9	103	0.555	0.565	60	0.565	0.550
[09:55:00] 	0.565	+0.005	+0.9	80	0.560	0.565	60	0.565	0.550
[09:56:02] 	0.565	+0.005	+0.9	80	0.560	0.565	70	0.565	0.550
[09:58:12] 	0.565	+0.005	+0.9	72	0.560	0.565	62	0.565	0.550
[10:00:23] 	0.565	+0.005	+0.9	78	0.560	0.565	62	0.565	0.550
[10:01:25] 	0.565	+0.005	+0.9	78	0.560	0.565	48	0.565	0.550
[10:02:27] 	0.565	+0.005	+0.9	175	0.560	0.565	42	0.565	0.550
[10:03:35] 	0.565	+0.005	+0.9	96	0.565	0.570	35	0.565	0.550
[10:05:51] 	0.565	+0.005	+0.9	94	0.565	0.570	54	0.565	0.550
[10:06:53] 	0.570	+0.010	+1.8	104	0.565	0.570	95	0.570	0.550
[10:07:56] 	0.570	+0.010	+1.8	80	0.565	0.570	96	0.570	0.550
[10:10:06] 	0.570	+0.010	+1.8	72	0.565	0.570	76	0.570	0.550
[10:11:21] 	0.570	+0.010	+1.8	77	0.565	0.570	76	0.570	0.550
[10:12:28] 	0.565	+0.005	+0.9	86	0.565	0.570	62	0.570	0.550
[10:13:31] 	0.565	+0.005	+0.9	87	0.565	0.570	128	0.570	0.550
[10:14:48] 	0.570	+0.010	+1.8	67	0.565	0.570	148	0.570	0.550
[10:17:03] 	0.565	+0.005	+0.9	62	0.565	0.570	148	0.570	0.550
[10:18:06] 	0.570	+0.010	+1.8	61	0.565	0.570	148	0.570	0.550
[10:19:08] 	0.570	+0.010	+1.8	62	0.565	0.570	144	0.570	0.550
[10:22:28] 	0.565	+0.005	+0.9	38	0.565	0.570	130	0.570	0.550
[10:24:34] 	0.565	+0.005	+0.9	105	0.560	0.565	84	0.570	0.550
[10:25:37] 	0.565	+0.005	+0.9	106	0.560	0.565	95	0.570	0.550
[10:26:30] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:27:06] 	0.565	+0.005	+0.9	113	0.560	0.565	42	0.570	0.550
[10:28:08] 	0.565	+0.005	+0.9	118	0.560	0.565	27	0.570	0.550
[10:28:56] 	0.565	+0.005	+0.9	118	0.560	0.565	24	0.570	0.550
[10:29:58] 	0.565	+0.005	+0.9	122	0.560	0.565	17	0.570	0.550
[10:32:02] 	0.565	+0.005	+0.9	123	0.560	0.565	17	0.570	0.550
[10:34:06] 	0.565	+0.005	+0.9	123	0.560	0.565	31	0.570	0.550
[10:35:09] 	0.565	+0.005	+0.9	123	0.560	0.565	43	0.570	0.550
[10:37:13] 	0.565	+0.005	+0.9	122	0.560	0.565	33	0.570	0.550
[10:38:16] 	0.565	+0.005	+0.9	122	0.560	0.565	42	0.570	0.550
[10:39:18] 	0.565	+0.005	+0.9	135	0.560	0.565	34	0.570	0.550
[10:41:22] 	0.565	+0.005	+0.9	136	0.560	0.565	34	0.570	0.550
[10:43:26] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:44:34] 	0.565	+0.005	+0.9	135	0.560	0.565	10	0.570	0.550
[10:45:36] 	0.565	+0.005	+0.9	135	0.560	0.565	11	0.570	0.550
[10:48:02] 	0.565	+0.005	+0.9	135	0.560	0.565	9	0.570	0.550
[10:49:05] 	0.565	+0.005	+0.9	135	0.560	0.565	4	0.570	0.550
[10:50:14] 	0.565	+0.005	+0.9	135	0.560	0.565	5	0.570	0.550
[10:54:39] 	0.565	+0.005	+0.9	135	0.560	0.565	15	0.570	0.550
[10:55:48] 	0.565	+0.005	+0.9	135	0.560	0.565	33	0.570	0.550
[10:56:59] 	0.565	+0.005	+0.9	143	0.560	0.565	54	0.570	0.550
[10:58:10] 	0.565	+0.005	+0.9	144	0.560	0.565	60	0.570	0.550
[10:59:25] 	0.565	+0.005	+0.9	143	0.560	0.565	65	0.570	0.550
[11:01:44] 	0.565	+0.005	+0.9	153	0.560	0.565	65	0.570	0.550
[11:02:51] 	0.560	-	-	143	0.560	0.565	57	0.570	0.550
[11:04:07] 	0.565	+0.005	+0.9	143	0.560	0.565	68	0.570	0.550
[11:05:19] 	0.565	+0.005	+0.9	163	0.560	0.565	47	0.570	0.550
[11:06:27] 	0.565	+0.005	+0.9	163	0.560	0.565	66	0.570	0.550
[11:07:33] 	0.565	+0.005	+0.9	143	0.560	0.565	66	0.570	0.550
[11:10:05] 	0.560	-	-	142	0.560	0.565	65	0.570	0.550
[11:12:30] 	0.560	-	-	127	0.560	0.565	50	0.570	0.550
[11:13:36] 	0.560	-	-	128	0.560	0.565	50	0.570	0.550
[11:14:35] 	0.565	+0.005	+0.9	127	0.560	0.565	59	0.570	0.550
[11:18:57] 	0.565	+0.005	+0.9	127	0.560	0.565	55	0.570	0.550
[11:21:31] 	0.565	+0.005	+0.9	128	0.560	0.565	55	0.570	0.550
[11:22:38] 	0.565	+0.005	+0.9	136	0.560	0.565	32	0.570	0.550
[11:23:41] 	0.565	+0.005	+0.9	42	0.565	0.570	79	0.570	0.550
[11:24:48] 	0.570	+0.010	+1.8	42	0.565	0.570	61	0.570	0.550
[11:25:59] 	0.570	+0.010	+1.8	42	0.565	0.570	62	0.570	0.550
[11:28:20] 	0.570	+0.010	+1.8	42	0.565	0.570	52	0.570	0.550
[11:29:23] 	0.570	+0.010	+1.8	42	0.565	0.570	52	0.570	0.550
[11:30:27] 	0.570	+0.010	+1.8	43	0.565	0.570	52	0.570	0.550
[11:33:13] 	0.565	+0.005	+0.9	29	0.565	0.570	81	0.570	0.550
[11:34:15] 	0.570	+0.010	+1.8	29	0.565	0.570	95	0.570	0.550
[11:35:24] 	0.570	+0.010	+1.8	29	0.565	0.570	169	0.570	0.550
[11:36:26] 	0.565	+0.005	+0.9	35	0.565	0.570	194	0.570	0.550
[11:39:36] 	0.570	+0.010	+1.8	35	0.565	0.570	191	0.570	0.550
[11:41:56] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:42:22] 	0.570	+0.010	+1.8	35	0.565	0.570	191	0.570	0.550
[11:42:54] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:44:18] 	0.570	+0.010	+1.8	37	0.565	0.570	191	0.570	0.550
[11:45:20] 	0.570	+0.010	+1.8	37	0.565	0.570	206	0.570	0.550
[11:48:43] 	0.570	+0.010	+1.8	37	0.565	0.570	192	0.570	0.550
[11:49:49] 	0.570	+0.010	+1.8	38	0.565	0.570	188	0.570	0.550
[11:52:15] 	0.570	+0.010	+1.8	39	0.565	0.570	188	0.570	0.550
[11:53:17] 	0.565	+0.005	+0.9	41	0.565	0.570	173	0.570	0.550
[11:54:25] 	0.570	+0.010	+1.8	41	0.565	0.570	169	0.570	0.550
[11:55:28] 	0.570	+0.010	+1.8	41	0.565	0.570	184	0.570	0.550
[11:56:32] 	0.570	+0.010	+1.8	41	0.565	0.570	211	0.570	0.550
[11:59:49] 	0.570	+0.010	+1.8	41	0.565	0.570	217	0.570	0.550
[12:00:55] 	0.570	+0.010	+1.8	42	0.565	0.570	217	0.570	0.550
[12:01:59] 	0.565	+0.005	+0.9	41	0.565	0.570	217	0.570	0.550
[12:03:05] 	0.565	+0.005	+0.9	43	0.565	0.570	219	0.570	0.550
[12:04:07] 	0.570	+0.010	+1.8	40	0.565	0.570	198	0.570	0.550
[12:05:15] 	0.570	+0.010	+1.8	40	0.565	0.570	213	0.570	0.550
[12:06:18] 	0.570	+0.010	+1.8	40	0.565	0.570	230	0.570	0.550
[12:08:28] 	0.565	+0.005	+0.9	32	0.565	0.570	230	0.570	0.550
[12:09:31] 	0.565	+0.005	+0.9	33	0.565	0.570	235	0.570	0.550
[12:09:42] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:11:15] 	0.565	+0.005	+0.9	111	0.560	0.565	52	0.570	0.550
[12:11:52] 	0.565	+0.005	+0.9	111	0.560	0.565	123	0.570	0.550
[12:12:36] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:13:14] 	0.560	-	-	97	0.560	0.565	109	0.570	0.550
[12:14:18] 	0.560	-	-	81	0.560	0.565	93	0.570	0.550
[12:15:21] 	0.560	-	-	82	0.560	0.565	93	0.570	0.550
[12:15:32] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:16:45] 	0.560	-	-	74	0.560	0.565	87	0.570	0.550
[12:17:50] 	0.560	-	-	74	0.560	0.565	88	0.570	0.550
[12:18:57] 	0.560	-	-	79	0.560	0.565	107	0.570	0.550
[12:20:05] 	0.560	-	-	79	0.560	0.565	117	0.570	0.550
[12:21:16] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:22:53] 	0.560	-	-	74	0.560	0.565	105	0.570	0.550
[12:23:45] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:25:21] 	0.565	+0.005	+0.9	79	0.560	0.565	103	0.570	0.550
[12:26:24] 	0.560	-	-	45	0.560	0.565	78	0.570	0.550
[12:27:27] 	0.565	+0.005	+0.9	41	0.560	0.565	84	0.570	0.550
[12:28:29] 	0.560	-	-	40	0.560	0.565	84	0.570	0.550
[12:30:50] 	0.560	-	-	40	0.560	0.565	80	0.570	0.550
[12:32:03] 	0.560	-	-	2	0.565	0.565	80	0.570	0.550
[12:35:37] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
