Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:43:43] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:45:45] 	1.450	-	-	303	1.450	1.460	278	1.460	1.450
[09:50:24] 	1.450	-	-	253	1.450	1.460	328	1.460	1.450
[09:53:00] 	1.450	-	-	253	1.450	1.460	328	1.460	1.450
[09:54:51] 	1.450	-	-	253	1.450	1.460	328	1.460	1.450
[09:57:28] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:57:59] 	1.450	-	-	253	1.450	1.460	328	1.460	1.450
[10:01:27] 	1.460	+0.010	+0.7	253	1.450	1.460	327	1.460	1.450
[10:12:24] 	1.460	+0.010	+0.7	253	1.450	1.460	337	1.460	1.450
[10:20:31] 	1.450	-	-	110	1.440	1.460	337	1.460	1.450
[10:21:24] 	1.460	+0.010	+0.7	5	1.450	1.460	336	1.460	1.450
[10:23:30] 	1.450	-	-	110	1.440	1.450	45	1.460	1.450
[10:28:37] 	1.450	-	-	110	1.440	1.450	12	1.460	1.450
[10:29:31] 	1.450	-	-	110	1.440	1.450	32	1.460	1.450
[10:32:36] 	1.450	-	-	110	1.440	1.450	50	1.460	1.450
[10:41:26] 	1.450	-	-	110	1.440	1.450	49	1.460	1.450
[11:03:32] 	1.450	-	-	110	1.440	1.450	48	1.460	1.450
[11:06:25] 	1.440	-0.010	-0.7	1,270	1.430	1.440	17	1.460	1.440
[11:10:39] 	1.440	-0.010	-0.7	1,270	1.430	1.440	18	1.460	1.440
[11:14:26] 	1.420	-0.030	-2.1	107	1.420	1.430	230	1.460	1.420
[11:15:38] 	1.420	-0.030	-2.1	102	1.420	1.430	230	1.460	1.420
[11:16:23] 	1.410	-0.040	-2.8	31	1.410	1.430	230	1.460	1.410
[11:17:37] 	1.410	-0.040	-2.8	11	1.410	1.420	20	1.460	1.410
[11:18:32] 	1.410	-0.040	-2.8	11	1.410	1.420	25	1.460	1.410
[11:21:41] 	1.410	-0.040	-2.8	29	1.410	1.420	25	1.460	1.410
[11:22:38] 	1.410	-0.040	-2.8	14	1.410	1.420	75	1.460	1.410
[11:23:33] 	1.410	-0.040	-2.8	272	1.400	1.410	6	1.460	1.410
[11:24:34] 	1.410	-0.040	-2.8	272	1.400	1.410	1	1.460	1.410
[11:27:37] 	1.410	-0.040	-2.8	19	1.410	1.420	80	1.460	1.410
[11:28:32] 	1.420	-0.030	-2.1	19	1.410	1.420	79	1.460	1.410
[11:31:33] 	1.420	-0.030	-2.1	25	1.410	1.420	79	1.460	1.410
[11:34:34] 	1.420	-0.030	-2.1	125	1.410	1.420	79	1.460	1.410
[11:36:25] 	1.420	-0.030	-2.1	625	1.410	1.420	79	1.460	1.410
[11:38:39] 	1.420	-0.030	-2.1	725	1.410	1.420	79	1.460	1.410
