Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:02:01] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:03:04] 	0.685	+0.015	+2.2	267	0.680	0.685	193	0.685	0.670
[10:04:06] 	0.685	+0.015	+2.2	247	0.680	0.685	211	0.685	0.670
[10:05:30] 	0.685	+0.015	+2.2	247	0.680	0.685	221	0.685	0.670
[10:06:33] 	0.680	+0.010	+1.5	1,201	0.675	0.680	225	0.685	0.670
[10:08:43] 	0.675	+0.005	+0.7	1,191	0.675	0.680	235	0.685	0.670
[10:10:02] 	0.675	+0.005	+0.7	1,191	0.675	0.680	242	0.685	0.670
[10:11:20] 	0.675	+0.005	+0.7	1,191	0.675	0.680	245	0.685	0.670
[10:13:31] 	0.675	+0.005	+0.7	1,250	0.675	0.680	245	0.685	0.670
[10:15:47] 	0.680	+0.010	+1.5	1,250	0.675	0.680	244	0.685	0.670
[10:16:50] 	0.680	+0.010	+1.5	1,250	0.675	0.680	247	0.685	0.670
[10:17:58] 	0.680	+0.010	+1.5	1,250	0.675	0.680	337	0.685	0.670
[10:19:42] 	0.680	+0.010	+1.5	1,261	0.675	0.680	327	0.685	0.670
[10:22:03] 	0.680	+0.010	+1.5	1,261	0.675	0.680	326	0.685	0.670
[10:24:19] 	0.675	+0.005	+0.7	1,259	0.675	0.680	326	0.685	0.670
[10:25:22] 	0.680	+0.010	+1.5	1,259	0.675	0.680	323	0.685	0.670
[10:26:25] 	0.675	+0.005	+0.7	1,258	0.675	0.680	323	0.685	0.670
[10:27:27] 	0.680	+0.010	+1.5	1,263	0.675	0.680	325	0.685	0.670
[10:28:35] 	0.675	+0.005	+0.7	1,110	0.675	0.680	325	0.685	0.670
[10:29:38] 	0.680	+0.010	+1.5	1,108	0.675	0.680	351	0.685	0.670
[10:31:44] 	0.680	+0.010	+1.5	1,151	0.675	0.680	401	0.685	0.670
[10:35:13] 	0.675	+0.005	+0.7	1,150	0.675	0.680	376	0.685	0.670
[10:36:31] 	0.680	+0.010	+1.5	1,155	0.675	0.680	377	0.685	0.670
[10:37:34] 	0.680	+0.010	+1.5	1,150	0.675	0.680	376	0.685	0.670
[10:40:57] 	0.680	+0.010	+1.5	1,148	0.675	0.680	332	0.685	0.670
[10:44:13] 	0.675	+0.005	+0.7	1,147	0.675	0.680	331	0.685	0.670
[10:45:15] 	0.680	+0.010	+1.5	1,147	0.675	0.680	316	0.685	0.670
[10:46:18] 	0.675	+0.005	+0.7	1,137	0.675	0.680	287	0.685	0.670
[10:48:35] 	0.680	+0.010	+1.5	1,145	0.675	0.680	227	0.685	0.670
[10:50:51] 	0.680	+0.010	+1.5	1,145	0.675	0.680	225	0.685	0.670
[10:51:59] 	0.680	+0.010	+1.5	1,143	0.675	0.680	224	0.685	0.670
[10:53:07] 	0.680	+0.010	+1.5	1,143	0.675	0.680	223	0.685	0.670
[10:54:15] 	0.680	+0.010	+1.5	1,143	0.675	0.680	214	0.685	0.670
[10:55:28] 	0.680	+0.010	+1.5	1,143	0.675	0.680	204	0.685	0.670
