Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:33:17] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:34:22] 	0.675	-0.010	-1.5	61	0.675	0.680	264	0.680	0.665
[09:36:44] 	0.675	-0.010	-1.5	127	0.675	0.680	284	0.680	0.665
[09:40:08] 	0.675	-0.010	-1.5	127	0.675	0.680	294	0.680	0.665
[09:40:57] 	0.675	-0.010	-1.5	177	0.675	0.680	294	0.680	0.665
[09:41:53] 	0.675	-0.010	-1.5	172	0.675	0.680	294	0.680	0.665
[09:43:42] 	0.675	-0.010	-1.5	121	0.675	0.680	392	0.680	0.665
[09:45:06] 	0.675	-0.010	-1.5	159	0.675	0.680	392	0.680	0.665
[09:46:10] 	0.675	-0.010	-1.5	174	0.675	0.680	392	0.680	0.665
[09:50:06] 	0.675	-0.010	-1.5	173	0.675	0.680	392	0.680	0.665
[09:51:25] 	0.675	-0.010	-1.5	188	0.675	0.680	392	0.680	0.665
[09:53:43] 	0.675	-0.010	-1.5	183	0.675	0.680	392	0.680	0.665
[09:55:56] 	0.675	-0.010	-1.5	173	0.675	0.680	392	0.680	0.665
[09:57:02] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:58:06] 	0.675	-0.010	-1.5	177	0.675	0.680	392	0.680	0.665
[10:00:36] 	0.675	-0.010	-1.5	182	0.675	0.680	392	0.680	0.665
[10:01:45] 	0.680	-0.005	-0.7	167	0.675	0.680	391	0.680	0.665
[10:02:59] 	0.675	-0.010	-1.5	172	0.675	0.680	391	0.680	0.665
[10:04:04] 	0.675	-0.010	-1.5	179	0.675	0.680	391	0.680	0.665
[10:05:15] 	0.680	-0.005	-0.7	179	0.675	0.680	370	0.680	0.665
[10:06:19] 	0.680	-0.005	-0.7	179	0.675	0.680	410	0.680	0.665
[10:08:26] 	0.680	-0.005	-0.7	223	0.675	0.680	409	0.680	0.665
[10:11:12] 	0.680	-0.005	-0.7	235	0.675	0.680	409	0.680	0.665
[10:12:21] 	0.680	-0.005	-0.7	235	0.675	0.680	407	0.680	0.665
[10:14:48] 	0.680	-0.005	-0.7	265	0.675	0.680	407	0.680	0.665
[10:15:47] 	0.680	-0.005	-0.7	268	0.675	0.680	404	0.680	0.665
[10:16:50] 	0.680	-0.005	-0.7	268	0.675	0.680	403	0.680	0.665
[10:17:56] 	0.680	-0.005	-0.7	232	0.675	0.680	394	0.680	0.665
[10:18:59] 	0.680	-0.005	-0.7	231	0.675	0.680	391	0.680	0.665
[10:20:42] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:21:03] 	0.690	+0.005	+0.7	125	0.685	0.690	255	0.690	0.665
[10:21:23] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:22:05] 	0.685	-	-	104	0.680	0.690	155	0.690	0.665
[10:22:36] 	0.685	-	-	155	0.685	0.690	165	0.690	0.665
[10:24:10] 	0.685	-	-	161	0.685	0.690	135	0.690	0.665
[10:25:24] 	0.685	-	-	176	0.685	0.690	135	0.690	0.665
[10:26:28] 	0.690	+0.005	+0.7	119	0.685	0.690	71	0.690	0.665
[10:27:37] 	0.685	-	-	79	0.685	0.690	121	0.690	0.665
[10:29:52] 	0.685	-	-	79	0.685	0.690	131	0.690	0.665
[10:32:51] 	0.685	-	-	75	0.685	0.690	212	0.690	0.665
[10:34:18] 	0.685	-	-	80	0.685	0.690	212	0.690	0.665
[10:35:38] 	0.685	-	-	132	0.685	0.690	209	0.690	0.665
[10:36:53] 	0.685	-	-	132	0.685	0.690	213	0.690	0.665
[10:39:44] 	0.685	-	-	139	0.685	0.690	233	0.690	0.665
[10:40:54] 	0.690	+0.005	+0.7	139	0.685	0.690	228	0.690	0.665
[10:41:59] 	0.690	+0.005	+0.7	142	0.685	0.690	78	0.690	0.665
[10:42:53] 	0.690	+0.005	+0.7	246	0.690	0.695	220	0.690	0.665
[10:43:56] 	0.700	+0.015	+2.2	273	0.695	0.700	219	0.700	0.665
[10:45:02] 	0.705	+0.020	+2.9	146	0.700	0.705	212	0.705	0.665
[10:46:06] 	0.700	+0.015	+2.2	195	0.700	0.705	212	0.705	0.665
[10:47:11] 	0.700	+0.015	+2.2	271	0.700	0.705	233	0.705	0.665
[10:49:06] 	0.700	+0.015	+2.2	298	0.700	0.705	253	0.705	0.665
[10:50:11] 	0.700	+0.015	+2.2	298	0.700	0.705	260	0.705	0.665
[10:51:15] 	0.700	+0.015	+2.2	302	0.700	0.705	260	0.705	0.665
[10:52:26] 	0.700	+0.015	+2.2	318	0.700	0.705	249	0.705	0.665
[10:54:19] 	0.700	+0.015	+2.2	320	0.700	0.705	252	0.705	0.665
[10:55:33] 	0.700	+0.015	+2.2	310	0.700	0.705	252	0.705	0.665
[10:56:50] 	0.705	+0.020	+2.9	330	0.700	0.705	232	0.705	0.665
[10:57:59] 	0.710	+0.025	+3.6	270	0.705	0.710	184	0.710	0.665
[10:59:06] 	0.715	+0.030	+4.4	319	0.710	0.715	242	0.715	0.665
[11:00:10] 	0.715	+0.030	+4.4	305	0.710	0.715	47	0.715	0.665
[11:01:29] 	0.720	+0.035	+5.1	11	0.715	0.720	234	0.720	0.665
[11:02:38] 	0.715	+0.030	+4.4	207	0.710	0.715	26	0.720	0.665
[11:03:42] 	0.710	+0.025	+3.6	175	0.710	0.715	61	0.720	0.665
[11:06:14] 	0.710	+0.025	+3.6	165	0.710	0.715	66	0.720	0.665
[11:07:35] 	0.715	+0.030	+4.4	101	0.710	0.720	219	0.720	0.665
[11:08:54] 	0.710	+0.025	+3.6	62	0.705	0.710	16	0.720	0.665
[11:10:04] 	0.705	+0.020	+2.9	55	0.705	0.710	16	0.720	0.665
[11:10:53] 	0.710	+0.025	+3.6	66	0.705	0.710	1	0.720	0.665
[11:11:42] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:12:50] 	0.710	+0.025	+3.6	6	0.710	0.715	25	0.720	0.665
[11:13:49] 	0.710	+0.025	+3.6	6	0.710	0.715	70	0.720	0.665
[11:14:47] 	0.710	+0.025	+3.6	1	0.710	0.715	70	0.720	0.665
[11:15:45] 	0.710	+0.025	+3.6	90	0.705	0.710	58	0.720	0.665
[11:16:49] 	0.710	+0.025	+3.6	130	0.705	0.710	88	0.720	0.665
[11:19:17] 	0.705	+0.020	+2.9	89	0.705	0.710	88	0.720	0.665
[11:20:26] 	0.705	+0.020	+2.9	134	0.700	0.705	70	0.720	0.665
[11:21:30] 	0.705	+0.020	+2.9	111	0.700	0.705	70	0.720	0.665
[11:22:45] 	0.700	+0.015	+2.2	75	0.700	0.705	70	0.720	0.665
[11:23:57] 	0.700	+0.015	+2.2	135	0.695	0.700	19	0.720	0.665
[11:25:02] 	0.700	+0.015	+2.2	26	0.700	0.705	50	0.720	0.665
[11:26:06] 	0.700	+0.015	+2.2	115	0.695	0.700	86	0.720	0.665
[11:27:15] 	0.695	+0.010	+1.5	107	0.695	0.700	86	0.720	0.665
[11:28:25] 	0.700	+0.015	+2.2	60	0.700	0.705	50	0.720	0.665
[11:29:34] 	0.700	+0.015	+2.2	111	0.695	0.700	59	0.720	0.665
[11:30:38] 	0.700	+0.015	+2.2	11	0.700	0.705	50	0.720	0.665
[11:31:42] 	0.700	+0.015	+2.2	1	0.700	0.705	50	0.720	0.665
[11:32:55] 	0.700	+0.015	+2.2	111	0.695	0.700	21	0.720	0.665
[11:34:05] 	0.695	+0.010	+1.5	64	0.695	0.700	11	0.720	0.665
[11:35:21] 	0.695	+0.010	+1.5	89	0.695	0.700	11	0.720	0.665
[11:37:05] 	0.700	+0.015	+2.2	82	0.695	0.705	35	0.720	0.665
[11:38:09] 	0.700	+0.015	+2.2	82	0.695	0.705	46	0.720	0.665
[11:39:24] 	0.700	+0.015	+2.2	82	0.695	0.705	71	0.720	0.665
[11:42:38] 	0.700	+0.015	+2.2	91	0.695	0.700	15	0.720	0.665
[11:42:43] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:44:09] 	0.700	+0.015	+2.2	91	0.695	0.700	15	0.720	0.665
[11:45:12] 	0.700	+0.015	+2.2	91	0.695	0.700	65	0.720	0.665
[11:46:16] 	0.700	+0.015	+2.2	86	0.695	0.700	65	0.720	0.665
[11:49:43] 	0.700	+0.015	+2.2	86	0.695	0.700	70	0.720	0.665
[11:51:25] 	0.700	+0.015	+2.2	86	0.695	0.700	110	0.720	0.665
[11:52:30] 	0.695	+0.010	+1.5	92	0.695	0.700	120	0.720	0.665
[11:56:00] 	0.700	+0.015	+2.2	72	0.695	0.700	119	0.720	0.665
[11:57:09] 	0.700	+0.015	+2.2	72	0.695	0.700	107	0.720	0.665
[11:58:43] 	0.700	+0.015	+2.2	72	0.695	0.700	117	0.720	0.665
[11:59:54] 	0.700	+0.015	+2.2	73	0.695	0.700	119	0.720	0.665
[12:00:59] 	0.700	+0.015	+2.2	130	0.695	0.700	119	0.720	0.665
[12:02:09] 	0.700	+0.015	+2.2	80	0.695	0.700	135	0.720	0.665
[12:03:13] 	0.700	+0.015	+2.2	80	0.695	0.700	138	0.720	0.665
[12:04:27] 	0.700	+0.015	+2.2	80	0.695	0.700	142	0.720	0.665
[12:05:31] 	0.700	+0.015	+2.2	82	0.695	0.700	139	0.720	0.665
[12:06:36] 	0.700	+0.015	+2.2	73	0.695	0.700	138	0.720	0.665
[12:08:10] 	0.695	+0.010	+1.5	5	0.695	0.700	158	0.720	0.665
[12:09:30] 	0.695	+0.010	+1.5	179	0.690	0.695	75	0.720	0.665
[12:10:39] 	0.695	+0.010	+1.5	179	0.690	0.695	45	0.720	0.665
[12:11:45] 	0.695	+0.010	+1.5	55	0.695	0.700	138	0.720	0.665
[12:12:49] 	0.695	+0.010	+1.5	30	0.695	0.700	138	0.720	0.665
[12:13:52] 	0.695	+0.010	+1.5	33	0.695	0.700	138	0.720	0.665
[12:14:56] 	0.695	+0.010	+1.5	179	0.690	0.695	8	0.720	0.665
[12:16:05] 	0.700	+0.015	+2.2	46	0.695	0.700	136	0.720	0.665
[12:18:23] 	0.700	+0.015	+2.2	58	0.695	0.700	136	0.720	0.665
[12:20:41] 	0.695	+0.010	+1.5	48	0.695	0.700	136	0.720	0.665
[12:21:45] 	0.695	+0.010	+1.5	3	0.695	0.700	136	0.720	0.665
[12:25:17] 	0.695	+0.010	+1.5	174	0.690	0.695	29	0.720	0.665
[12:27:44] 	0.695	+0.010	+1.5	24	0.695	0.700	153	0.720	0.665
[12:29:13] 	0.695	+0.010	+1.5	3	0.695	0.700	153	0.720	0.665
[12:30:27] 	0.700	+0.015	+2.2	2	0.695	0.700	151	0.720	0.665
[12:47:23] 	0.700	+0.015	+2.2	1	0.750	0.700	151	0.720	0.665
[13:12:36] 	0.700	+0.015	+2.2	1	0.750	0.700	156	0.720	0.665
[13:18:43] 	0.700	+0.015	+2.2	1	0.750	0.700	160	0.720	0.665
[13:34:15] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:35:12] 	0.700	+0.015	+2.2	1	0.750	0.700	160	0.720	0.665
[13:36:27] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:38:04] 	0.700	+0.015	+2.2	1	0.750	0.700	160	0.720	0.665
[13:45:25] 	0.700	+0.015	+2.2	1	0.750	0.695	15	0.720	0.665
[14:00:23] 	0.695	+0.010	+1.5	173	0.690	0.695	27	0.720	0.665
[14:01:12] 	0.695	+0.010	+1.5	176	0.690	0.695	27	0.720	0.665
[14:02:21] 	0.695	+0.010	+1.5	181	0.690	0.695	27	0.720	0.665
[14:03:25] 	0.695	+0.010	+1.5	186	0.690	0.695	47	0.720	0.665
[14:04:30] 	0.695	+0.010	+1.5	186	0.690	0.695	46	0.720	0.665
[14:05:50] 	0.695	+0.010	+1.5	187	0.690	0.695	60	0.720	0.665
[14:06:01] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:07:12] 	0.695	+0.010	+1.5	187	0.690	0.695	35	0.720	0.665
[14:08:11] 	0.695	+0.010	+1.5	167	0.690	0.695	43	0.720	0.665
[14:08:55] 	0.695	+0.010	+1.5	167	0.690	0.695	53	0.720	0.665
[14:13:23] 	0.690	+0.005	+0.7	88	0.685	0.690	47	0.720	0.665
[14:14:33] 	0.690	+0.005	+0.7	78	0.685	0.690	70	0.720	0.665
[14:15:38] 	0.690	+0.005	+0.7	104	0.685	0.690	70	0.720	0.665
[14:17:48] 	0.690	+0.005	+0.7	107	0.685	0.690	70	0.720	0.665
[14:28:40] 	0.690	+0.005	+0.7	109	0.685	0.690	67	0.720	0.665
[14:29:53] 	0.690	+0.005	+0.7	109	0.685	0.690	66	0.720	0.665
[14:31:41] 	0.685	-	-	88	0.680	0.685	34	0.720	0.665
[14:32:57] 	0.685	-	-	108	0.680	0.685	34	0.720	0.665
[14:35:13] 	0.685	-	-	107	0.680	0.685	14	0.720	0.665
[14:36:21] 	0.685	-	-	107	0.680	0.685	42	0.720	0.665
[14:38:49] 	0.685	-	-	109	0.680	0.685	40	0.720	0.665
[14:42:25] 	0.685	-	-	109	0.680	0.685	38	0.720	0.665
[14:43:30] 	0.685	-	-	109	0.680	0.685	16	0.720	0.665
[14:44:41] 	0.685	-	-	11	0.685	0.690	93	0.720	0.665
[14:47:05] 	0.685	-	-	124	0.680	0.690	93	0.720	0.665
[14:49:35] 	0.690	+0.005	+0.7	48	0.685	0.690	88	0.720	0.665
[14:50:48] 	0.685	-	-	38	0.685	0.690	88	0.720	0.665
[14:53:01] 	0.685	-	-	41	0.685	0.690	88	0.720	0.665
[14:54:10] 	0.685	-	-	29	0.685	0.690	88	0.720	0.665
[14:57:31] 	0.685	-	-	9	0.685	0.690	88	0.720	0.665
[14:58:35] 	0.690	+0.005	+0.7	77	0.680	0.690	84	0.720	0.665
[14:59:43] 	0.690	+0.005	+0.7	68	0.680	0.690	84	0.720	0.665
[15:00:47] 	0.690	+0.005	+0.7	70	0.680	0.690	84	0.720	0.665
[15:01:51] 	0.690	+0.005	+0.7	70	0.680	0.685	30	0.720	0.665
[15:02:54] 	0.690	+0.005	+0.7	71	0.680	0.685	30	0.720	0.665
[15:04:03] 	0.690	+0.005	+0.7	68	0.680	0.685	30	0.720	0.665
[15:05:34] 	0.685	-	-	68	0.680	0.685	27	0.720	0.665
[15:06:38] 	0.685	-	-	71	0.680	0.685	26	0.720	0.665
[15:07:48] 	0.685	-	-	69	0.680	0.685	11	0.720	0.665
[15:08:54] 	0.685	-	-	69	0.680	0.685	9	0.720	0.665
[15:10:02] 	0.685	-	-	69	0.680	0.685	4	0.720	0.665
[15:11:11] 	0.690	+0.005	+0.7	69	0.680	0.690	92	0.720	0.665
[15:12:43] 	0.690	+0.005	+0.7	7	0.685	0.690	92	0.720	0.665
[15:14:12] 	0.685	-	-	70	0.680	0.685	3	0.720	0.665
[15:15:56] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:17:30] 	0.685	-	-	71	0.680	0.685	65	0.720	0.665
[15:18:34] 	0.685	-	-	71	0.680	0.685	64	0.720	0.665
[15:20:12] 	0.685	-	-	70	0.680	0.685	66	0.720	0.665
[15:21:31] 	0.680	-0.005	-0.7	89	0.680	0.685	90	0.720	0.665
[15:23:08] 	0.680	-0.005	-0.7	80	0.680	0.685	87	0.720	0.665
[15:24:12] 	0.680	-0.005	-0.7	135	0.675	0.685	87	0.720	0.665
[15:25:18] 	0.675	-0.010	-1.5	129	0.675	0.685	87	0.720	0.665
[15:26:27] 	0.675	-0.010	-1.5	138	0.675	0.680	22	0.720	0.665
[15:27:32] 	0.675	-0.010	-1.5	147	0.675	0.680	22	0.720	0.665
[15:28:36] 	0.680	-0.005	-0.7	124	0.675	0.680	81	0.720	0.665
[15:29:40] 	0.675	-0.010	-1.5	225	0.670	0.675	66	0.720	0.665
[15:30:49] 	0.675	-0.010	-1.5	225	0.670	0.675	59	0.720	0.665
