Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[07:11:22] 	2.370	+0.170	+7.7	2	2.370	2.380	420	2.430	2.220
[14:04:01] 	2.410	+0.040	+1.7	130	2.390	2.410	71	2.480	2.380
[14:05:01] 	2.390	+0.020	+0.8	160	2.390	2.410	56	2.480	2.380
[14:05:53] 	2.400	+0.030	+1.3	185	2.390	2.400	1	2.480	2.380
[14:07:37] 	2.400	+0.030	+1.3	197	2.390	2.400	2	2.480	2.380
[14:08:14] 	2.400	+0.030	+1.3	199	2.390	2.400	11	2.480	2.380
[14:09:10] 	2.400	+0.030	+1.3	25	2.400	2.410	59	2.480	2.380
[14:10:17] 	2.400	+0.030	+1.3	50	2.400	2.410	19	2.480	2.380
[14:11:24] 	2.400	+0.030	+1.3	58	2.400	2.410	26	2.480	2.380
[14:12:33] 	2.400	+0.030	+1.3	57	2.400	2.410	25	2.480	2.380
[14:13:22] 	2.410	+0.040	+1.7	41	2.400	2.410	4	2.480	2.380
[14:14:05] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:14:39] 	2.410	+0.040	+1.7	53	2.400	2.410	13	2.480	2.380
[14:15:27] 	2.400	+0.030	+1.3	54	2.400	2.410	18	2.480	2.380
[14:16:09] 	2.400	+0.030	+1.3	52	2.400	2.410	33	2.480	2.380
[14:16:51] 	2.410	+0.040	+1.7	87	2.400	2.410	16	2.480	2.380
[14:17:54] 	2.410	+0.040	+1.7	89	2.400	2.420	144	2.480	2.380
[14:18:58] 	2.410	+0.040	+1.7	94	2.400	2.410	27	2.480	2.380
[14:20:00] 	2.410	+0.040	+1.7	101	2.400	2.410	3	2.480	2.380
[14:21:04] 	2.420	+0.050	+2.1	64	2.410	2.420	129	2.480	2.380
[14:22:07] 	2.410	+0.040	+1.7	48	2.410	2.420	137	2.480	2.380
[14:23:04] 	2.410	+0.040	+1.7	47	2.410	2.420	149	2.480	2.380
[14:24:39] 	2.410	+0.040	+1.7	47	2.410	2.420	175	2.480	2.380
[14:25:48] 	2.410	+0.040	+1.7	61	2.410	2.420	176	2.480	2.380
[14:26:50] 	2.410	+0.040	+1.7	64	2.410	2.420	180	2.480	2.380
[14:27:54] 	2.410	+0.040	+1.7	135	2.400	2.410	10	2.480	2.380
[14:29:01] 	2.400	+0.030	+1.3	142	2.400	2.410	12	2.480	2.380
[14:30:25] 	2.410	+0.040	+1.7	150	2.400	2.410	78	2.480	2.380
