Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[07:15:20] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[07:15:34] 	2.200	+0.170	+8.4	130	2.190	2.200	2,409	2.200	2.000
[09:05:50] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:53:39] 	2.240	+0.040	+1.8	765	2.230	2.240	140	2.250	2.170
[14:54:14] 	2.240	+0.040	+1.8	769	2.230	2.240	184	2.250	2.170
[14:54:38] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[14:55:08] 	2.240	+0.040	+1.8	770	2.230	2.240	215	2.250	2.170
[14:56:24] 	2.240	+0.040	+1.8	801	2.230	2.240	49	2.250	2.170
[14:57:47] 	2.240	+0.040	+1.8	820	2.230	2.240	156	2.250	2.170
[14:59:11] 	2.240	+0.040	+1.8	778	2.230	2.240	62	2.250	2.170
[15:00:43] 	2.240	+0.040	+1.8	54	2.240	2.250	1,644	2.250	2.170
[15:02:11] 	2.240	+0.040	+1.8	334	2.240	2.250	1,700	2.250	2.170
[15:03:24] 	2.250	+0.050	+2.3	64	2.240	2.250	1,586	2.250	2.170
[15:04:31] 	2.240	+0.040	+1.8	85	2.240	2.250	1,594	2.250	2.170
[15:05:47] 	2.240	+0.040	+1.8	256	2.240	2.250	1,608	2.250	2.170
[15:07:05] 	2.260	+0.060	+2.7	855	2.250	2.260	216	2.260	2.170
[15:08:38] 	2.260	+0.060	+2.7	283	2.260	2.270	455	2.270	2.170
[15:09:48] 	2.270	+0.070	+3.2	81	2.270	2.280	814	2.270	2.170
[15:10:56] 	2.270	+0.070	+3.2	517	2.260	2.270	400	2.270	2.170
[15:12:09] 	2.260	+0.060	+2.7	452	2.260	2.270	376	2.270	2.170
[15:13:11] 	2.270	+0.070	+3.2	357	2.260	2.270	526	2.270	2.170
[15:14:40] 	2.260	+0.060	+2.7	257	2.260	2.270	541	2.270	2.170
[15:15:43] 	2.260	+0.060	+2.7	536	2.250	2.260	203	2.270	2.170
[15:17:08] 	2.270	+0.070	+3.2	551	2.260	2.270	645	2.270	2.170
[15:18:12] 	2.270	+0.070	+3.2	485	2.260	2.270	560	2.270	2.170
[15:19:20] 	2.270	+0.070	+3.2	534	2.260	2.270	209	2.270	2.170
[15:19:58] 	2.270	+0.070	+3.2	275	2.270	2.280	835	2.270	2.170
[15:21:05] 	2.270	+0.070	+3.2	395	2.270	2.280	841	2.270	2.170
[15:21:38] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:21:58] 	2.280	+0.080	+3.6	16	2.280	2.290	1,126	2.280	2.170
[15:22:54] 	2.280	+0.080	+3.6	555	2.280	2.290	1,045	2.290	2.170
[15:24:11] 	2.280	+0.080	+3.6	218	2.280	2.290	283	2.290	2.170
[15:25:13] 	2.290	+0.090	+4.1	425	2.280	2.290	312	2.290	2.170
