Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:03:20] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:04:02] 	2.070	-0.010	-0.5	55	2.060	2.070	147	2.090	2.050
[10:04:02] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:05:03] 	2.060	-0.020	-1.0	67	2.060	2.070	155	2.090	2.050
[10:06:41] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:07:27] 	2.070	-0.010	-0.5	256	2.060	2.070	138	2.090	2.050
[10:08:24] 	2.070	-0.010	-0.5	243	2.060	2.070	134	2.090	2.050
[10:09:47] 	2.070	-0.010	-0.5	245	2.060	2.070	146	2.090	2.050
[10:10:49] 	2.060	-0.020	-1.0	133	2.060	2.070	147	2.090	2.050
[10:11:56] 	2.060	-0.020	-1.0	312	2.060	2.070	133	2.090	2.050
[10:13:14] 	2.060	-0.020	-1.0	321	2.060	2.070	145	2.090	2.050
[10:14:27] 	2.060	-0.020	-1.0	138	2.060	2.070	145	2.090	2.050
[10:15:29] 	2.070	-0.010	-0.5	142	2.060	2.070	143	2.090	2.050
[10:16:31] 	2.070	-0.010	-0.5	144	2.060	2.070	134	2.090	2.050
[10:17:54] 	2.060	-0.020	-1.0	136	2.060	2.070	134	2.090	2.050
[10:18:57] 	2.070	-0.010	-0.5	146	2.060	2.070	146	2.090	2.050
[10:20:00] 	2.070	-0.010	-0.5	150	2.060	2.070	142	2.090	2.050
[10:21:02] 	2.070	-0.010	-0.5	164	2.060	2.070	141	2.090	2.050
[10:22:15] 	2.060	-0.020	-1.0	156	2.060	2.070	139	2.090	2.050
[10:23:22] 	2.060	-0.020	-1.0	154	2.060	2.070	149	2.090	2.050
[10:24:25] 	2.060	-0.020	-1.0	152	2.060	2.070	149	2.090	2.050
[10:25:27] 	2.060	-0.020	-1.0	166	2.060	2.070	147	2.090	2.050
[10:26:34] 	2.060	-0.020	-1.0	12	2.060	2.070	129	2.090	2.050
[10:27:19] 	2.060	-0.020	-1.0	18	2.060	2.070	143	2.090	2.050
[10:28:21] 	2.060	-0.020	-1.0	265	2.050	2.060	9	2.090	2.050
[10:29:24] 	2.050	-0.030	-1.4	18	2.060	2.070	150	2.090	2.050
[10:30:41] 	2.070	-0.010	-0.5	19	2.060	2.070	147	2.090	2.050
[10:31:38] 	2.060	-0.020	-1.0	1	2.060	2.070	130	2.090	2.050
[10:35:09] 	2.050	-0.030	-1.4	275	2.050	2.060	68	2.090	2.050
[10:36:26] 	2.050	-0.030	-1.4	274	2.050	2.060	68	2.090	2.050
[10:37:43] 	2.060	-0.020	-1.0	270	2.050	2.060	64	2.090	2.050
