Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:48:12] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:49:06] 	3.030	+0.010	+0.3	64	3.030	3.040	31	3.050	2.990
[09:53:27] 	3.030	+0.010	+0.3	47	3.020	3.030	45	3.050	2.990
[09:57:28] 	3.030	+0.010	+0.3	64	3.020	3.030	43	3.050	2.990
[10:07:04] 	3.040	+0.020	+0.7	22	3.030	3.040	48	3.050	2.990
[10:07:58] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:08:20] 	3.040	+0.020	+0.7	21	3.030	3.040	50	3.050	2.990
[10:11:04] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:12:10] 	3.030	+0.010	+0.3	35	3.030	3.040	51	3.050	2.990
[10:13:05] 	3.030	+0.010	+0.3	29	3.030	3.040	51	3.050	2.990
[10:14:43] 	3.030	+0.010	+0.3	31	3.030	3.040	52	3.050	2.990
[10:15:51] 	3.030	+0.010	+0.3	34	3.030	3.040	52	3.050	2.990
[10:17:23] 	3.030	+0.010	+0.3	43	3.030	3.040	52	3.050	2.990
[10:18:14] 	3.030	+0.010	+0.3	43	3.030	3.040	27	3.050	2.990
[10:23:01] 	3.050	+0.030	+1.0	2	3.040	3.050	42	3.050	2.990
[10:26:11] 	3.060	+0.040	+1.3	5	3.060	3.070	71	3.060	2.990
[10:27:25] 	3.090	+0.070	+2.3	21	3.070	3.090	43	3.090	2.990
[10:28:50] 	3.080	+0.060	+2.0	23	3.070	3.080	13	3.090	2.990
[10:29:34] 	3.080	+0.060	+2.0	21	3.070	3.080	46	3.090	2.990
[10:30:37] 	3.080	+0.060	+2.0	22	3.070	3.080	49	3.090	2.990
[10:30:42] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:31:27] 	3.060	+0.040	+1.3	80	3.050	3.070	36	3.090	2.990
[10:32:39] 	3.070	+0.050	+1.7	9	3.060	3.070	43	3.090	2.990
[10:33:31] 	3.070	+0.050	+1.7	13	3.060	3.070	43	3.090	2.990
[10:36:47] 	3.070	+0.050	+1.7	4	3.070	3.080	22	3.090	2.990
[10:37:51] 	3.080	+0.060	+2.0	7	3.070	3.080	15	3.090	2.990
[10:38:59] 	3.080	+0.060	+2.0	11	3.070	3.090	46	3.090	2.990
[10:40:15] 	3.090	+0.070	+2.3	12	3.080	3.090	46	3.090	2.990
[10:41:38] 	3.090	+0.070	+2.3	1	3.080	3.090	44	3.090	2.990
[10:42:48] 	3.080	+0.060	+2.0	44	3.070	3.090	44	3.090	2.990
[10:43:52] 	3.080	+0.060	+2.0	44	3.070	3.080	10	3.090	2.990
[10:45:12] 	3.080	+0.060	+2.0	12	3.080	3.090	49	3.090	2.990
[10:46:16] 	3.080	+0.060	+2.0	7	3.080	3.090	49	3.090	2.990
[10:47:23] 	3.070	+0.050	+1.7	50	3.060	3.070	12	3.090	2.990
[10:48:42] 	3.070	+0.050	+1.7	31	3.060	3.070	16	3.090	2.990
[10:49:47] 	3.070	+0.050	+1.7	20	3.060	3.070	41	3.090	2.990
[10:51:18] 	3.060	+0.040	+1.3	21	3.060	3.070	44	3.090	2.990
[10:52:33] 	3.060	+0.040	+1.3	32	3.060	3.070	44	3.090	2.990
[10:53:47] 	3.060	+0.040	+1.3	32	3.060	3.070	49	3.090	2.990
[10:54:58] 	3.060	+0.040	+1.3	34	3.060	3.070	49	3.090	2.990
[10:57:16] 	3.070	+0.050	+1.7	34	3.060	3.070	47	3.090	2.990
[10:58:21] 	3.070	+0.050	+1.7	34	3.060	3.070	50	3.090	2.990
[10:59:25] 	3.070	+0.050	+1.7	35	3.060	3.070	14	3.090	2.990
[11:00:29] 	3.070	+0.050	+1.7	35	3.060	3.080	59	3.090	2.990
[11:02:25] 	3.070	+0.050	+1.7	35	3.060	3.070	4	3.090	2.990
[11:03:38] 	3.070	+0.050	+1.7	35	3.060	3.070	7	3.090	2.990
[11:05:16] 	3.070	+0.050	+1.7	34	3.060	3.070	2	3.090	2.990
[11:06:20] 	3.070	+0.050	+1.7	39	3.060	3.080	66	3.090	2.990
[11:07:33] 	3.070	+0.050	+1.7	39	3.060	3.080	64	3.090	2.990
[11:08:42] 	3.060	+0.040	+1.3	45	3.060	3.070	16	3.090	2.990
[11:09:52] 	3.070	+0.050	+1.7	48	3.060	3.070	84	3.090	2.990
[11:10:56] 	3.060	+0.040	+1.3	50	3.060	3.070	34	3.090	2.990
[11:13:25] 	3.070	+0.050	+1.7	50	3.060	3.070	17	3.090	2.990
[11:14:44] 	3.070	+0.050	+1.7	49	3.060	3.070	4	3.090	2.990
[11:15:48] 	3.090	+0.070	+2.3	40	3.080	3.090	33	3.090	2.990
[11:16:58] 	3.090	+0.070	+2.3	38	3.080	3.090	23	3.090	2.990
[11:18:03] 	3.090	+0.070	+2.3	40	3.080	3.090	24	3.090	2.990
[11:19:10] 	3.080	+0.060	+2.0	10	3.080	3.090	106	3.090	2.990
[11:20:24] 	3.090	+0.070	+2.3	41	3.080	3.090	15	3.090	2.990
[11:21:29] 	3.090	+0.070	+2.3	42	3.080	3.090	14	3.090	2.990
[11:23:41] 	3.090	+0.070	+2.3	36	3.080	3.090	36	3.090	2.990
[11:26:40] 	3.090	+0.070	+2.3	34	3.080	3.090	46	3.090	2.990
[11:27:46] 	3.080	+0.060	+2.0	48	3.070	3.080	11	3.090	2.990
[11:28:19] 	3.080	+0.060	+2.0	48	3.070	3.080	15	3.090	2.990
[11:29:35] 	3.080	+0.060	+2.0	33	3.070	3.080	1	3.090	2.990
[11:30:18] 	3.090	+0.070	+2.3	17	3.080	3.090	96	3.090	2.990
[11:34:39] 	3.080	+0.060	+2.0	5	3.080	3.090	96	3.090	2.990
[11:35:58] 	3.080	+0.060	+2.0	5	3.080	3.090	97	3.090	2.990
[11:37:01] 	3.070	+0.050	+1.7	12	3.070	3.080	79	3.090	2.990
[11:38:09] 	3.070	+0.050	+1.7	9	3.070	3.080	77	3.090	2.990
[11:39:12] 	3.070	+0.050	+1.7	5	3.070	3.080	106	3.090	2.990
[11:40:15] 	3.070	+0.050	+1.7	22	3.070	3.080	106	3.090	2.990
[11:41:41] 	3.070	+0.050	+1.7	22	3.070	3.080	127	3.090	2.990
[11:42:47] 	3.070	+0.050	+1.7	24	3.070	3.080	130	3.090	2.990
[11:45:09] 	3.080	+0.060	+2.0	15	3.080	3.090	52	3.090	2.990
[11:46:23] 	3.080	+0.060	+2.0	45	3.070	3.080	1	3.090	2.990
[11:47:27] 	3.080	+0.060	+2.0	25	3.080	3.090	70	3.090	2.990
[11:48:15] 	3.070	+0.050	+1.7	38	3.070	3.090	76	3.090	2.990
[11:52:07] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:52:51] 	3.080	+0.060	+2.0	35	3.070	3.080	39	3.090	2.990
[11:53:29] 	3.080	+0.060	+2.0	27	3.070	3.080	72	3.090	2.990
[11:54:06] 	3.070	+0.050	+1.7	23	3.070	3.080	80	3.090	2.990
[11:55:53] 	3.070	+0.050	+1.7	42	3.060	3.080	77	3.090	2.990
[11:57:00] 	3.070	+0.050	+1.7	42	3.070	3.080	40	3.090	2.990
[11:58:15] 	3.080	+0.060	+2.0	44	3.070	3.080	39	3.090	2.990
[12:00:21] 	3.080	+0.060	+2.0	44	3.070	3.080	43	3.090	2.990
[12:02:14] 	3.080	+0.060	+2.0	44	3.070	3.080	45	3.090	2.990
[12:03:14] 	3.080	+0.060	+2.0	45	3.070	3.080	45	3.090	2.990
[12:04:25] 	3.070	+0.050	+1.7	53	3.070	3.080	42	3.090	2.990
[12:05:39] 	3.070	+0.050	+1.7	14	3.070	3.080	72	3.090	2.990
[12:06:13] 	3.070	+0.050	+1.7	6	3.070	3.080	74	3.090	2.990
[12:07:42] 	3.060	+0.040	+1.3	41	3.060	3.080	75	3.090	2.990
[12:08:26] 	3.060	+0.040	+1.3	41	3.060	3.080	72	3.090	2.990
[12:09:30] 	3.060	+0.040	+1.3	10	3.070	3.080	75	3.090	2.990
[12:10:42] 	3.070	+0.050	+1.7	12	3.070	3.080	75	3.090	2.990
[12:11:46] 	3.070	+0.050	+1.7	2	3.070	3.080	45	3.090	2.990
[12:12:53] 	3.070	+0.050	+1.7	42	3.060	3.070	1	3.090	2.990
