Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:15:01] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:18:14] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:18:49] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[16:55:41] 	6.79	-0.05	-0.73	3	6.79	6.8	9	6.89	6.74
[16:56:12] 	6.79	-0.05	-0.73	34	6.78	6.79	8	6.89	6.74
[16:56:50] 	6.79	-0.05	-0.73	34	6.78	6.79	1	6.89	6.74
[16:57:23] 	6.79	-0.05	-0.73	10	6.79	6.8	11	6.89	6.74
[16:58:17] 	6.79	-0.05	-0.73	37	6.78	6.09	5	6.89	6.74
[16:58:51] 	6.79	-0.05	-0.73	149	7.49	6.09	12	6.89	6.74
[17:03:08] 	6.79	-0.05	-0.73	149	7.49	6.09	12	6.89	6.74
[17:05:36] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[17:09:04] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[17:11:17] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[17:26:10] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[17:36:52] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[17:38:28] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[17:38:48] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[17:39:07] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[18:01:34] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[18:04:22] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[18:07:02] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[18:19:52] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[18:20:06] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[18:26:32] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[18:27:38] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[18:28:37] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[18:30:11] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[18:31:45] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[18:33:35] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[18:43:53] 	6.82	-0.02	-0.292	7	6.8	6.82	6	6.89	6.74
[10:41:44] 	6.57	-0.25	-3.665	50	6.56	6.57	21	6.69	6.52
