Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:33:46] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:40:57] 	4.200	-0.170	-3.9	11	4.200	4.210	55	4.280	4.190
[10:41:56] 	4.200	-0.170	-3.9	40	4.190	4.210	59	4.280	4.190
[10:43:29] 	4.190	-0.180	-4.1	39	4.190	4.200	17	4.280	4.190
[10:44:06] 	4.200	-0.170	-3.9	40	4.190	4.200	29	4.280	4.190
[10:44:37] 	4.200	-0.170	-3.9	43	4.190	4.200	33	4.280	4.190
[10:46:19] 	4.200	-0.170	-3.9	46	4.190	4.200	36	4.280	4.190
[10:46:50] 	4.200	-0.170	-3.9	51	4.190	4.200	27	4.280	4.190
[10:47:42] 	4.200	-0.170	-3.9	4	4.200	4.210	61	4.280	4.190
[10:48:35] 	4.200	-0.170	-3.9	14	4.200	4.210	52	4.280	4.190
[10:49:37] 	4.210	-0.160	-3.7	11	4.200	4.210	52	4.280	4.190
[10:50:41] 	4.210	-0.160	-3.7	17	4.200	4.210	56	4.280	4.190
[10:51:44] 	4.200	-0.170	-3.9	10	4.200	4.210	56	4.280	4.190
[10:52:46] 	4.200	-0.170	-3.9	40	4.190	4.210	58	4.280	4.190
[10:53:43] 	4.200	-0.170	-3.9	17	4.200	4.210	51	4.280	4.190
[10:54:37] 	4.200	-0.170	-3.9	18	4.200	4.210	70	4.280	4.190
[10:56:07] 	4.200	-0.170	-3.9	19	4.200	4.210	70	4.280	4.190
[10:57:13] 	4.200	-0.170	-3.9	37	4.200	4.210	71	4.280	4.190
[10:58:18] 	4.200	-0.170	-3.9	41	4.200	4.210	80	4.280	4.190
[10:59:20] 	4.210	-0.160	-3.7	13	4.210	4.220	38	4.280	4.190
[10:59:56] 	4.210	-0.160	-3.7	1	4.210	4.220	26	4.280	4.190
[11:01:42] 	4.210	-0.160	-3.7	33	4.210	4.220	32	4.280	4.190
[11:02:54] 	4.230	-0.140	-3.2	30	4.220	4.230	9	4.280	4.190
[11:04:10] 	4.230	-0.140	-3.2	31	4.220	4.230	8	4.280	4.190
[11:05:07] 	4.220	-0.150	-3.4	5	4.220	4.230	31	4.280	4.190
[11:06:11] 	4.220	-0.150	-3.4	30	4.220	4.230	31	4.280	4.190
[11:07:15] 	4.220	-0.150	-3.4	30	4.220	4.230	30	4.280	4.190
[11:07:51] 	4.230	-0.140	-3.2	20	4.220	4.230	1	4.280	4.190
[11:08:54] 	4.230	-0.140	-3.2	20	4.220	4.230	4	4.280	4.190
[11:09:46] 	4.220	-0.150	-3.4	55	4.210	4.230	3	4.280	4.190
[11:10:53] 	4.220	-0.150	-3.4	10	4.220	4.230	25	4.280	4.190
[11:11:44] 	4.220	-0.150	-3.4	47	4.210	4.220	9	4.280	4.190
[11:12:47] 	4.220	-0.150	-3.4	49	4.210	4.230	30	4.280	4.190
[11:13:34] 	4.210	-0.160	-3.7	54	4.210	4.220	14	4.280	4.190
[11:14:34] 	4.210	-0.160	-3.7	57	4.210	4.220	37	4.280	4.190
[11:15:38] 	4.220	-0.150	-3.4	57	4.210	4.220	37	4.280	4.190
[11:17:37] 	4.220	-0.150	-3.4	44	4.210	4.230	48	4.280	4.190
[11:18:56] 	4.220	-0.150	-3.4	3	4.220	4.230	43	4.280	4.190
[11:20:02] 	4.230	-0.140	-3.2	15	4.220	4.230	45	4.280	4.190
[11:21:18] 	4.230	-0.140	-3.2	17	4.220	4.230	45	4.280	4.190
[11:23:01] 	4.220	-0.150	-3.4	33	4.210	4.220	5	4.280	4.190
[11:24:20] 	4.220	-0.150	-3.4	7	4.220	4.230	43	4.280	4.190
[11:25:27] 	4.220	-0.150	-3.4	2	4.220	4.230	45	4.280	4.190
[11:26:31] 	4.220	-0.150	-3.4	33	4.210	4.220	34	4.280	4.190
[11:27:46] 	4.220	-0.150	-3.4	4	4.210	4.220	31	4.280	4.190
[11:28:51] 	4.210	-0.160	-3.7	1	4.210	4.220	31	4.280	4.190
[11:30:07] 	4.220	-0.150	-3.4	24	4.210	4.220	33	4.280	4.190
[11:31:10] 	4.210	-0.160	-3.7	11	4.210	4.220	33	4.280	4.190
[11:32:12] 	4.200	-0.170	-3.9	85	4.200	4.210	24	4.280	4.190
[11:33:16] 	4.210	-0.160	-3.7	111	4.200	4.210	24	4.280	4.190
[11:34:18] 	4.210	-0.160	-3.7	111	4.200	4.210	39	4.280	4.190
[11:35:25] 	4.210	-0.160	-3.7	95	4.200	4.210	31	4.280	4.190
[11:36:28] 	4.210	-0.160	-3.7	100	4.200	4.210	31	4.280	4.190
[11:37:30] 	4.210	-0.160	-3.7	110	4.200	4.210	4	4.280	4.190
[11:38:52] 	4.210	-0.160	-3.7	7	4.210	4.220	26	4.280	4.190
[11:39:56] 	4.220	-0.150	-3.4	37	4.210	4.220	25	4.280	4.190
[11:41:18] 	4.220	-0.150	-3.4	3	4.220	4.230	46	4.280	4.190
[11:42:46] 	4.220	-0.150	-3.4	41	4.210	4.220	10	4.280	4.190
[11:43:51] 	4.220	-0.150	-3.4	61	4.210	4.220	15	4.280	4.190
[11:44:55] 	4.220	-0.150	-3.4	67	4.210	4.220	13	4.280	4.190
[11:47:10] 	4.220	-0.150	-3.4	8	4.220	4.230	29	4.280	4.190
[11:47:59] 	4.220	-0.150	-3.4	68	4.210	4.230	29	4.280	4.190
[11:49:16] 	4.210	-0.160	-3.7	112	4.200	4.210	86	4.280	4.190
[11:50:24] 	4.210	-0.160	-3.7	123	4.200	4.210	114	4.280	4.190
[11:51:37] 	4.200	-0.170	-3.9	117	4.200	4.210	70	4.280	4.190
[11:52:39] 	4.210	-0.160	-3.7	123	4.200	4.210	74	4.280	4.190
[11:53:42] 	4.210	-0.160	-3.7	113	4.200	4.210	92	4.280	4.190
[11:55:00] 	4.210	-0.160	-3.7	116	4.200	4.210	107	4.280	4.190
[11:56:23] 	4.210	-0.160	-3.7	116	4.200	4.210	113	4.280	4.190
[11:57:27] 	4.200	-0.170	-3.9	33	4.190	4.200	40	4.280	4.190
[11:58:48] 	4.190	-0.180	-4.1	29	4.190	4.200	51	4.280	4.190
[11:59:53] 	4.200	-0.170	-3.9	38	4.190	4.200	65	4.280	4.190
[12:00:47] 	4.200	-0.170	-3.9	33	4.190	4.200	63	4.280	4.190
[12:01:53] 	4.200	-0.170	-3.9	41	4.190	4.200	43	4.280	4.190
[12:03:00] 	4.200	-0.170	-3.9	44	4.190	4.200	43	4.280	4.190
[12:04:55] 	4.200	-0.170	-3.9	40	4.200	4.210	100	4.280	4.190
[12:06:12] 	4.200	-0.170	-3.9	24	4.200	4.210	100	4.280	4.190
[12:07:24] 	4.200	-0.170	-3.9	26	4.200	4.210	101	4.280	4.190
[12:08:37] 	4.200	-0.170	-3.9	29	4.200	4.210	118	4.280	4.190
[12:09:37] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:10:08] 	4.210	-0.160	-3.7	29	4.200	4.210	117	4.280	4.190
[12:11:00] 	4.200	-0.170	-3.9	37	4.200	4.210	111	4.280	4.190
[12:12:23] 	4.200	-0.170	-3.9	61	4.200	4.210	111	4.280	4.190
[12:14:50] 	4.210	-0.160	-3.7	60	4.200	4.210	108	4.280	4.190
[12:15:24] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[12:16:02] 	4.210	-0.160	-3.7	64	4.200	4.210	105	4.280	4.190
