Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:51:37] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:51:47] 	1.670	+0.020	+1.2	2	1.670	1.680	56	1.690	1.670
[09:52:50] 	1.670	+0.020	+1.2	1	1.670	1.680	56	1.690	1.670
[09:53:38] 	1.680	+0.030	+1.8	18	1.660	1.680	55	1.690	1.670
[09:55:18] 	1.680	+0.030	+1.8	20	1.660	1.680	40	1.690	1.670
[09:56:45] 	1.680	+0.030	+1.8	15	1.660	1.680	37	1.690	1.670
[09:57:21] 	1.680	+0.030	+1.8	31	1.660	1.680	44	1.690	1.670
[09:58:27] 	1.680	+0.030	+1.8	41	1.660	1.680	44	1.690	1.670
[09:59:32] 	1.680	+0.030	+1.8	41	1.660	1.680	39	1.690	1.670
[10:01:24] 	1.680	+0.030	+1.8	42	1.660	1.680	36	1.690	1.670
[10:02:30] 	1.680	+0.030	+1.8	61	1.660	1.680	36	1.690	1.670
[10:03:40] 	1.680	+0.030	+1.8	19	1.670	1.680	36	1.690	1.670
[10:05:55] 	1.680	+0.030	+1.8	35	1.670	1.680	22	1.690	1.670
[10:06:26] 	1.690	+0.040	+2.4	6	1.680	1.690	34	1.690	1.670
[10:08:53] 	1.690	+0.040	+2.4	21	1.680	1.690	34	1.690	1.670
[10:10:26] 	1.690	+0.040	+2.4	16	1.680	1.690	91	1.690	1.670
[10:11:32] 	1.690	+0.040	+2.4	40	1.680	1.690	90	1.690	1.670
[10:14:31] 	1.690	+0.040	+2.4	50	1.680	1.690	86	1.690	1.670
[10:17:10] 	1.690	+0.040	+2.4	57	1.680	1.690	116	1.690	1.670
[10:17:25] 	1.690	+0.040	+2.4	66	1.680	1.690	115	1.690	1.670
[10:19:08] 	1.690	+0.040	+2.4	67	1.680	1.690	115	1.690	1.670
[10:19:50] 	1.690	+0.040	+2.4	72	1.680	1.690	115	1.690	1.670
[10:20:51] 	1.690	+0.040	+2.4	73	1.680	1.690	115	1.690	1.670
[10:21:47] 	1.690	+0.040	+2.4	78	1.680	1.690	110	1.690	1.670
[10:23:07] 	1.690	+0.040	+2.4	81	1.680	1.690	110	1.690	1.670
[10:23:23] 	1.690	+0.040	+2.4	81	1.680	1.690	108	1.690	1.670
[10:25:19] 	1.680	+0.030	+1.8	16	1.670	1.680	17	1.690	1.670
[10:26:31] 	1.680	+0.030	+1.8	17	1.680	1.690	87	1.690	1.670
[10:28:21] 	1.680	+0.030	+1.8	11	1.670	1.680	30	1.690	1.670
[10:30:25] 	1.680	+0.030	+1.8	15	1.670	1.680	32	1.690	1.670
[10:31:55] 	1.680	+0.030	+1.8	17	1.670	1.680	32	1.690	1.670
[10:34:19] 	1.680	+0.030	+1.8	16	1.670	1.680	30	1.690	1.670
[10:36:22] 	1.680	+0.030	+1.8	16	1.670	1.680	31	1.690	1.670
[10:37:35] 	1.680	+0.030	+1.8	20	1.670	1.680	16	1.690	1.670
[10:39:37] 	1.680	+0.030	+1.8	22	1.670	1.680	16	1.690	1.670
[10:41:40] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:41:50] 	1.680	+0.030	+1.8	23	1.670	1.680	15	1.690	1.670
[10:41:50] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:42:01] 	1.680	+0.030	+1.8	23	1.670	1.680	15	1.690	1.670
[10:43:55] 	1.680	+0.030	+1.8	31	1.670	1.680	15	1.690	1.670
[10:47:15] 	1.680	+0.030	+1.8	44	1.670	1.680	13	1.690	1.670
[10:47:31] 	1.680	+0.030	+1.8	49	1.670	1.680	9	1.690	1.670
[10:49:05] 	1.690	+0.040	+2.4	57	1.680	1.690	76	1.690	1.670
[10:49:20] 	1.690	+0.040	+2.4	74	1.680	1.690	69	1.690	1.670
[10:51:27] 	1.690	+0.040	+2.4	77	1.680	1.690	69	1.690	1.670
[10:53:32] 	1.690	+0.040	+2.4	58	1.680	1.690	64	1.690	1.670
[10:54:26] 	1.690	+0.040	+2.4	59	1.680	1.690	64	1.690	1.670
[10:56:38] 	1.690	+0.040	+2.4	63	1.680	1.690	49	1.690	1.670
[10:57:24] 	1.690	+0.040	+2.4	63	1.680	1.690	50	1.690	1.670
[11:00:01] 	1.690	+0.040	+2.4	73	1.680	1.690	50	1.690	1.670
[11:00:36] 	1.690	+0.040	+2.4	71	1.680	1.690	42	1.690	1.670
[11:01:46] 	1.690	+0.040	+2.4	71	1.680	1.690	30	1.690	1.670
[11:02:41] 	1.690	+0.040	+2.4	68	1.680	1.690	26	1.690	1.670
[11:04:41] 	1.690	+0.040	+2.4	65	1.680	1.690	24	1.690	1.670
[11:05:34] 	1.690	+0.040	+2.4	65	1.680	1.690	72	1.690	1.670
[11:06:27] 	1.690	+0.040	+2.4	66	1.680	1.690	72	1.690	1.670
[11:07:34] 	1.690	+0.040	+2.4	65	1.680	1.690	71	1.690	1.670
[11:09:19] 	1.690	+0.040	+2.4	69	1.680	1.690	76	1.690	1.670
[11:10:21] 	1.690	+0.040	+2.4	69	1.680	1.690	72	1.690	1.670
[11:11:26] 	1.690	+0.040	+2.4	69	1.680	1.690	94	1.690	1.670
[11:12:32] 	1.690	+0.040	+2.4	69	1.680	1.690	104	1.690	1.670
[11:13:26] 	1.690	+0.040	+2.4	66	1.680	1.690	104	1.690	1.670
[11:15:19] 	1.690	+0.040	+2.4	66	1.680	1.690	102	1.690	1.670
[11:16:30] 	1.690	+0.040	+2.4	66	1.680	1.690	104	1.690	1.670
[11:17:41] 	1.690	+0.040	+2.4	75	1.680	1.690	104	1.690	1.670
[11:18:28] 	1.690	+0.040	+2.4	79	1.680	1.690	90	1.690	1.670
[11:21:25] 	1.690	+0.040	+2.4	73	1.680	1.690	79	1.690	1.670
[11:22:20] 	1.690	+0.040	+2.4	88	1.680	1.690	78	1.690	1.670
[11:24:26] 	1.690	+0.040	+2.4	89	1.680	1.690	64	1.690	1.670
[11:25:23] 	1.690	+0.040	+2.4	89	1.680	1.690	63	1.690	1.670
[11:26:33] 	1.690	+0.040	+2.4	90	1.680	1.690	63	1.690	1.670
[11:28:24] 	1.690	+0.040	+2.4	102	1.680	1.690	58	1.690	1.670
[11:29:44] 	1.690	+0.040	+2.4	108	1.680	1.690	42	1.690	1.670
[11:30:25] 	1.690	+0.040	+2.4	113	1.680	1.690	31	1.690	1.670
[11:33:12] 	1.690	+0.040	+2.4	123	1.680	1.690	82	1.690	1.670
[11:33:40] 	1.690	+0.040	+2.4	128	1.680	1.690	75	1.690	1.670
[11:35:18] 	1.690	+0.040	+2.4	175	1.680	1.690	85	1.690	1.670
[11:35:42] 	1.690	+0.040	+2.4	197	1.680	1.690	85	1.690	1.670
[11:36:58] 	1.700	+0.050	+3.0	7	1.690	1.700	321	1.700	1.670
[11:37:58] 	1.700	+0.050	+3.0	49	1.690	1.700	263	1.700	1.670
[11:39:17] 	1.700	+0.050	+3.0	51	1.690	1.700	298	1.700	1.670
[11:39:35] 	1.690	+0.040	+2.4	47	1.690	1.700	297	1.700	1.670
[11:40:31] 	1.700	+0.050	+3.0	47	1.690	1.700	295	1.700	1.670
[11:41:26] 	1.690	+0.040	+2.4	49	1.690	1.700	295	1.700	1.670
[11:42:43] 	1.690	+0.040	+2.4	49	1.690	1.700	296	1.700	1.670
[11:43:20] 	1.690	+0.040	+2.4	81	1.690	1.700	291	1.700	1.670
[11:44:31] 	1.690	+0.040	+2.4	84	1.690	1.700	291	1.700	1.670
[11:46:29] 	1.700	+0.050	+3.0	80	1.690	1.700	286	1.700	1.670
[11:47:30] 	1.700	+0.050	+3.0	86	1.690	1.700	285	1.700	1.670
[11:50:07] 	1.700	+0.050	+3.0	90	1.690	1.700	285	1.700	1.670
[11:51:27] 	1.700	+0.050	+3.0	84	1.690	1.700	281	1.700	1.670
[11:54:03] 	1.700	+0.050	+3.0	84	1.690	1.700	276	1.700	1.670
[11:54:26] 	1.710	+0.060	+3.6	29	1.710	1.720	39	1.710	1.670
[11:55:27] 	1.740	+0.090	+5.5	20	1.730	1.740	35	1.740	1.670
[11:56:37] 	1.730	+0.080	+4.8	1	1.730	1.740	35	1.740	1.670
[11:57:36] 	1.720	+0.070	+4.2	4	1.720	1.730	20	1.740	1.670
[11:58:25] 	1.720	+0.070	+4.2	3	1.720	1.730	59	1.740	1.670
[11:59:45] 	1.730	+0.080	+4.8	6	1.720	1.740	25	1.740	1.670
[12:00:19] 	1.730	+0.080	+4.8	1	1.730	1.740	25	1.740	1.670
[12:01:52] 	1.730	+0.080	+4.8	27	1.720	1.740	15	1.740	1.670
[12:02:24] 	1.720	+0.070	+4.2	63	1.710	1.730	31	1.740	1.670
[12:04:09] 	1.720	+0.070	+4.2	6	1.720	1.730	27	1.740	1.670
[12:04:27] 	1.720	+0.070	+4.2	6	1.720	1.730	29	1.740	1.670
[12:05:20] 	1.720	+0.070	+4.2	15	1.720	1.730	32	1.740	1.670
[12:06:59] 	1.720	+0.070	+4.2	51	1.710	1.730	29	1.740	1.670
[12:08:04] 	1.720	+0.070	+4.2	55	1.710	1.730	40	1.740	1.670
[12:08:20] 	1.710	+0.060	+3.6	48	1.710	1.720	41	1.740	1.670
[12:10:51] 	1.720	+0.070	+4.2	68	1.710	1.730	40	1.740	1.670
[12:11:33] 	1.720	+0.070	+4.2	2	1.720	1.730	40	1.740	1.670
[12:12:51] 	1.720	+0.070	+4.2	5	1.720	1.730	31	1.740	1.670
[12:14:26] 	1.730	+0.080	+4.8	4	1.720	1.730	51	1.740	1.670
[12:16:41] 	1.710	+0.060	+3.6	40	1.710	1.720	31	1.740	1.670
[12:17:17] 	1.720	+0.070	+4.2	64	1.710	1.720	26	1.740	1.670
[12:18:44] 	1.720	+0.070	+4.2	67	1.710	1.720	26	1.740	1.670
[12:19:47] 	1.720	+0.070	+4.2	75	1.710	1.720	25	1.740	1.670
[12:20:19] 	1.710	+0.060	+3.6	53	1.710	1.720	5	1.740	1.670
[12:22:04] 	1.710	+0.060	+3.6	36	1.710	1.720	30	1.740	1.670
[12:22:24] 	1.720	+0.070	+4.2	36	1.710	1.720	27	1.740	1.670
[12:23:23] 	1.710	+0.060	+3.6	4	1.710	1.720	27	1.740	1.670
[12:24:26] 	1.710	+0.060	+3.6	27	1.710	1.720	27	1.740	1.670
[12:25:32] 	1.720	+0.070	+4.2	50	1.710	1.720	28	1.740	1.670
[12:26:30] 	1.720	+0.070	+4.2	52	1.710	1.720	20	1.740	1.670
[12:27:35] 	1.720	+0.070	+4.2	58	1.710	1.720	17	1.740	1.670
[12:29:17] 	1.720	+0.070	+4.2	58	1.710	1.720	13	1.740	1.670
[12:30:27] 	1.720	+0.070	+4.2	1	1.720	1.720	38	1.740	1.670
[12:34:22] 	1.720	+0.070	+4.2	1	1.720	1.670	8	1.740	1.670
[12:36:30] 	1.720	+0.070	+4.2	1	1.720	1.670	4	1.740	1.670
[12:39:34] 	1.720	+0.070	+4.2	5	1.720	1.670	4	1.740	1.670
[13:21:20] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:21:20] 	1.720	+0.070	+4.2	5	1.720	1.670	4	1.740	1.670
[13:30:19] 	1.720	+0.070	+4.2	31	1.790	1.670	4	1.740	1.670
[13:43:23] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[13:43:36] 	1.720	+0.070	+4.2	31	1.790	1.670	4	1.740	1.670
[14:00:27] 	1.730	+0.080	+4.8	10	1.720	1.730	149	1.740	1.670
[14:01:40] 	1.730	+0.080	+4.8	11	1.720	1.730	151	1.740	1.670
[14:02:28] 	1.720	+0.070	+4.2	68	1.710	1.720	31	1.740	1.670
[14:03:28] 	1.720	+0.070	+4.2	50	1.720	1.730	156	1.740	1.670
[14:04:28] 	1.720	+0.070	+4.2	70	1.710	1.720	71	1.740	1.670
[14:05:26] 	1.720	+0.070	+4.2	13	1.720	1.730	144	1.740	1.670
[14:06:27] 	1.720	+0.070	+4.2	71	1.720	1.730	156	1.740	1.670
[14:08:41] 	1.720	+0.070	+4.2	113	1.710	1.730	103	1.740	1.670
[14:09:29] 	1.720	+0.070	+4.2	149	1.710	1.720	105	1.740	1.670
[14:11:18] 	1.720	+0.070	+4.2	144	1.710	1.720	91	1.740	1.670
