Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:48:12] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:49:06] 	1.590	-0.010	-0.6	36	1.590	1.600	1	1.610	1.590
[09:53:27] 	1.600	-	-	36	1.590	1.600	11	1.610	1.590
[09:57:28] 	1.600	-	-	41	1.590	1.600	10	1.610	1.590
[10:07:04] 	1.600	-	-	39	1.590	1.600	10	1.610	1.590
[10:07:58] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:08:20] 	1.600	-	-	39	1.590	1.600	4	1.610	1.590
[10:11:04] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:12:10] 	1.600	-	-	12	1.600	1.610	37	1.610	1.590
[10:13:05] 	1.600	-	-	11	1.600	1.610	37	1.610	1.590
[10:14:43] 	1.600	-	-	5	1.600	1.610	37	1.610	1.590
[10:15:51] 	1.600	-	-	11	1.600	1.610	37	1.610	1.590
[10:17:23] 	1.600	-	-	41	1.600	1.610	37	1.610	1.590
[10:18:14] 	1.600	-	-	41	1.600	1.610	32	1.610	1.590
[10:23:01] 	1.600	-	-	3	1.600	1.610	32	1.610	1.590
[10:23:50] 	1.600	-	-	10	1.600	1.610	32	1.610	1.590
[10:28:50] 	1.600	-	-	20	1.600	1.610	32	1.610	1.590
[10:30:37] 	1.600	-	-	20	1.600	1.610	36	1.610	1.590
[10:30:42] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:31:27] 	1.600	-	-	20	1.600	1.610	36	1.610	1.590
[10:32:39] 	1.600	-	-	20	1.600	1.610	40	1.610	1.590
[10:33:31] 	1.600	-	-	20	1.600	1.610	45	1.610	1.590
[10:34:40] 	1.600	-	-	23	1.600	1.610	45	1.610	1.590
[10:36:47] 	1.610	+0.010	+0.6	25	1.600	1.610	5	1.610	1.590
[10:37:51] 	1.610	+0.010	+0.6	26	1.600	1.610	14	1.610	1.590
[10:40:15] 	1.610	+0.010	+0.6	25	1.600	1.610	2	1.610	1.590
[10:41:38] 	1.610	+0.010	+0.6	45	1.600	1.610	2	1.610	1.590
[10:43:52] 	1.610	+0.010	+0.6	22	1.610	1.620	69	1.610	1.590
[10:45:12] 	1.610	+0.010	+0.6	18	1.610	1.620	69	1.610	1.590
[10:46:16] 	1.610	+0.010	+0.6	24	1.610	1.620	69	1.610	1.590
[10:47:23] 	1.610	+0.010	+0.6	27	1.600	1.610	29	1.610	1.590
[10:48:42] 	1.610	+0.010	+0.6	27	1.600	1.610	37	1.610	1.590
[10:49:47] 	1.600	-	-	2	1.600	1.610	63	1.610	1.590
[10:51:18] 	1.600	-	-	9	1.600	1.610	73	1.610	1.590
[10:52:33] 	1.600	-	-	14	1.600	1.610	73	1.610	1.590
[10:53:47] 	1.600	-	-	12	1.600	1.610	73	1.610	1.590
[10:56:01] 	1.600	-	-	2	1.600	1.610	73	1.610	1.590
[10:59:25] 	1.600	-	-	7	1.600	1.610	50	1.610	1.590
[11:02:25] 	1.600	-	-	6	1.600	1.610	50	1.610	1.590
[11:05:16] 	1.600	-	-	14	1.600	1.610	45	1.610	1.590
[11:12:14] 	1.600	-	-	13	1.600	1.610	45	1.610	1.590
[11:14:44] 	1.610	+0.010	+0.6	13	1.600	1.610	36	1.610	1.590
[11:16:58] 	1.610	+0.010	+0.6	21	1.600	1.610	36	1.610	1.590
[11:19:10] 	1.620	+0.020	+1.3	38	1.610	1.620	53	1.620	1.590
[11:20:24] 	1.610	+0.010	+0.6	8	1.610	1.620	55	1.620	1.590
[11:21:29] 	1.610	+0.010	+0.6	4	1.610	1.620	59	1.620	1.590
[11:23:41] 	1.610	+0.010	+0.6	5	1.610	1.620	59	1.620	1.590
[11:26:40] 	1.610	+0.010	+0.6	2	1.610	1.620	58	1.620	1.590
[11:27:46] 	1.610	+0.010	+0.6	13	1.600	1.610	28	1.620	1.590
[11:28:19] 	1.610	+0.010	+0.6	19	1.600	1.620	58	1.620	1.590
[11:32:49] 	1.610	+0.010	+0.6	21	1.600	1.620	58	1.620	1.590
[11:34:39] 	1.610	+0.010	+0.6	26	1.600	1.610	3	1.620	1.590
[11:35:58] 	1.610	+0.010	+0.6	26	1.600	1.610	2	1.620	1.590
[11:38:09] 	1.610	+0.010	+0.6	31	1.600	1.610	1	1.620	1.590
[11:40:15] 	1.620	+0.020	+1.3	31	1.600	1.620	54	1.620	1.590
[11:41:41] 	1.620	+0.020	+1.3	21	1.610	1.620	50	1.620	1.590
[11:45:09] 	1.620	+0.020	+1.3	27	1.610	1.620	40	1.620	1.590
[11:46:23] 	1.620	+0.020	+1.3	30	1.610	1.620	4	1.620	1.590
[11:47:27] 	1.620	+0.020	+1.3	31	1.610	1.620	4	1.620	1.590
[11:52:07] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[11:52:51] 	1.620	+0.020	+1.3	31	1.610	1.620	3	1.620	1.590
[11:57:00] 	1.620	+0.020	+1.3	31	1.610	1.620	11	1.620	1.590
[11:59:25] 	1.620	+0.020	+1.3	31	1.610	1.620	11	1.620	1.590
[12:00:21] 	1.620	+0.020	+1.3	31	1.610	1.620	5	1.620	1.590
[12:09:30] 	1.620	+0.020	+1.3	13	1.620	1.630	105	1.620	1.590
[12:10:42] 	1.620	+0.020	+1.3	13	1.610	1.630	105	1.620	1.590
[12:11:46] 	1.620	+0.020	+1.3	14	1.610	1.630	105	1.620	1.590
[12:12:53] 	1.620	+0.020	+1.3	14	1.610	1.620	3	1.620	1.590
[12:15:07] 	1.620	+0.020	+1.3	16	1.610	1.630	108	1.630	1.590
[12:21:14] 	1.610	+0.010	+0.6	2	1.620	1.630	112	1.630	1.590
[12:24:44] 	1.620	+0.020	+1.3	14	1.610	1.620	2	1.630	1.590
[12:29:45] 	1.620	+0.020	+1.3	14	1.610	1.620	7	1.630	1.590
[12:31:20] 	1.620	+0.020	+1.3	1	1.720	1.620	19	1.630	1.590
[12:32:27] 	1.620	+0.020	+1.3	1	1.720	1.620	17	1.630	1.590
