Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[00:00:17] 	1.690	-0.010	-0.6	185	1.690	1.700	334	1.710	1.650
[01:39:38] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[01:39:53] 	1.690	-0.010	-0.6	185	1.690	1.700	334	1.710	1.650
[01:40:37] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[01:40:50] 	1.690	-0.010	-0.6	185	1.690	1.700	334	1.710	1.650
[01:41:18] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[01:41:31] 	1.690	-0.010	-0.6	185	1.690	1.700	334	1.710	1.650
[01:43:53] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[01:44:09] 	1.690	-0.010	-0.6	185	1.690	1.700	334	1.710	1.650
[01:46:18] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[01:46:34] 	1.690	-0.010	-0.6	185	1.690	1.700	334	1.710	1.650
[10:01:15] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:01:36] 	1.670	-0.020	-1.2	35	1.660	1.670	26	1.690	1.660
[10:01:36] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:01:48] 	1.670	-0.020	-1.2	35	1.660	1.670	26	1.690	1.660
[10:02:30] 	1.670	-0.020	-1.2	40	1.660	1.670	29	1.690	1.660
[10:03:48] 	1.670	-0.020	-1.2	37	1.660	1.670	20	1.690	1.660
[10:04:17] 	1.670	-0.020	-1.2	39	1.660	1.670	22	1.690	1.660
[10:05:47] 	1.670	-0.020	-1.2	39	1.660	1.670	20	1.690	1.660
[10:05:47] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:06:13] 	1.660	-0.030	-1.8	74	1.650	1.660	4	1.690	1.660
[10:07:16] 	1.660	-0.030	-1.8	79	1.650	1.660	28	1.690	1.660
[10:08:40] 	1.660	-0.030	-1.8	83	1.650	1.660	26	1.690	1.660
[10:09:35] 	1.660	-0.030	-1.8	83	1.650	1.660	32	1.690	1.660
[10:10:13] 	1.660	-0.030	-1.8	83	1.650	1.660	43	1.690	1.660
[10:12:23] 	1.660	-0.030	-1.8	83	1.650	1.660	56	1.690	1.660
[10:14:22] 	1.660	-0.030	-1.8	83	1.650	1.660	45	1.690	1.660
[10:39:52] 	1.660	-0.030	-1.8	86	1.650	1.660	11	1.690	1.660
[10:41:15] 	1.660	-0.030	-1.8	85	1.650	1.660	11	1.690	1.660
[10:42:41] 	1.660	-0.030	-1.8	85	1.650	1.660	21	1.690	1.660
[10:42:42] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:43:27] 	1.660	-0.030	-1.8	88	1.650	1.660	30	1.690	1.660
[10:44:16] 	1.660	-0.030	-1.8	90	1.650	1.660	30	1.690	1.660
[10:45:49] 	1.660	-0.030	-1.8	90	1.650	1.660	24	1.690	1.660
[10:47:03] 	1.660	-0.030	-1.8	100	1.650	1.660	4	1.690	1.660
[10:48:12] 	1.660	-0.030	-1.8	5	1.660	1.670	38	1.690	1.660
[10:50:29] 	1.660	-0.030	-1.8	5	1.660	1.670	43	1.690	1.660
[10:51:44] 	1.660	-0.030	-1.8	77	1.650	1.660	2	1.690	1.660
[10:52:27] 	1.660	-0.030	-1.8	11	1.660	1.670	43	1.690	1.660
[10:53:40] 	1.660	-0.030	-1.8	16	1.660	1.670	43	1.690	1.660
[10:54:18] 	1.660	-0.030	-1.8	19	1.660	1.670	43	1.690	1.660
[10:55:13] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:55:56] 	1.670	-0.020	-1.2	24	1.660	1.670	34	1.690	1.660
[10:57:44] 	1.670	-0.020	-1.2	35	1.660	1.670	40	1.690	1.660
[11:00:34] 	1.670	-0.020	-1.2	39	1.660	1.670	37	1.690	1.660
[11:01:38] 	1.670	-0.020	-1.2	37	1.660	1.670	35	1.690	1.660
[11:02:48] 	1.670	-0.020	-1.2	43	1.660	1.670	31	1.690	1.660
[11:03:51] 	1.670	-0.020	-1.2	47	1.660	1.670	38	1.690	1.660
[11:04:56] 	1.660	-0.030	-1.8	44	1.660	1.670	41	1.690	1.660
[11:06:05] 	1.670	-0.020	-1.2	47	1.660	1.670	45	1.690	1.660
[11:07:12] 	1.670	-0.020	-1.2	47	1.660	1.670	36	1.690	1.660
[11:10:07] 	1.670	-0.020	-1.2	48	1.660	1.670	36	1.690	1.660
[11:11:17] 	1.670	-0.020	-1.2	48	1.660	1.670	30	1.690	1.660
[11:13:33] 	1.670	-0.020	-1.2	47	1.660	1.670	27	1.690	1.660
[11:14:56] 	1.670	-0.020	-1.2	47	1.660	1.670	26	1.690	1.660
