Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:49:29] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:50:34] 	2.670	+0.030	+1.1	96	2.660	2.680	85	2.670	2.630
[09:51:36] 	2.680	+0.040	+1.5	96	2.660	2.680	79	2.680	2.630
[09:52:49] 	2.680	+0.040	+1.5	96	2.660	2.680	81	2.680	2.630
[09:53:52] 	2.670	+0.030	+1.1	10	2.670	2.680	76	2.680	2.630
[09:55:00] 	2.670	+0.030	+1.1	10	2.670	2.680	79	2.680	2.630
[09:56:02] 	2.670	+0.030	+1.1	59	2.660	2.670	47	2.680	2.630
[09:57:05] 	2.670	+0.030	+1.1	59	2.660	2.670	41	2.680	2.630
[09:58:12] 	2.670	+0.030	+1.1	59	2.660	2.670	51	2.680	2.630
[09:59:20] 	2.680	+0.040	+1.5	17	2.670	2.680	57	2.680	2.630
[10:00:23] 	2.680	+0.040	+1.5	20	2.670	2.680	51	2.680	2.630
[10:01:25] 	2.680	+0.040	+1.5	20	2.670	2.680	54	2.680	2.630
[10:02:27] 	2.680	+0.040	+1.5	20	2.670	2.680	46	2.680	2.630
[10:03:35] 	2.680	+0.040	+1.5	20	2.670	2.680	41	2.680	2.630
[10:04:44] 	2.680	+0.040	+1.5	21	2.670	2.680	44	2.680	2.630
[10:05:51] 	2.680	+0.040	+1.5	1	2.680	2.690	77	2.680	2.630
[10:06:53] 	2.680	+0.040	+1.5	48	2.670	2.680	29	2.680	2.630
[10:07:56] 	2.670	+0.030	+1.1	109	2.670	2.680	70	2.680	2.630
[10:10:06] 	2.680	+0.040	+1.5	109	2.670	2.680	68	2.680	2.630
[10:11:21] 	2.680	+0.040	+1.5	109	2.670	2.680	65	2.680	2.630
[10:12:28] 	2.670	+0.030	+1.1	102	2.670	2.680	65	2.680	2.630
[10:13:31] 	2.680	+0.040	+1.5	102	2.670	2.680	63	2.680	2.630
[10:15:51] 	2.680	+0.040	+1.5	102	2.670	2.680	58	2.680	2.630
[10:17:03] 	2.680	+0.040	+1.5	103	2.670	2.680	90	2.680	2.630
[10:18:06] 	2.670	+0.030	+1.1	98	2.670	2.680	90	2.680	2.630
[10:19:08] 	2.680	+0.040	+1.5	68	2.670	2.680	62	2.680	2.630
[10:20:16] 	2.680	+0.040	+1.5	68	2.670	2.680	68	2.680	2.630
[10:21:20] 	2.670	+0.030	+1.1	87	2.670	2.680	68	2.680	2.630
[10:23:30] 	2.670	+0.030	+1.1	76	2.670	2.680	71	2.680	2.630
[10:24:34] 	2.670	+0.030	+1.1	76	2.670	2.680	82	2.680	2.630
[10:25:37] 	2.670	+0.030	+1.1	76	2.670	2.680	83	2.680	2.630
[10:26:30] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:27:06] 	2.670	+0.030	+1.1	79	2.670	2.680	83	2.680	2.630
[10:28:56] 	2.670	+0.030	+1.1	79	2.670	2.680	87	2.680	2.630
[10:29:58] 	2.680	+0.040	+1.5	79	2.670	2.680	84	2.680	2.630
[10:31:00] 	2.680	+0.040	+1.5	79	2.670	2.680	82	2.680	2.630
[10:32:02] 	2.680	+0.040	+1.5	92	2.670	2.680	110	2.680	2.630
[10:33:04] 	2.680	+0.040	+1.5	112	2.670	2.680	113	2.680	2.630
[10:34:06] 	2.680	+0.040	+1.5	64	2.670	2.680	119	2.680	2.630
[10:35:09] 	2.670	+0.030	+1.1	76	2.670	2.680	122	2.680	2.630
[10:36:11] 	2.680	+0.040	+1.5	58	2.670	2.680	124	2.680	2.630
[10:38:16] 	2.670	+0.030	+1.1	54	2.670	2.680	125	2.680	2.630
[10:39:18] 	2.670	+0.030	+1.1	44	2.670	2.680	124	2.680	2.630
[10:40:20] 	2.670	+0.030	+1.1	18	2.670	2.680	113	2.680	2.630
[10:41:22] 	2.670	+0.030	+1.1	89	2.660	2.670	31	2.680	2.630
[10:41:53] 	2.670	+0.030	+1.1	100	2.660	2.670	31	2.680	2.630
[10:42:55] 	2.670	+0.030	+1.1	100	2.660	2.670	32	2.680	2.630
[10:43:26] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:44:34] 	2.670	+0.030	+1.1	100	2.660	2.670	14	2.680	2.630
[10:45:36] 	2.670	+0.030	+1.1	59	2.670	2.680	94	2.680	2.630
[10:46:49] 	2.670	+0.030	+1.1	83	2.670	2.680	105	2.680	2.630
[10:48:02] 	2.670	+0.030	+1.1	93	2.670	2.680	110	2.680	2.630
[10:50:14] 	2.670	+0.030	+1.1	93	2.670	2.680	115	2.680	2.630
[10:51:19] 	2.670	+0.030	+1.1	94	2.670	2.680	128	2.680	2.630
[10:52:29] 	2.680	+0.040	+1.5	81	2.670	2.680	126	2.680	2.630
[10:53:36] 	2.670	+0.030	+1.1	72	2.670	2.680	127	2.680	2.630
[10:54:39] 	2.680	+0.040	+1.5	77	2.670	2.680	2	2.680	2.630
[10:55:48] 	2.680	+0.040	+1.5	113	2.670	2.680	41	2.680	2.630
[10:56:59] 	2.680	+0.040	+1.5	39	2.680	2.690	153	2.680	2.630
[10:58:10] 	2.680	+0.040	+1.5	18	2.680	2.690	151	2.690	2.630
[10:59:25] 	2.680	+0.040	+1.5	64	2.680	2.690	154	2.690	2.630
[11:00:35] 	2.680	+0.040	+1.5	74	2.680	2.690	155	2.690	2.630
[11:01:44] 	2.680	+0.040	+1.5	71	2.680	2.690	156	2.690	2.630
[11:02:51] 	2.680	+0.040	+1.5	69	2.680	2.690	160	2.690	2.630
[11:04:07] 	2.680	+0.040	+1.5	105	2.680	2.690	166	2.690	2.630
[11:05:19] 	2.680	+0.040	+1.5	73	2.670	2.680	112	2.690	2.630
[11:06:27] 	2.680	+0.040	+1.5	73	2.670	2.680	116	2.690	2.630
[11:07:33] 	2.690	+0.050	+1.9	74	2.670	2.690	160	2.690	2.630
[11:08:48] 	2.690	+0.050	+1.9	37	2.680	2.690	118	2.690	2.630
[11:10:05] 	2.690	+0.050	+1.9	74	2.680	2.690	51	2.690	2.630
[11:11:16] 	2.690	+0.050	+1.9	234	2.680	2.690	13	2.690	2.630
[11:12:30] 	2.690	+0.050	+1.9	122	2.690	2.700	206	2.690	2.630
[11:13:36] 	2.700	+0.060	+2.3	172	2.690	2.700	173	2.700	2.630
[11:14:35] 	2.690	+0.050	+1.9	197	2.680	2.690	21	2.700	2.630
[11:15:38] 	2.690	+0.050	+1.9	197	2.680	2.690	33	2.700	2.630
[11:16:51] 	2.690	+0.050	+1.9	197	2.680	2.690	37	2.700	2.630
[11:17:54] 	2.690	+0.050	+1.9	200	2.680	2.690	38	2.700	2.630
[11:18:57] 	2.690	+0.050	+1.9	250	2.680	2.690	41	2.700	2.630
[11:20:17] 	2.690	+0.050	+1.9	188	2.680	2.690	41	2.700	2.630
[11:21:31] 	2.690	+0.050	+1.9	188	2.680	2.690	45	2.700	2.630
[11:22:38] 	2.690	+0.050	+1.9	188	2.680	2.690	39	2.700	2.630
[11:23:41] 	2.690	+0.050	+1.9	188	2.680	2.690	33	2.700	2.630
[11:24:48] 	2.690	+0.050	+1.9	188	2.680	2.690	16	2.700	2.630
[11:25:59] 	2.690	+0.050	+1.9	188	2.680	2.690	28	2.700	2.630
[11:27:02] 	2.690	+0.050	+1.9	138	2.680	2.690	28	2.700	2.630
[11:28:20] 	2.690	+0.050	+1.9	138	2.680	2.690	66	2.700	2.630
[11:29:23] 	2.680	+0.040	+1.5	186	2.670	2.690	68	2.700	2.630
[11:30:27] 	2.690	+0.050	+1.9	186	2.670	2.690	89	2.700	2.630
[11:31:55] 	2.690	+0.050	+1.9	186	2.670	2.690	94	2.700	2.630
[11:33:13] 	2.690	+0.050	+1.9	186	2.670	2.690	93	2.700	2.630
[11:34:15] 	2.690	+0.050	+1.9	186	2.670	2.680	9	2.700	2.630
[11:35:24] 	2.690	+0.050	+1.9	66	2.670	2.680	39	2.700	2.630
[11:36:26] 	2.670	+0.030	+1.1	33	2.670	2.680	40	2.700	2.630
[11:37:31] 	2.670	+0.030	+1.1	33	2.670	2.680	44	2.700	2.630
[11:38:40] 	2.670	+0.030	+1.1	33	2.670	2.680	84	2.700	2.630
