Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[12:21:00] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:33:20] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:34:32] 	2.550	-0.070	-2.7	45	2.540	2.550	195	2.650	2.540
[15:35:36] 	2.540	-0.080	-3.1	31	2.540	2.550	215	2.650	2.540
[15:37:02] 	2.540	-0.080	-3.1	36	2.540	2.550	280	2.650	2.540
[15:38:08] 	2.540	-0.080	-3.1	33	2.540	2.550	254	2.650	2.540
[15:39:16] 	2.540	-0.080	-3.1	40	2.540	2.550	254	2.650	2.540
[15:40:26] 	2.540	-0.080	-3.1	41	2.540	2.550	254	2.650	2.540
[15:41:32] 	2.550	-0.070	-2.7	33	2.540	2.550	307	2.650	2.540
[15:42:55] 	2.540	-0.080	-3.1	48	2.540	2.550	307	2.650	2.540
[15:44:18] 	2.540	-0.080	-3.1	64	2.540	2.550	307	2.650	2.540
[15:45:24] 	2.540	-0.080	-3.1	94	2.540	2.550	308	2.650	2.540
[15:46:30] 	2.550	-0.070	-2.7	90	2.540	2.550	2	2.650	2.540
[15:47:40] 	2.550	-0.070	-2.7	61	2.550	2.560	11	2.650	2.540
[15:48:58] 	2.550	-0.070	-2.7	33	2.550	2.560	84	2.650	2.540
[15:50:18] 	2.560	-0.060	-2.3	58	2.550	2.560	66	2.650	2.540
[15:51:28] 	2.560	-0.060	-2.3	61	2.550	2.560	55	2.650	2.540
[15:52:42] 	2.560	-0.060	-2.3	69	2.550	2.560	126	2.650	2.540
[15:53:48] 	2.560	-0.060	-2.3	78	2.550	2.560	111	2.650	2.540
[15:54:29] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[15:55:37] 	2.560	-0.060	-2.3	65	2.550	2.560	80	2.650	2.540
[15:56:50] 	2.560	-0.060	-2.3	83	2.550	2.560	80	2.650	2.540
[15:57:58] 	2.560	-0.060	-2.3	99	2.550	2.560	153	2.650	2.540
[15:59:02] 	2.560	-0.060	-2.3	87	2.550	2.560	142	2.650	2.540
[15:59:29] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[16:01:13] 	2.550	-0.070	-2.7	44	2.540	2.550	34	2.650	2.540
[16:02:39] 	2.540	-0.080	-3.1	49	2.530	2.540	3	2.650	2.530
[16:03:45] 	2.540	-0.080	-3.1	14	2.540	2.550	56	2.650	2.530
[16:05:10] 	2.540	-0.080	-3.1	20	2.540	2.550	52	2.650	2.530
[16:06:21] 	2.540	-0.080	-3.1	44	2.530	2.550	72	2.650	2.530
[16:07:39] 	2.540	-0.080	-3.1	65	2.530	2.540	148	2.650	2.530
[16:10:04] 	2.530	-0.090	-3.4	140	2.530	2.540	112	2.650	2.530
[16:11:14] 	2.530	-0.090	-3.4	32	2.530	2.540	72	2.650	2.530
[16:12:32] 	2.540	-0.080	-3.1	12	2.530	2.540	58	2.650	2.530
[16:13:37] 	2.540	-0.080	-3.1	19	2.530	2.540	62	2.650	2.530
