Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[10:00:53] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:02:00] 	2.450	+0.020	+0.8	83	2.440	2.450	51	2.460	2.430
[10:02:33] 	2.450	+0.020	+0.8	108	2.440	2.450	47	2.460	2.430
[10:03:38] 	2.450	+0.020	+0.8	109	2.440	2.450	52	2.460	2.430
[10:03:59] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:05:09] 	2.450	+0.020	+0.8	109	2.440	2.460	214	2.460	2.430
[10:05:50] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:06:31] 	2.450	+0.020	+0.8	83	2.440	2.450	11	2.460	2.430
[10:07:35] 	2.450	+0.020	+0.8	83	2.440	2.450	21	2.460	2.430
[10:08:38] 	2.450	+0.020	+0.8	86	2.440	2.450	35	2.460	2.430
[10:09:40] 	2.450	+0.020	+0.8	86	2.440	2.450	36	2.460	2.430
[10:10:37] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:11:55] 	2.450	+0.020	+0.8	86	2.440	2.450	69	2.460	2.430
[10:13:13] 	2.440	+0.010	+0.4	87	2.440	2.450	44	2.460	2.430
[10:14:16] 	2.440	+0.010	+0.4	87	2.440	2.450	43	2.460	2.430
[10:15:18] 	2.440	+0.010	+0.4	87	2.440	2.450	44	2.460	2.430
[10:16:22] 	2.440	+0.010	+0.4	87	2.440	2.450	47	2.460	2.430
[10:17:30] 	2.440	+0.010	+0.4	87	2.440	2.450	52	2.460	2.430
[10:18:33] 	2.450	+0.020	+0.8	87	2.440	2.450	48	2.460	2.430
[10:20:38] 	2.450	+0.020	+0.8	86	2.440	2.450	49	2.460	2.430
[10:21:40] 	2.450	+0.020	+0.8	86	2.440	2.450	56	2.460	2.430
[10:22:43] 	2.450	+0.020	+0.8	88	2.440	2.450	56	2.460	2.430
[10:22:53] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:24:28] 	2.440	+0.010	+0.4	87	2.440	2.450	56	2.460	2.430
[10:25:37] 	2.440	+0.010	+0.4	87	2.440	2.450	66	2.460	2.430
[10:27:20] 	2.440	+0.010	+0.4	86	2.440	2.450	66	2.460	2.430
[10:28:30] 	2.450	+0.020	+0.8	116	2.440	2.460	181	2.460	2.430
[10:29:38] 	2.450	+0.020	+0.8	13	2.450	2.460	185	2.460	2.430
[10:29:49] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:30:40] 	2.450	+0.020	+0.8	115	2.440	2.450	11	2.460	2.430
[10:31:38] 	2.450	+0.020	+0.8	115	2.440	2.450	13	2.460	2.430
[10:32:40] 	2.450	+0.020	+0.8	115	2.440	2.450	46	2.460	2.430
[10:33:42] 	2.450	+0.020	+0.8	115	2.440	2.450	42	2.460	2.430
[10:34:19] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:35:31] 	2.450	+0.020	+0.8	115	2.440	2.450	38	2.460	2.430
[10:36:33] 	2.450	+0.020	+0.8	120	2.440	2.460	184	2.460	2.430
[10:37:36] 	2.450	+0.020	+0.8	130	2.440	2.460	188	2.460	2.430
[10:39:48] 	2.450	+0.020	+0.8	130	2.440	2.460	214	2.460	2.430
[10:40:56] 	2.450	+0.020	+0.8	130	2.440	2.450	28	2.460	2.430
[10:42:04] 	2.450	+0.020	+0.8	130	2.440	2.450	9	2.460	2.430
[10:43:06] 	2.450	+0.020	+0.8	130	2.440	2.450	31	2.460	2.430
[10:44:29] 	2.450	+0.020	+0.8	130	2.440	2.460	188	2.460	2.430
[10:45:32] 	2.450	+0.020	+0.8	130	2.440	2.450	24	2.460	2.430
[10:47:42] 	2.450	+0.020	+0.8	154	2.440	2.450	29	2.460	2.430
[10:48:55] 	2.450	+0.020	+0.8	130	2.440	2.450	39	2.460	2.430
[10:51:05] 	2.450	+0.020	+0.8	129	2.440	2.450	33	2.460	2.430
[10:53:10] 	2.450	+0.020	+0.8	35	2.450	2.460	213	2.460	2.430
[10:54:13] 	2.460	+0.030	+1.2	11	2.450	2.460	209	2.460	2.430
[10:55:15] 	2.460	+0.030	+1.2	41	2.450	2.460	213	2.460	2.430
[10:56:38] 	2.460	+0.030	+1.2	48	2.450	2.460	213	2.460	2.430
[10:58:44] 	2.450	+0.020	+0.8	38	2.450	2.460	209	2.460	2.430
[10:59:47] 	2.450	+0.020	+0.8	38	2.450	2.460	210	2.460	2.430
[11:01:05] 	2.450	+0.020	+0.8	38	2.450	2.460	205	2.460	2.430
[11:02:08] 	2.450	+0.020	+0.8	38	2.450	2.460	210	2.460	2.430
[11:03:10] 	2.450	+0.020	+0.8	38	2.450	2.460	217	2.460	2.430
[11:04:23] 	2.450	+0.020	+0.8	33	2.450	2.460	218	2.460	2.430
[11:05:26] 	2.450	+0.020	+0.8	33	2.450	2.460	211	2.460	2.430
[11:06:29] 	2.450	+0.020	+0.8	38	2.450	2.460	166	2.460	2.430
[11:07:35] 	2.450	+0.020	+0.8	13	2.450	2.460	168	2.460	2.430
[11:08:39] 	2.450	+0.020	+0.8	17	2.450	2.460	161	2.460	2.430
[11:09:42] 	2.450	+0.020	+0.8	124	2.440	2.450	124	2.460	2.430
[11:10:45] 	2.450	+0.020	+0.8	149	2.440	2.450	131	2.460	2.430
[11:11:47] 	2.440	+0.010	+0.4	126	2.440	2.450	144	2.460	2.430
[11:12:50] 	2.440	+0.010	+0.4	122	2.440	2.450	144	2.460	2.430
[11:14:56] 	2.450	+0.020	+0.8	7	2.450	2.460	148	2.460	2.430
[11:15:48] 	2.450	+0.020	+0.8	13	2.450	2.460	149	2.460	2.430
[11:16:45] 	2.450	+0.020	+0.8	13	2.450	2.460	152	2.460	2.430
[11:17:53] 	2.450	+0.020	+0.8	33	2.450	2.460	152	2.460	2.430
[11:20:03] 	2.450	+0.020	+0.8	33	2.450	2.460	156	2.460	2.430
[11:21:58] 	2.450	+0.020	+0.8	122	2.440	2.450	12	2.460	2.430
[11:23:05] 	2.450	+0.020	+0.8	148	2.440	2.450	7	2.460	2.430
