Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:54:45] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:55:58] 	2.670	-0.060	-2.2	149	2.660	2.670	122	2.700	2.670
[09:57:01] 	2.670	-0.060	-2.2	149	2.660	2.670	119	2.700	2.670
[09:58:14] 	2.670	-0.060	-2.2	149	2.660	2.670	18	2.700	2.670
[09:59:16] 	2.670	-0.060	-2.2	158	2.660	2.670	18	2.700	2.670
[10:00:26] 	2.670	-0.060	-2.2	158	2.660	2.670	11	2.700	2.670
[10:01:34] 	2.670	-0.060	-2.2	158	2.660	2.670	129	2.700	2.670
[10:02:36] 	2.670	-0.060	-2.2	158	2.660	2.670	72	2.700	2.670
[10:03:44] 	2.670	-0.060	-2.2	158	2.660	2.680	20	2.700	2.670
[10:04:51] 	2.670	-0.060	-2.2	28	2.670	2.680	20	2.700	2.670
[10:05:45] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:07:03] 	2.670	-0.060	-2.2	28	2.670	2.680	22	2.700	2.670
[10:08:11] 	2.670	-0.060	-2.2	25	2.670	2.680	22	2.700	2.670
[10:09:14] 	2.670	-0.060	-2.2	25	2.670	2.680	92	2.700	2.670
[10:10:27] 	2.670	-0.060	-2.2	28	2.670	2.680	94	2.700	2.670
[10:11:29] 	2.670	-0.060	-2.2	28	2.670	2.680	91	2.700	2.670
[10:13:36] 	2.670	-0.060	-2.2	28	2.670	2.680	93	2.700	2.670
[10:14:54] 	2.680	-0.050	-1.8	32	2.670	2.680	7	2.700	2.670
[10:15:57] 	2.680	-0.050	-1.8	35	2.670	2.680	75	2.700	2.670
[10:17:04] 	2.680	-0.050	-1.8	45	2.670	2.680	7	2.700	2.670
[10:18:07] 	2.680	-0.050	-1.8	45	2.670	2.680	84	2.700	2.670
[10:19:09] 	2.670	-0.060	-2.2	40	2.670	2.680	83	2.700	2.670
[10:20:12] 	2.670	-0.060	-2.2	36	2.670	2.680	88	2.700	2.670
