Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:54:28] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:55:46] 	2.940	+0.010	+0.3	40	2.940	2.950	85	2.970	2.930
[09:56:49] 	2.940	+0.010	+0.3	55	2.940	2.950	85	2.970	2.930
[09:58:00] 	2.950	+0.020	+0.7	56	2.940	2.950	77	2.970	2.930
[09:59:03] 	2.950	+0.020	+0.7	59	2.940	2.950	77	2.970	2.930
[10:00:11] 	2.940	+0.010	+0.3	49	2.940	2.950	82	2.970	2.930
[10:01:14] 	2.940	+0.010	+0.3	126	2.930	2.940	100	2.970	2.930
[10:02:23] 	2.940	+0.010	+0.3	126	2.930	2.940	145	2.970	2.930
[10:03:31] 	2.940	+0.010	+0.3	128	2.930	2.940	143	2.970	2.930
[10:04:33] 	2.940	+0.010	+0.3	130	2.930	2.940	161	2.970	2.930
[10:05:37] 	2.930	-	-	135	2.930	2.940	159	2.970	2.930
[10:06:44] 	2.930	-	-	133	2.930	2.940	159	2.970	2.930
[10:07:47] 	2.940	+0.010	+0.3	135	2.930	2.940	154	2.970	2.930
[10:09:10] 	2.940	+0.010	+0.3	140	2.930	2.940	154	2.970	2.930
[10:10:13] 	2.940	+0.010	+0.3	147	2.930	2.940	155	2.970	2.930
[10:11:21] 	2.940	+0.010	+0.3	152	2.930	2.940	134	2.970	2.930
[10:12:29] 	2.940	+0.010	+0.3	169	2.930	2.940	134	2.970	2.930
[10:13:47] 	2.940	+0.010	+0.3	173	2.930	2.940	141	2.970	2.930
[10:14:35] 	2.940	+0.010	+0.3	183	2.930	2.940	121	2.970	2.930
[10:15:06] 	2.940	+0.010	+0.3	185	2.930	2.940	106	2.970	2.930
[10:16:09] 	2.930	-	-	175	2.930	2.940	123	2.970	2.930
[10:16:51] 	2.940	+0.010	+0.3	191	2.930	2.940	120	2.970	2.930
[10:17:02] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:17:44] 	2.940	+0.010	+0.3	191	2.930	2.940	120	2.970	2.930
[10:18:22] 	2.940	+0.010	+0.3	191	2.930	2.940	112	2.970	2.930
