Time		Price	Change	C%	BVol	Buy	Sell	SVol	LP	HP
[09:48:45] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[09:49:52] 	2.690	-	-	61	2.690	2.700	92	2.700	2.670
[09:51:05] 	2.690	-	-	45	2.690	2.700	80	2.700	2.670
[09:52:08] 	2.690	-	-	208	2.680	2.690	34	2.700	2.670
[09:53:22] 	2.690	-	-	118	2.680	2.690	62	2.700	2.670
[09:54:39] 	2.680	-0.010	-0.4	137	2.670	2.690	60	2.700	2.670
[09:55:47] 	2.680	-0.010	-0.4	137	2.670	2.680	6	2.700	2.670
[09:56:57] 	2.680	-0.010	-0.4	4	2.680	2.690	102	2.700	2.670
[09:58:16] 	2.680	-0.010	-0.4	6	2.680	2.690	112	2.700	2.670
[09:59:21] 	2.680	-0.010	-0.4	7	2.680	2.690	103	2.700	2.670
[10:00:36] 	2.680	-0.010	-0.4	152	2.670	2.690	102	2.700	2.670
[10:01:41] 	2.680	-0.010	-0.4	1	2.680	2.690	101	2.700	2.670
[10:02:58] 	2.680	-0.010	-0.4	155	2.670	2.690	108	2.700	2.670
[10:04:06] 	2.680	-0.010	-0.4	155	2.670	2.690	105	2.700	2.670
[10:05:13] 	2.680	-0.010	-0.4	156	2.670	2.680	8	2.700	2.670
[10:06:18] 	2.670	-0.020	-0.7	150	2.670	2.680	26	2.700	2.670
[10:07:25] 	2.670	-0.020	-0.7	140	2.670	2.680	26	2.700	2.670
[10:08:37] 	2.670	-0.020	-0.7	79	2.670	2.680	26	2.700	2.670
[10:09:50] 	2.670	-0.020	-0.7	81	2.670	2.680	26	2.700	2.670
[10:10:55] 	2.670	-0.020	-0.7	76	2.670	2.680	26	2.700	2.670
[10:12:10] 	2.670	-0.020	-0.7	85	2.670	2.680	41	2.700	2.670
[10:13:28] 	2.670	-0.020	-0.7	85	2.670	2.680	47	2.700	2.670
[10:14:39] 	2.670	-0.020	-0.7	85	2.670	2.680	67	2.700	2.670
[10:15:50] 	2.670	-0.020	-0.7	86	2.670	2.680	67	2.700	2.670
[10:16:59] 	2.670	-0.020	-0.7	91	2.670	2.680	68	2.700	2.670
[10:18:04] 	2.670	-0.020	-0.7	95	2.670	2.680	75	2.700	2.670
[10:19:13] 	2.670	-0.020	-0.7	111	2.670	2.680	87	2.700	2.670
[10:20:22] 	2.670	-0.020	-0.7	131	2.670	2.680	87	2.700	2.670
[10:21:31] 	2.670	-0.020	-0.7	131	2.670	2.680	75	2.700	2.670
[10:22:37] 	2.680	-0.010	-0.4	131	2.670	2.680	65	2.700	2.670
[10:23:47] 	2.680	-0.010	-0.4	131	2.670	2.680	70	2.700	2.670
[10:25:55] 	2.680	-0.010	-0.4	136	2.670	2.680	70	2.700	2.670
[10:27:09] 	2.680	-0.010	-0.4	140	2.670	2.680	83	2.700	2.670
[10:27:56] 	2.670	-0.020	-0.7	139	2.670	2.680	115	2.700	2.670
[10:28:25] 	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined
[10:29:00] 	2.670	-0.020	-0.7	144	2.670	2.680	81	2.700	2.670
[10:29:31] 	2.680	-0.010	-0.4	146	2.670	2.680	11	2.700	2.670
[10:30:34] 	2.680	-0.010	-0.4	158	2.670	2.690	97	2.700	2.670
[10:31:42] 	2.680	-0.010	-0.4	12	2.680	2.690	97	2.700	2.670
[10:32:55] 	2.680	-0.010	-0.4	4	2.680	2.690	97	2.700	2.670
[10:34:18] 	2.680	-0.010	-0.4	14	2.680	2.690	117	2.700	2.670
